yr,mo,cv,spp,fla,arb,clu,bli,hea,tot
2019,June,Lost Hills,Cf,W+Bl(dot),2,1,0,48,48
2019,June,Lost Hills,Cf,W+Bl(dot),2,2,1,48,49
2019,June,Lost Hills,Cf,W+Bl(dot),2,3,0,69,69
2019,June,Lost Hills,Cf,W+Bl(dot),2,4,0,25,25
2019,June,Lost Hills,Cf,W+Bl(dot),2,5,0,29,29
2019,June,Lost Hills,Cf,W+Bl(dot),2,6,2,25,27
2019,June,Lost Hills,Cf,W+Bl(dot),2,7,0,31,31
2019,June,Lost Hills,Cf,W+Bl(dot),2,8,0,30,30
2019,June,Lost Hills,Cf,W+Bl(dot),2,9,0,61,61
2019,June,Lost Hills,Cf,W+Bl(dot),2,10,1,29,30
2019,June,Lost Hills,Cf,W+Bl(dot),3,1,1,34,35
2019,June,Lost Hills,Cf,W+Bl(dot),3,2,NA,NA,NA
2019,June,Lost Hills,Cf,W+Bl(dot),3,3,NA,NA,NA
2019,June,Lost Hills,Cf,W+Bl(dot),3,4,NA,NA,NA
2019,June,Lost Hills,Cf,W+Bl(dot),3,5,NA,NA,NA
2019,June,Lost Hills,Cf,W+Bl(dot),3,6,NA,NA,NA
2019,June,Lost Hills,Cf,W+Bl(dot),3,7,NA,NA,NA
2019,June,Lost Hills,Cf,W+Bl(dot),3,8,NA,NA,NA
2019,June,Lost Hills,Cf,W+Bl(dot),3,9,NA,NA,NA
2019,June,Lost Hills,Cf,W+Bl(dot),3,10,NA,NA,NA
