exp,spp,tim,iso,tem,rep,ger,of
3,Cf,12,12J05,25,3,50,50
3,Cf,12,12J05,30,1,50,50
3,Cf,12,12J05,30,2,50,50
3,Cf,12,12J05,30,3,50,50
3,Cf,12,12J05,35,1,54,60
3,Cf,12,12J05,35,2,47,50
3,Cf,12,12J05,35,3,45,50
3,Cf,12,11J23,10,1,0,50
3,Cf,12,11J23,10,2,0,50
3,Cf,12,11J23,10,3,1,50
3,Cf,12,11J23,15,1,22,50
3,Cf,12,11J23,15,2,21,50
3,Cf,12,11J23,15,3,20,50
3,Cf,12,11J23,20,1,49,50
3,Cf,12,11J23,20,2,49,50
3,Cf,12,11J23,20,3,46,50
3,Cf,12,11J23,25,1,49,50
3,Cf,12,11J23,25,2,48,50
3,Cf,12,11J23,25,3,50,50
3,Cf,12,11J23,30,1,50,50
3,Cf,12,11J23,30,2,50,50
3,Cf,12,11J23,30,3,50,50
3,Cf,12,11J23,35,1,37,50
3,Cf,12,11J23,35,2,37,50
3,Cf,12,11J23,35,3,38,50
3,Cf,12,12J41,10,1,1,50
3,Cf,12,12J41,10,2,0,50
3,Cf,12,12J41,10,3,0,50
3,Cf,12,12J41,15,1,18,50
3,Cf,12,12J41,15,2,23,50
3,Cf,12,12J41,15,3,21,50
3,Cf,12,12J41,20,1,49,50
3,Cf,12,12J41,20,2,48,50
3,Cf,12,12J41,20,3,48,50
3,Cf,12,12J41,25,1,49,50
3,Cf,12,12J41,25,2,49,50
3,Cf,12,12J41,25,3,50,50
3,Cf,12,12J41,30,1,50,50
3,Cf,12,12J41,30,2,50,50
3,Cf,12,12J41,30,3,50,50
3,Cf,12,12J41,35,1,42,50
3,Cf,12,12J41,35,2,40,50
3,Cf,12,12J41,35,3,39,50
3,Ck,12,3G23,10,1,1,50
3,Ck,12,3G23,10,2,1,50
3,Ck,12,3G23,10,3,0,50
3,Ck,12,3G23,15,1,8,50
3,Ck,12,3G23,15,2,5,50
3,Ck,12,3G23,15,3,8,50
3,Ck,12,3G23,20,1,19,50
3,Ck,12,3G23,20,2,22,50
3,Ck,12,3G23,20,3,19,50
3,Ck,12,3G23,25,1,23,50
3,Ck,12,3G23,25,2,22,50
3,Ck,12,3G23,25,3,26,50
3,Ck,12,3G23,30,1,22,50
3,Ck,12,3G23,30,2,8,50
3,Ck,12,3G23,30,3,17,50
3,Ck,12,3G23,35,1,11,50
3,Ck,12,3G23,35,2,5,50
3,Ck,12,3G23,35,3,2,50
