safra;dia;folha;nitro;lado;poda;bloco;sever
1;0;226;200;1;2;I;0
1;14;226;200;1;2;I;0.01
1;21;226;200;1;2;I;0.2
1;28;226;200;1;2;I;0.4
1;35;226;200;1;2;I;1
1;42;226;200;1;2;I;1.8
1;49;226;200;1;2;I;1.2
1;56;226;200;1;2;I;NA
1;63;226;200;1;2;I;NA
1;70;226;200;1;2;I;NA
1;77;226;200;1;2;I;NA
1;84;226;200;1;2;I;NA
1;0;227;200;1;2;I;0
1;14;227;200;1;2;I;0
1;21;227;200;1;2;I;0
1;28;227;200;1;2;I;0
1;35;227;200;1;2;I;1.4
1;42;227;200;1;2;I;NA
1;49;227;200;1;2;I;NA
1;56;227;200;1;2;I;NA
1;63;227;200;1;2;I;NA
1;70;227;200;1;2;I;NA
1;77;227;200;1;2;I;NA
1;84;227;200;1;2;I;NA
1;0;228;200;1;2;I;0
1;14;228;200;1;2;I;0
1;21;228;200;1;2;I;0
1;28;228;200;1;2;I;0
1;35;228;200;1;2;I;0.9
1;42;228;200;1;2;I;0.3
1;49;228;200;1;2;I;1.1
1;56;228;200;1;2;I;NA
1;63;228;200;1;2;I;NA
1;70;228;200;1;2;I;NA
1;77;228;200;1;2;I;NA
1;84;228;200;1;2;I;NA
1;0;229;200;1;2;I;0
1;14;229;200;1;2;I;0
1;21;229;200;1;2;I;0
1;28;229;200;1;2;I;0
1;35;229;200;1;2;I;1
1;42;229;200;1;2;I;0.7
1;49;229;200;1;2;I;NA
1;56;229;200;1;2;I;NA
1;63;229;200;1;2;I;NA
1;70;229;200;1;2;I;NA
1;77;229;200;1;2;I;NA
1;84;229;200;1;2;I;NA
1;0;230;200;1;2;I;0
1;14;230;200;1;2;I;0
1;21;230;200;1;2;I;0
1;28;230;200;1;2;I;0
1;35;230;200;1;2;I;1.5
1;42;230;200;1;2;I;2.5
1;49;230;200;1;2;I;1.8
1;56;230;200;1;2;I;NA
1;63;230;200;1;2;I;NA
1;70;230;200;1;2;I;NA
1;77;230;200;1;2;I;NA
1;84;230;200;1;2;I;NA
1;0;231;200;2;2;I;0
1;14;231;200;2;2;I;0
1;21;231;200;2;2;I;0.04
1;28;231;200;2;2;I;0.07
1;35;231;200;2;2;I;0.1
1;42;231;200;2;2;I;NA
1;49;231;200;2;2;I;NA
1;56;231;200;2;2;I;NA
1;63;231;200;2;2;I;NA
1;70;231;200;2;2;I;NA
1;77;231;200;2;2;I;NA
1;84;231;200;2;2;I;NA
1;0;232;200;2;2;I;0
1;14;232;200;2;2;I;0
1;21;232;200;2;2;I;0
1;28;232;200;2;2;I;0
1;35;232;200;2;2;I;0.2
1;42;232;200;2;2;I;NA
1;49;232;200;2;2;I;NA
1;56;232;200;2;2;I;NA
1;63;232;200;2;2;I;NA
1;70;232;200;2;2;I;NA
1;77;232;200;2;2;I;NA
1;84;232;200;2;2;I;NA
1;0;233;200;2;2;I;0
1;14;233;200;2;2;I;0
1;21;233;200;2;2;I;0
1;28;233;200;2;2;I;0
1;35;233;200;2;2;I;0.11
1;42;233;200;2;2;I;0.2
1;49;233;200;2;2;I;0.2
1;56;233;200;2;2;I;1.4
1;63;233;200;2;2;I;2
1;70;233;200;2;2;I;NA
1;77;233;200;2;2;I;NA
1;84;233;200;2;2;I;NA
1;0;234;200;2;2;I;0
1;14;234;200;2;2;I;0
1;21;234;200;2;2;I;0
1;28;234;200;2;2;I;0
1;35;234;200;2;2;I;0.09
1;42;234;200;2;2;I;0.8
1;49;234;200;2;2;I;0.28
1;56;234;200;2;2;I;NA
1;63;234;200;2;2;I;NA
1;70;234;200;2;2;I;NA
1;77;234;200;2;2;I;NA
1;84;234;200;2;2;I;NA
1;0;235;200;2;2;I;0
1;14;235;200;2;2;I;0.05
1;21;235;200;2;2;I;0.06
1;28;235;200;2;2;I;0.07
1;35;235;200;2;2;I;1.5
1;42;235;200;2;2;I;NA
1;49;235;200;2;2;I;NA
1;56;235;200;2;2;I;NA
1;63;235;200;2;2;I;NA
1;70;235;200;2;2;I;NA
1;77;235;200;2;2;I;NA
1;84;235;200;2;2;I;NA
1;0;236;200;2;2;I;0
1;14;236;200;2;2;I;0
1;21;236;200;2;2;I;0
1;28;236;200;2;2;I;0
1;35;236;200;2;2;I;0.06
1;42;236;200;2;2;I;0.06
1;49;236;200;2;2;I;0.2
1;56;236;200;2;2;I;0.2
1;63;236;200;2;2;I;0.4
1;70;236;200;2;2;I;1.2
1;77;236;200;2;2;I;2
1;84;236;200;2;2;I;NA
1;0;237;200;2;2;I;0
1;14;237;200;2;2;I;0
1;21;237;200;2;2;I;0
1;28;237;200;2;2;I;0
1;35;237;200;2;2;I;0.04
1;42;237;200;2;2;I;0.15
1;49;237;200;2;2;I;0.1
1;56;237;200;2;2;I;1.2
1;63;237;200;2;2;I;NA
1;70;237;200;2;2;I;NA
1;77;237;200;2;2;I;NA
1;84;237;200;2;2;I;NA
1;0;238;200;2;2;I;0
1;14;238;200;2;2;I;0
1;21;238;200;2;2;I;0
1;28;238;200;2;2;I;0
1;35;238;200;2;2;I;0.09
1;42;238;200;2;2;I;1
1;49;238;200;2;2;I;0.18
1;56;238;200;2;2;I;NA
1;63;238;200;2;2;I;NA
1;70;238;200;2;2;I;NA
1;77;238;200;2;2;I;NA
1;84;238;200;2;2;I;NA
1;0;239;200;2;2;I;0
1;14;239;200;2;2;I;0
1;21;239;200;2;2;I;0
1;28;239;200;2;2;I;0
1;35;239;200;2;2;I;0
1;42;239;200;2;2;I;0.15
1;49;239;200;2;2;I;0.11
1;56;239;200;2;2;I;0.15
1;63;239;200;2;2;I;1
1;70;239;200;2;2;I;1.7
1;77;239;200;2;2;I;2.8
1;84;239;200;2;2;I;NA
1;0;240;200;2;2;I;0
1;14;240;200;2;2;I;0
1;21;240;200;2;2;I;0
1;28;240;200;2;2;I;0.06
1;35;240;200;2;2;I;0.19
1;42;240;200;2;2;I;1.5
1;49;240;200;2;2;I;0.25
1;56;240;200;2;2;I;NA
1;63;240;200;2;2;I;NA
1;70;240;200;2;2;I;NA
1;77;240;200;2;2;I;NA
1;84;240;200;2;2;I;NA
1;0;241;240;1;1;I;0
1;14;241;240;1;1;I;0
1;21;241;240;1;1;I;0
1;28;241;240;1;1;I;0
1;35;241;240;1;1;I;0.19
1;42;241;240;1;1;I;NA
1;49;241;240;1;1;I;NA
1;56;241;240;1;1;I;NA
1;63;241;240;1;1;I;NA
1;70;241;240;1;1;I;NA
1;77;241;240;1;1;I;NA
1;84;241;240;1;1;I;NA
1;0;242;240;1;1;I;0
1;14;242;240;1;1;I;0
1;21;242;240;1;1;I;0
1;28;242;240;1;1;I;0
1;35;242;240;1;1;I;0
1;42;242;240;1;1;I;0.06
1;49;242;240;1;1;I;0.05
1;56;242;240;1;1;I;NA
1;63;242;240;1;1;I;NA
1;70;242;240;1;1;I;NA
1;77;242;240;1;1;I;NA
1;84;242;240;1;1;I;NA
1;0;243;240;1;1;I;0
1;14;243;240;1;1;I;0.1
1;21;243;240;1;1;I;0.1
1;28;243;240;1;1;I;0.5
1;35;243;240;1;1;I;0.9
1;42;243;240;1;1;I;1
1;49;243;240;1;1;I;NA
1;56;243;240;1;1;I;NA
1;63;243;240;1;1;I;NA
1;70;243;240;1;1;I;NA
1;77;243;240;1;1;I;NA
1;84;243;240;1;1;I;NA
1;0;244;240;1;1;I;0
1;14;244;240;1;1;I;0
1;21;244;240;1;1;I;0
1;28;244;240;1;1;I;0
1;35;244;240;1;1;I;0.06
1;42;244;240;1;1;I;0.3
1;49;244;240;1;1;I;0.5
1;56;244;240;1;1;I;1.5
1;63;244;240;1;1;I;3
1;70;244;240;1;1;I;3
1;77;244;240;1;1;I;NA
1;84;244;240;1;1;I;NA
1;0;245;240;1;1;I;0
1;14;245;240;1;1;I;0
1;21;245;240;1;1;I;0
1;28;245;240;1;1;I;0
1;35;245;240;1;1;I;0.05
1;42;245;240;1;1;I;0.1
1;49;245;240;1;1;I;0.3
1;56;245;240;1;1;I;0.25
1;63;245;240;1;1;I;1
1;70;245;240;1;1;I;2.5
1;77;245;240;1;1;I;NA
1;84;245;240;1;1;I;NA
1;0;246;240;1;1;I;0
1;14;246;240;1;1;I;0
1;21;246;240;1;1;I;0
1;28;246;240;1;1;I;0
1;35;246;240;1;1;I;0.7
1;42;246;240;1;1;I;1.1
1;49;246;240;1;1;I;0.7
1;56;246;240;1;1;I;2.5
1;63;246;240;1;1;I;3.8
1;70;246;240;1;1;I;NA
1;77;246;240;1;1;I;NA
1;84;246;240;1;1;I;NA
1;0;247;240;1;1;I;0
1;14;247;240;1;1;I;0
1;21;247;240;1;1;I;0
1;28;247;240;1;1;I;0
1;35;247;240;1;1;I;0.7
1;42;247;240;1;1;I;0.26
1;49;247;240;1;1;I;0.2
1;56;247;240;1;1;I;0.8
1;63;247;240;1;1;I;1
1;70;247;240;1;1;I;2
1;77;247;240;1;1;I;NA
1;84;247;240;1;1;I;NA
1;0;248;240;1;1;I;0
1;14;248;240;1;1;I;0
1;21;248;240;1;1;I;0
1;28;248;240;1;1;I;0
1;35;248;240;1;1;I;0.3
1;42;248;240;1;1;I;0.8
1;49;248;240;1;1;I;0.9
1;56;248;240;1;1;I;1.9
1;63;248;240;1;1;I;2
1;70;248;240;1;1;I;NA
1;77;248;240;1;1;I;NA
1;84;248;240;1;1;I;NA
1;0;249;240;1;1;I;0
1;14;249;240;1;1;I;0
1;21;249;240;1;1;I;0
1;28;249;240;1;1;I;0
1;35;249;240;1;1;I;0.9
1;42;249;240;1;1;I;0.18
1;49;249;240;1;1;I;0.2
1;56;249;240;1;1;I;0.2
1;63;249;240;1;1;I;0.9
1;70;249;240;1;1;I;2
1;77;249;240;1;1;I;2.4
1;84;249;240;1;1;I;NA
1;0;250;240;1;1;I;0
1;14;250;240;1;1;I;0
1;21;250;240;1;1;I;0.04
1;28;250;240;1;1;I;0.04
1;35;250;240;1;1;I;0.06
1;42;250;240;1;1;I;0.25
1;49;250;240;1;1;I;0.19
1;56;250;240;1;1;I;0.7
1;63;250;240;1;1;I;0.8
1;70;250;240;1;1;I;1.8
1;77;250;240;1;1;I;NA
1;84;250;240;1;1;I;NA
1;0;251;240;2;1;I;0
1;14;251;240;2;1;I;0
1;21;251;240;2;1;I;0
1;28;251;240;2;1;I;0
1;35;251;240;2;1;I;0.05
1;42;251;240;2;1;I;0.1
1;49;251;240;2;1;I;0.09
1;56;251;240;2;1;I;0.3
1;63;251;240;2;1;I;1
1;70;251;240;2;1;I;NA
1;77;251;240;2;1;I;NA
1;84;251;240;2;1;I;NA
1;0;252;240;2;1;I;0
1;14;252;240;2;1;I;0
1;21;252;240;2;1;I;0
1;28;252;240;2;1;I;0.35
1;35;252;240;2;1;I;0.9
1;42;252;240;2;1;I;NA
1;49;252;240;2;1;I;NA
1;56;252;240;2;1;I;NA
1;63;252;240;2;1;I;NA
1;70;252;240;2;1;I;NA
1;77;252;240;2;1;I;NA
1;84;252;240;2;1;I;NA
1;0;253;240;2;1;I;0
1;14;253;240;2;1;I;0
1;21;253;240;2;1;I;0
1;28;253;240;2;1;I;0
1;35;253;240;2;1;I;0
1;42;253;240;2;1;I;0
1;49;253;240;2;1;I;0.18
1;56;253;240;2;1;I;0.8
1;63;253;240;2;1;I;NA
1;70;253;240;2;1;I;NA
1;77;253;240;2;1;I;NA
1;84;253;240;2;1;I;NA
1;0;254;240;2;1;I;0
1;14;254;240;2;1;I;0
1;21;254;240;2;1;I;0
1;28;254;240;2;1;I;0.06
1;35;254;240;2;1;I;0.19
1;42;254;240;2;1;I;0.9
1;49;254;240;2;1;I;0.25
1;56;254;240;2;1;I;0.3
1;63;254;240;2;1;I;1.8
1;70;254;240;2;1;I;NA
1;77;254;240;2;1;I;NA
1;84;254;240;2;1;I;NA
1;0;255;240;2;1;I;0
1;14;255;240;2;1;I;0
1;21;255;240;2;1;I;0
1;28;255;240;2;1;I;1
1;35;255;240;2;1;I;0.9
1;42;255;240;2;1;I;0.8
1;49;255;240;2;1;I;NA
1;56;255;240;2;1;I;NA
1;63;255;240;2;1;I;NA
1;70;255;240;2;1;I;NA
1;77;255;240;2;1;I;NA
1;84;255;240;2;1;I;NA
1;0;256;240;2;1;I;0
1;14;256;240;2;1;I;0
1;21;256;240;2;1;I;0
1;28;256;240;2;1;I;0
1;35;256;240;2;1;I;0.04
1;42;256;240;2;1;I;0.3
1;49;256;240;2;1;I;0.19
1;56;256;240;2;1;I;0.2
1;63;256;240;2;1;I;NA
1;70;256;240;2;1;I;NA
1;77;256;240;2;1;I;NA
1;84;256;240;2;1;I;NA
1;0;257;240;2;1;I;0
1;14;257;240;2;1;I;0
1;21;257;240;2;1;I;0
1;28;257;240;2;1;I;1
1;35;257;240;2;1;I;NA
1;42;257;240;2;1;I;NA
1;49;257;240;2;1;I;NA
1;56;257;240;2;1;I;NA
1;63;257;240;2;1;I;NA
1;70;257;240;2;1;I;NA
1;77;257;240;2;1;I;NA
1;84;257;240;2;1;I;NA
1;0;258;240;2;1;I;0
1;14;258;240;2;1;I;NA
1;21;258;240;2;1;I;NA
1;28;258;240;2;1;I;NA
1;35;258;240;2;1;I;NA
1;42;258;240;2;1;I;NA
1;49;258;240;2;1;I;NA
1;56;258;240;2;1;I;NA
1;63;258;240;2;1;I;NA
1;70;258;240;2;1;I;NA
1;77;258;240;2;1;I;NA
1;84;258;240;2;1;I;NA
1;0;259;240;2;1;I;0
1;14;259;240;2;1;I;0
1;21;259;240;2;1;I;0
1;28;259;240;2;1;I;0
1;35;259;240;2;1;I;0.08
1;42;259;240;2;1;I;0.9
1;49;259;240;2;1;I;0.18
1;56;259;240;2;1;I;0.8
1;63;259;240;2;1;I;1.2
1;70;259;240;2;1;I;NA
1;77;259;240;2;1;I;NA
1;84;259;240;2;1;I;NA
1;0;260;240;2;1;I;0
1;14;260;240;2;1;I;0
1;21;260;240;2;1;I;0
1;28;260;240;2;1;I;0
1;35;260;240;2;1;I;0.08
1;42;260;240;2;1;I;NA
1;49;260;240;2;1;I;NA
1;56;260;240;2;1;I;NA
1;63;260;240;2;1;I;NA
1;70;260;240;2;1;I;NA
1;77;260;240;2;1;I;NA
1;84;260;240;2;1;I;NA
1;0;261;240;1;2;I;0
1;14;261;240;1;2;I;0
1;21;261;240;1;2;I;0
1;28;261;240;1;2;I;0
1;35;261;240;1;2;I;0.9
1;42;261;240;1;2;I;0.8
1;49;261;240;1;2;I;0.2
1;56;261;240;1;2;I;NA
1;63;261;240;1;2;I;NA
1;70;261;240;1;2;I;NA
1;77;261;240;1;2;I;NA
1;84;261;240;1;2;I;NA
1;0;262;240;1;2;I;0
1;14;262;240;1;2;I;0.01
1;21;262;240;1;2;I;0.04
1;28;262;240;1;2;I;0.5
1;35;262;240;1;2;I;1
1;42;262;240;1;2;I;NA
1;49;262;240;1;2;I;NA
1;56;262;240;1;2;I;NA
1;63;262;240;1;2;I;NA
1;70;262;240;1;2;I;NA
1;77;262;240;1;2;I;NA
1;84;262;240;1;2;I;NA
1;0;263;240;1;2;I;0
1;14;263;240;1;2;I;0.05
1;21;263;240;1;2;I;0.9
1;28;263;240;1;2;I;1
1;35;263;240;1;2;I;NA
1;42;263;240;1;2;I;NA
1;49;263;240;1;2;I;NA
1;56;263;240;1;2;I;NA
1;63;263;240;1;2;I;NA
1;70;263;240;1;2;I;NA
1;77;263;240;1;2;I;NA
1;84;263;240;1;2;I;NA
1;0;264;240;1;2;I;0
1;14;264;240;1;2;I;0
1;21;264;240;1;2;I;0.19
1;28;264;240;1;2;I;0.12
1;35;264;240;1;2;I;NA
1;42;264;240;1;2;I;NA
1;49;264;240;1;2;I;NA
1;56;264;240;1;2;I;NA
1;63;264;240;1;2;I;NA
1;70;264;240;1;2;I;NA
1;77;264;240;1;2;I;NA
1;84;264;240;1;2;I;NA
1;0;265;240;1;2;I;0
1;14;265;240;1;2;I;0.06
1;21;265;240;1;2;I;0.06
1;28;265;240;1;2;I;0.1
1;35;265;240;1;2;I;0.9
1;42;265;240;1;2;I;1.7
1;49;265;240;1;2;I;1.9
1;56;265;240;1;2;I;NA
1;63;265;240;1;2;I;NA
1;70;265;240;1;2;I;NA
1;77;265;240;1;2;I;NA
1;84;265;240;1;2;I;NA
1;0;266;240;1;2;I;0
1;14;266;240;1;2;I;0
1;21;266;240;1;2;I;0
1;28;266;240;1;2;I;0
1;35;266;240;1;2;I;0.09
1;42;266;240;1;2;I;0.08
1;49;266;240;1;2;I;0.3
1;56;266;240;1;2;I;2
1;63;266;240;1;2;I;1
1;70;266;240;1;2;I;NA
1;77;266;240;1;2;I;NA
1;84;266;240;1;2;I;NA
1;0;267;240;1;2;I;0
1;14;267;240;1;2;I;0
1;21;267;240;1;2;I;0
1;28;267;240;1;2;I;0.2
1;35;267;240;1;2;I;1.1
1;42;267;240;1;2;I;NA
1;49;267;240;1;2;I;NA
1;56;267;240;1;2;I;NA
1;63;267;240;1;2;I;NA
1;70;267;240;1;2;I;NA
1;77;267;240;1;2;I;NA
1;84;267;240;1;2;I;NA
1;0;268;240;1;2;I;0
1;14;268;240;1;2;I;0
1;21;268;240;1;2;I;0.06
1;28;268;240;1;2;I;0.5
1;35;268;240;1;2;I;1.2
1;42;268;240;1;2;I;1.7
1;49;268;240;1;2;I;0.7
1;56;268;240;1;2;I;NA
1;63;268;240;1;2;I;NA
1;70;268;240;1;2;I;NA
1;77;268;240;1;2;I;NA
1;84;268;240;1;2;I;NA
1;0;269;240;1;2;I;0
1;14;269;240;1;2;I;0
1;21;269;240;1;2;I;0
1;28;269;240;1;2;I;0
1;35;269;240;1;2;I;0.9
1;42;269;240;1;2;I;0.25
1;49;269;240;1;2;I;1
1;56;269;240;1;2;I;1.2
1;63;269;240;1;2;I;1.3
1;70;269;240;1;2;I;NA
1;77;269;240;1;2;I;NA
1;84;269;240;1;2;I;NA
1;0;270;240;1;2;I;0
1;14;270;240;1;2;I;0.04
1;21;270;240;1;2;I;0.05
1;28;270;240;1;2;I;0.05
1;35;270;240;1;2;I;1
1;42;270;240;1;2;I;1.8
1;49;270;240;1;2;I;1.8
1;56;270;240;1;2;I;NA
1;63;270;240;1;2;I;NA
1;70;270;240;1;2;I;NA
1;77;270;240;1;2;I;NA
1;84;270;240;1;2;I;NA
1;0;271;240;2;2;I;0
1;14;271;240;2;2;I;0
1;21;271;240;2;2;I;0
1;28;271;240;2;2;I;0
1;35;271;240;2;2;I;0.06
1;42;271;240;2;2;I;0.2
1;49;271;240;2;2;I;NA
1;56;271;240;2;2;I;NA
1;63;271;240;2;2;I;NA
1;70;271;240;2;2;I;NA
1;77;271;240;2;2;I;NA
1;84;271;240;2;2;I;NA
1;0;272;240;2;2;I;0
1;14;272;240;2;2;I;0
1;21;272;240;2;2;I;0
1;28;272;240;2;2;I;0
1;35;272;240;2;2;I;1
1;42;272;240;2;2;I;NA
1;49;272;240;2;2;I;NA
1;56;272;240;2;2;I;NA
1;63;272;240;2;2;I;NA
1;70;272;240;2;2;I;NA
1;77;272;240;2;2;I;NA
1;84;272;240;2;2;I;NA
1;0;273;240;2;2;I;0
1;14;273;240;2;2;I;0
1;21;273;240;2;2;I;0
1;28;273;240;2;2;I;0
1;35;273;240;2;2;I;0.8
1;42;273;240;2;2;I;0.4
1;49;273;240;2;2;I;NA
1;56;273;240;2;2;I;NA
1;63;273;240;2;2;I;NA
1;70;273;240;2;2;I;NA
1;77;273;240;2;2;I;NA
1;84;273;240;2;2;I;NA
1;0;274;240;2;2;I;0
1;14;274;240;2;2;I;0
1;21;274;240;2;2;I;0
1;28;274;240;2;2;I;0.03
1;35;274;240;2;2;I;1.2
1;42;274;240;2;2;I;NA
1;49;274;240;2;2;I;NA
1;56;274;240;2;2;I;NA
1;63;274;240;2;2;I;NA
1;70;274;240;2;2;I;NA
1;77;274;240;2;2;I;NA
1;84;274;240;2;2;I;NA
1;0;275;240;2;2;I;0
1;14;275;240;2;2;I;0
1;21;275;240;2;2;I;0
1;28;275;240;2;2;I;0
1;35;275;240;2;2;I;0.09
1;42;275;240;2;2;I;0.9
1;49;275;240;2;2;I;0.3
1;56;275;240;2;2;I;2.5
1;63;275;240;2;2;I;NA
1;70;275;240;2;2;I;NA
1;77;275;240;2;2;I;NA
1;84;275;240;2;2;I;NA
1;0;276;240;2;2;I;0
1;14;276;240;2;2;I;0
1;21;276;240;2;2;I;0
1;28;276;240;2;2;I;0
1;35;276;240;2;2;I;0.06
1;42;276;240;2;2;I;0.15
1;49;276;240;2;2;I;0.09
1;56;276;240;2;2;I;0.25
1;63;276;240;2;2;I;0.3
1;70;276;240;2;2;I;1
1;77;276;240;2;2;I;1
1;84;276;240;2;2;I;NA
1;0;277;240;2;2;I;0
1;14;277;240;2;2;I;0
1;21;277;240;2;2;I;0
1;28;277;240;2;2;I;0
1;35;277;240;2;2;I;0
1;42;277;240;2;2;I;0.08
1;49;277;240;2;2;I;0.18
1;56;277;240;2;2;I;0.8
1;63;277;240;2;2;I;1.8
1;70;277;240;2;2;I;NA
1;77;277;240;2;2;I;NA
1;84;277;240;2;2;I;NA
1;0;278;240;2;2;I;0
1;14;278;240;2;2;I;0
1;21;278;240;2;2;I;0
1;28;278;240;2;2;I;0
1;35;278;240;2;2;I;0.09
1;42;278;240;2;2;I;1
1;49;278;240;2;2;I;0.21
1;56;278;240;2;2;I;NA
1;63;278;240;2;2;I;NA
1;70;278;240;2;2;I;NA
1;77;278;240;2;2;I;NA
1;84;278;240;2;2;I;NA
1;0;279;240;2;2;I;0
1;14;279;240;2;2;I;0
1;21;279;240;2;2;I;0
1;28;279;240;2;2;I;0
1;35;279;240;2;2;I;0.03
1;42;279;240;2;2;I;0.12
1;49;279;240;2;2;I;0.19
1;56;279;240;2;2;I;0.25
1;63;279;240;2;2;I;0.3
1;70;279;240;2;2;I;NA
1;77;279;240;2;2;I;NA
1;84;279;240;2;2;I;NA
1;0;280;240;2;2;I;0
1;14;280;240;2;2;I;0
1;21;280;240;2;2;I;0
1;28;280;240;2;2;I;0
1;35;280;240;2;2;I;0.09
1;42;280;240;2;2;I;0.25
1;49;280;240;2;2;I;0.18
1;56;280;240;2;2;I;0.2
1;63;280;240;2;2;I;0.8
1;70;280;240;2;2;I;NA
1;77;280;240;2;2;I;NA
1;84;280;240;2;2;I;NA
1;0;281;0;1;1;II;0
1;14;281;0;1;1;II;0
1;21;281;0;1;1;II;0
1;28;281;0;1;1;II;0
1;35;281;0;1;1;II;0.8
1;42;281;0;1;1;II;NA
1;49;281;0;1;1;II;NA
1;56;281;0;1;1;II;NA
1;63;281;0;1;1;II;NA
1;70;281;0;1;1;II;NA
1;77;281;0;1;1;II;NA
1;84;281;0;1;1;II;NA
1;0;282;0;1;1;II;0
1;14;282;0;1;1;II;0
1;21;282;0;1;1;II;0
1;28;282;0;1;1;II;0
1;35;282;0;1;1;II;1.2
1;42;282;0;1;1;II;NA
1;49;282;0;1;1;II;NA
1;56;282;0;1;1;II;NA
1;63;282;0;1;1;II;NA
1;70;282;0;1;1;II;NA
1;77;282;0;1;1;II;NA
1;84;282;0;1;1;II;NA
1;0;283;0;1;1;II;0
1;14;283;0;1;1;II;0
1;21;283;0;1;1;II;0
1;28;283;0;1;1;II;0
1;35;283;0;1;1;II;0.08
1;42;283;0;1;1;II;0.8
1;49;283;0;1;1;II;0.2
1;56;283;0;1;1;II;1.5
1;63;283;0;1;1;II;0.8
1;70;283;0;1;1;II;NA
1;77;283;0;1;1;II;NA
1;84;283;0;1;1;II;NA
1;0;284;0;1;1;II;0
1;14;284;0;1;1;II;0.05
1;21;284;0;1;1;II;0.05
1;28;284;0;1;1;II;0.05
1;35;284;0;1;1;II;1
1;42;284;0;1;1;II;2.4
1;49;284;0;1;1;II;NA
1;56;284;0;1;1;II;NA
1;63;284;0;1;1;II;NA
1;70;284;0;1;1;II;NA
1;77;284;0;1;1;II;NA
1;84;284;0;1;1;II;NA
1;0;285;0;1;1;II;0
1;14;285;0;1;1;II;0
1;21;285;0;1;1;II;0
1;28;285;0;1;1;II;0
1;35;285;0;1;1;II;0.6
1;42;285;0;1;1;II;1.6
1;49;285;0;1;1;II;0.25
1;56;285;0;1;1;II;2
1;63;285;0;1;1;II;2
1;70;285;0;1;1;II;NA
1;77;285;0;1;1;II;NA
1;84;285;0;1;1;II;NA
1;0;286;0;1;1;II;0
1;14;286;0;1;1;II;0
1;21;286;0;1;1;II;0
1;28;286;0;1;1;II;0
1;35;286;0;1;1;II;0.25
1;42;286;0;1;1;II;0.6
1;49;286;0;1;1;II;0.4
1;56;286;0;1;1;II;3
1;63;286;0;1;1;II;2.4
1;70;286;0;1;1;II;NA
1;77;286;0;1;1;II;NA
1;84;286;0;1;1;II;NA
1;0;287;0;1;1;II;0
1;14;287;0;1;1;II;NA
1;21;287;0;1;1;II;NA
1;28;287;0;1;1;II;NA
1;35;287;0;1;1;II;NA
1;42;287;0;1;1;II;NA
1;49;287;0;1;1;II;NA
1;56;287;0;1;1;II;NA
1;63;287;0;1;1;II;NA
1;70;287;0;1;1;II;NA
1;77;287;0;1;1;II;NA
1;84;287;0;1;1;II;NA
1;0;288;0;1;1;II;0
1;14;288;0;1;1;II;0
1;21;288;0;1;1;II;0
1;28;288;0;1;1;II;0
1;35;288;0;1;1;II;0.21
1;42;288;0;1;1;II;0.3
1;49;288;0;1;1;II;0.18
1;56;288;0;1;1;II;1
1;63;288;0;1;1;II;0.9
1;70;288;0;1;1;II;3
1;77;288;0;1;1;II;4.5
1;84;288;0;1;1;II;NA
1;0;289;0;1;1;II;0
1;14;289;0;1;1;II;0
1;21;289;0;1;1;II;0
1;28;289;0;1;1;II;0
1;35;289;0;1;1;II;0.28
1;42;289;0;1;1;II;0.6
1;49;289;0;1;1;II;0.75
1;56;289;0;1;1;II;2.4
1;63;289;0;1;1;II;4
1;70;289;0;1;1;II;NA
1;77;289;0;1;1;II;NA
1;84;289;0;1;1;II;NA
1;0;290;0;1;1;II;0
1;14;290;0;1;1;II;0
1;21;290;0;1;1;II;0
1;28;290;0;1;1;II;0
1;35;290;0;1;1;II;0.8
1;42;290;0;1;1;II;0.3
1;49;290;0;1;1;II;0.7
1;56;290;0;1;1;II;1
1;63;290;0;1;1;II;2.3
1;70;290;0;1;1;II;3.8
1;77;290;0;1;1;II;4
1;84;290;0;1;1;II;NA
1;0;291;0;2;1;II;0
1;14;291;0;2;1;II;NA
1;21;291;0;2;1;II;NA
1;28;291;0;2;1;II;NA
1;35;291;0;2;1;II;NA
1;42;291;0;2;1;II;NA
1;49;291;0;2;1;II;NA
1;56;291;0;2;1;II;NA
1;63;291;0;2;1;II;NA
1;70;291;0;2;1;II;NA
1;77;291;0;2;1;II;NA
1;84;291;0;2;1;II;NA
1;0;292;0;2;1;II;0
1;14;292;0;2;1;II;0
1;21;292;0;2;1;II;0
1;28;292;0;2;1;II;0
1;35;292;0;2;1;II;0
1;42;292;0;2;1;II;0.06
1;49;292;0;2;1;II;0.1
1;56;292;0;2;1;II;NA
1;63;292;0;2;1;II;NA
1;70;292;0;2;1;II;NA
1;77;292;0;2;1;II;NA
1;84;292;0;2;1;II;NA
1;0;293;0;2;1;II;0
1;14;293;0;2;1;II;0
1;21;293;0;2;1;II;0
1;28;293;0;2;1;II;0
1;35;293;0;2;1;II;0
1;42;293;0;2;1;II;0.04
1;49;293;0;2;1;II;0.08
1;56;293;0;2;1;II;0.1
1;63;293;0;2;1;II;NA
1;70;293;0;2;1;II;NA
1;77;293;0;2;1;II;NA
1;84;293;0;2;1;II;NA
1;0;294;0;2;1;II;0
1;14;294;0;2;1;II;0
1;21;294;0;2;1;II;0
1;28;294;0;2;1;II;0
1;35;294;0;2;1;II;0
1;42;294;0;2;1;II;0.05
1;49;294;0;2;1;II;0.06
1;56;294;0;2;1;II;0.3
