inset;paras;hosp;rept;otot;opar;oeme;pne;incub;macho;femea;mort
Espinetoram ;Trichogramma pretiosum;Chrysodeixis includens;5;14;2;0;4;NA;NA;NA;1
Espinetoram ;Trichogramma pretiosum;Chrysodeixis includens;6;14;3;0;6;NA;NA;NA;1
Espinetoram ;Trichogramma pretiosum;Chrysodeixis includens;7;14;2;0;3;NA;NA;NA;1
Espinetoram ;Trichogramma pretiosum;Chrysodeixis includens;8;14;3;0;6;NA;NA;NA;1
Espinetoram ;Trichogramma pretiosum;Chrysodeixis includens;9;14;2;0;4;NA;NA;NA;1
Espinetoram ;Trichogramma pretiosum;Chrysodeixis includens;10;14;0;NA;NA;NA;NA;NA;1
Espinetoram ;Trichogramma pretiosum;Chrysodeixis includens;11;14;1;0;2;NA;NA;NA;1
Espinetoram ;Trichogramma pretiosum;Chrysodeixis includens;12;14;2;1;3;9;0;1;0
Espinetoram ;Trichogramma pretiosum;Chrysodeixis includens;13;14;1;1;1;10;0;1;1
Espinetoram ;Trichogramma pretiosum;Chrysodeixis includens;14;14;2;0;4;NA;NA;NA;1
Espinetoram ;Trichogramma pretiosum;Chrysodeixis includens;15;14;0;NA;NA;NA;NA;NA;1
Espinetoram ;Trichogramma pretiosum;Chrysodeixis includens;16;14;1;1;1;10;0;1;1
Espinetoram ;Trichogramma pretiosum;Chrysodeixis includens;17;14;0;NA;NA;NA;NA;NA;1
Espinetoram ;Trichogramma pretiosum;Chrysodeixis includens;18;14;2;0;3;NA;NA;NA;0
Espinetoram ;Trichogramma pretiosum;Chrysodeixis includens;19;14;2;1;2;9;0;1;1
Espinetoram ;Trichogramma pretiosum;Chrysodeixis includens;20;14;1;0;1;NA;NA;NA;1
