eva,iso,fun,rep,dos,d1,d2
1,w1,Myclobutanil,1,3.125,850,804
1,w1,Myclobutanil,2,3.125,853,866
1,w1,Myclobutanil,1,15.625,400,400
1,w1,Propiconazole,1,0,3260,3253
1,w1,Propiconazole,2,0,3097,3190
1,w1,Propiconazole,1,0.001,4095,3851
1,w1,Propiconazole,1,0.005,1805,1755
1,w1,Propiconazole,2,0.005,2164,2225
1,w1,Propiconazole,1,0.025,1644,1600
1,w1,Propiconazole,1,0.125,857,941
1,w1,Propiconazole,2,0.125,722,737
1,w1,Propiconazole,1,0.625,590,615
1,w1,Propiconazole,1,3.125,400,400
1,w1,Propiconazole,2,3.125,400,400
1,w1,Propiconazole,1,15.625,400,400
1,w1,Prothioconazole,1,0,3260,3253
1,w1,Prothioconazole,2,0,3097,3190
1,w1,Prothioconazole,1,0.001,670,638
1,w1,Prothioconazole,1,0.005,590,541
1,w1,Prothioconazole,2,0.005,580,571
1,w1,Prothioconazole,1,0.025,400,400
1,w1,Prothioconazole,1,0.125,400,400
1,w1,Prothioconazole,2,0.125,400,400
1,w1,Prothioconazole,1,0.625,400,400
1,w1,Prothioconazole,1,3.125,400,400
1,w1,Prothioconazole,2,3.125,400,400
1,w1,Prothioconazole,1,15.625,400,400
1,w1,Tebuconazole,1,0,3260,3253
1,w1,Tebuconazole,2,0,3097,3190
1,w1,Tebuconazole,1,0.001,2813,3070
1,w1,Tebuconazole,1,0.005,2393,2277
1,w1,Tebuconazole,2,0.005,2148,2182
1,w1,Tebuconazole,1,0.025,1349,1401
1,w1,Tebuconazole,1,0.125,956,934
1,w1,Tebuconazole,2,0.125,791,783
1,w1,Tebuconazole,1,0.625,400,400
1,w1,Tebuconazole,1,3.125,400,400
1,w1,Tebuconazole,2,3.125,400,400
1,w1,Tebuconazole,1,15.625,400,400
2,w1,Myclobutanil,1,0,2390,2326
2,w1,Myclobutanil,2,0,2574,2674
2,w1,Myclobutanil,1,0.001,2531,2501
2,w1,Myclobutanil,1,0.005,2490,2531
2,w1,Myclobutanil,2,0.005,2295,2448
2,w1,Myclobutanil,1,0.025,2135,2322
2,w1,Myclobutanil,1,0.125,2162,2211
2,w1,Myclobutanil,2,0.125,2129,2281
2,w1,Myclobutanil,1,0.625,1255,1254
2,w1,Myclobutanil,1,3.125,937,925
2,w1,Myclobutanil,2,3.125,953,944
2,w1,Myclobutanil,1,15.625,400,400
2,w1,Propiconazole,1,0,2390,2326
2,w1,Propiconazole,2,0,2574,2674
2,w1,Propiconazole,1,0.001,2761,2984
2,w1,Propiconazole,1,0.005,2449,2190
2,w1,Propiconazole,2,0.005,2346,2414
2,w1,Propiconazole,1,0.025,1239,1248
2,w1,Propiconazole,1,0.125,832,726
2,w1,Propiconazole,2,0.125,794,784
2,w1,Propiconazole,1,0.625,759,900
2,w1,Propiconazole,1,3.125,400,400
2,w1,Propiconazole,2,3.125,400,400
2,w1,Propiconazole,1,15.625,400,400
2,w1,Prothioconazole,1,0,2390,2326
2,w1,Prothioconazole,2,0,2574,2674
2,w1,Prothioconazole,1,0.001,2278,2127
2,w1,Prothioconazole,1,0.005,1092,1090
2,w1,Prothioconazole,2,0.005,1076,1050
2,w1,Prothioconazole,1,0.025,699,865
2,w1,Prothioconazole,1,0.125,400,400
2,w1,Prothioconazole,2,0.125,400,400
2,w1,Prothioconazole,1,0.625,400,400
2,w1,Prothioconazole,1,3.125,400,400
2,w1,Prothioconazole,2,3.125,400,400
2,w1,Prothioconazole,1,15.625,400,400
2,w1,Tebuconazole,1,0,2390,2326
2,w1,Tebuconazole,2,0,2574,2674
2,w1,Tebuconazole,1,0.001,2348,2380
2,w1,Tebuconazole,1,0.005,2078,1994
2,w1,Tebuconazole,2,0.005,1991,2031
2,w1,Tebuconazole,1,0.025,1346,1340
2,w1,Tebuconazole,1,0.125,1135,1107
2,w1,Tebuconazole,2,0.125,985,1052
2,w1,Tebuconazole,1,0.625,400,400
2,w1,Tebuconazole,1,3.125,400,400
2,w1,Tebuconazole,2,3.125,400,400
2,w1,Tebuconazole,1,15.625,400,400
1,w2,Myclobutanil,1,0,2519,2378
1,w2,Myclobutanil,2,0,2464,2228
1,w2,Myclobutanil,1,0.001,1790,1918
1,w2,Myclobutanil,1,0.005,1966,2008
1,w2,Myclobutanil,2,0.005,1899,1827
1,w2,Myclobutanil,1,0.025,1904,1903
1,w2,Myclobutanil,1,0.125,1817,1871
1,w2,Myclobutanil,2,0.125,1871,1755
1,w2,Myclobutanil,1,0.625,1208,1245
1,w2,Myclobutanil,1,3.125,564,629
1,w2,Myclobutanil,2,3.125,707,707
1,w2,Myclobutanil,1,15.625,400,400
1,w2,Propiconazole,1,0,2519,2378
1,w2,Propiconazole,2,0,2464,2228
1,w2,Propiconazole,1,0.001,2287,2261
1,w2,Propiconazole,1,0.005,2158,2028
1,w2,Propiconazole,2,0.005,1900,1818
1,w2,Propiconazole,1,0.025,2012,1942
1,w2,Propiconazole,1,0.125,764,813
1,w2,Propiconazole,2,0.125,736,854
1,w2,Propiconazole,1,0.625,526,517
1,w2,Propiconazole,1,3.125,400,400
1,w2,Propiconazole,2,3.125,400,400
1,w2,Propiconazole,1,15.625,400,400
1,w2,Prothioconazole,1,0,2519,2378
1,w2,Prothioconazole,2,0,2464,2228
1,w2,Prothioconazole,1,0.001,1099,1059
1,w2,Prothioconazole,1,0.005,993,972
1,w2,Prothioconazole,2,0.005,996,1009
1,w2,Prothioconazole,1,0.025,435,550
1,w2,Prothioconazole,1,0.125,400,400
1,w2,Prothioconazole,2,0.125,400,400
1,w2,Prothioconazole,1,0.625,400,400
1,w2,Prothioconazole,1,3.125,400,400
1,w2,Prothioconazole,2,3.125,400,400
1,w2,Prothioconazole,1,15.625,400,400
1,w2,Tebuconazole,1,0,2519,2378
1,w2,Tebuconazole,2,0,2464,2228
1,w2,Tebuconazole,1,0.001,2043,1950
1,w2,Tebuconazole,1,0.005,2192,1930
1,w2,Tebuconazole,2,0.005,2207,2270
1,w2,Tebuconazole,1,0.025,1315,1313
1,w2,Tebuconazole,1,0.125,910,804
1,w2,Tebuconazole,2,0.125,859,821
1,w2,Tebuconazole,1,0.625,578,631
1,w2,Tebuconazole,1,3.125,400,400
1,w2,Tebuconazole,2,3.125,400,400
1,w2,Tebuconazole,1,15.625,400,400
2,w2,Myclobutanil,1,0,1952,1936
2,w2,Myclobutanil,2,0,2049,2279
2,w2,Myclobutanil,1,0.001,1866,1992
2,w2,Myclobutanil,1,0.005,2227,2151
2,w2,Myclobutanil,2,0.005,2155,2266
2,w2,Myclobutanil,1,0.025,2282,2253
2,w2,Myclobutanil,1,0.125,2229,2288
2,w2,Myclobutanil,2,0.125,2322,2254
2,w2,Myclobutanil,1,0.625,1311,1327
2,w2,Myclobutanil,1,3.125,633,587
2,w2,Myclobutanil,2,3.125,696,713
2,w2,Myclobutanil,1,15.625,400,400
2,w2,Propiconazole,1,0,1952,1936
2,w2,Propiconazole,2,0,2049,2279
2,w2,Propiconazole,1,0.001,1837,1946
2,w2,Propiconazole,1,0.005,2046,1937
2,w2,Propiconazole,2,0.005,1476,1724
2,w2,Propiconazole,1,0.025,1397,1560
2,w2,Propiconazole,1,0.125,742,814
2,w2,Propiconazole,2,0.125,836,877
2,w2,Propiconazole,1,0.625,791,759
2,w2,Propiconazole,1,3.125,400,400
2,w2,Propiconazole,2,3.125,400,400
2,w2,Propiconazole,1,15.625,400,400
2,w2,Prothioconazole,1,0,1952,1936
2,w2,Prothioconazole,2,0,2049,2279
2,w2,Prothioconazole,1,0.001,1896,1895
2,w2,Prothioconazole,1,0.005,849,893
2,w2,Prothioconazole,2,0.005,995,986
2,w2,Prothioconazole,1,0.025,577,545
2,w2,Prothioconazole,1,0.125,400,400
2,w2,Prothioconazole,2,0.125,400,400
2,w2,Prothioconazole,1,0.625,400,400
2,w2,Prothioconazole,1,3.125,400,400
2,w2,Prothioconazole,2,3.125,400,400
2,w2,Prothioconazole,1,15.625,400,400
2,w2,Tebuconazole,1,0,1952,1936
2,w2,Tebuconazole,2,0,2049,2279
2,w2,Tebuconazole,1,0.001,1724,1720
2,w2,Tebuconazole,1,0.005,1526,1525
2,w2,Tebuconazole,2,0.005,1592,1467
2,w2,Tebuconazole,1,0.025,1414,1264
2,w2,Tebuconazole,1,0.125,900,900
2,w2,Tebuconazole,2,0.125,804,856
2,w2,Tebuconazole,1,0.625,658,515
2,w2,Tebuconazole,1,3.125,560,439
2,w2,Tebuconazole,2,3.125,400,400
2,w2,Tebuconazole,1,15.625,400,400
1,w3,Myclobutanil,1,0,1507,1682
1,w3,Myclobutanil,2,0,1563,1561
1,w3,Myclobutanil,1,0.001,1311,1479
1,w3,Myclobutanil,1,0.005,1362,1356
1,w3,Myclobutanil,2,0.005,1348,1471
1,w3,Myclobutanil,1,0.025,1101,1193
1,w3,Myclobutanil,1,0.125,1362,1377
1,w3,Myclobutanil,2,0.125,929,1130
1,w3,Myclobutanil,1,0.625,1143,1222
1,w3,Myclobutanil,1,3.125,580,555
1,w3,Myclobutanil,2,3.125,661,665
1,w3,Myclobutanil,1,15.625,400,400
1,w3,Propiconazole,1,0,1507,1682
1,w3,Propiconazole,2,0,1563,1561
1,w3,Propiconazole,1,0.001,1098,1231
1,w3,Propiconazole,1,0.005,1401,1558
1,w3,Propiconazole,2,0.005,1157,1157
1,w3,Propiconazole,1,0.025,1125,1242
1,w3,Propiconazole,1,0.125,723,721
1,w3,Propiconazole,2,0.125,649,695
1,w3,Propiconazole,1,0.625,400,400
1,w3,Propiconazole,1,3.125,400,400
1,w3,Propiconazole,2,3.125,400,400
1,w3,Propiconazole,1,15.625,400,400
1,w3,Prothioconazole,1,0,1507,1682
1,w3,Prothioconazole,2,0,1563,1561
1,w3,Prothioconazole,1,0.001,921,871
1,w3,Prothioconazole,1,0.005,862,841
1,w3,Prothioconazole,2,0.005,716,685
1,w3,Prothioconazole,1,0.025,400,400
1,w3,Prothioconazole,1,0.125,400,400
1,w3,Prothioconazole,2,0.125,400,400
1,w3,Prothioconazole,1,0.625,400,400
1,w3,Prothioconazole,1,3.125,400,400
1,w3,Prothioconazole,2,3.125,400,400
1,w3,Prothioconazole,1,15.625,400,400
1,w3,Tebuconazole,1,0,1507,1682
1,w3,Tebuconazole,2,0,1563,1561
1,w3,Tebuconazole,1,0.001,1052,1447
1,w3,Tebuconazole,1,0.005,1206,1280
1,w3,Tebuconazole,2,0.005,1358,1320
1,w3,Tebuconazole,1,0.025,1049,1159
1,w3,Tebuconazole,1,0.125,530,565
1,w3,Tebuconazole,2,0.125,456,455
1,w3,Tebuconazole,1,0.625,401,440
1,w3,Tebuconazole,1,3.125,400,400
1,w3,Tebuconazole,2,3.125,400,400
1,w3,Tebuconazole,1,15.625,400,400
2,w3,Myclobutanil,1,0,1975,2020
2,w3,Myclobutanil,2,0,1382,1426
2,w3,Myclobutanil,1,0.001,1522,1414
2,w3,Myclobutanil,1,0.005,1328,1229
2,w3,Myclobutanil,2,0.005,1328,1229
2,w3,Myclobutanil,1,0.025,1392,1033
2,w3,Myclobutanil,1,0.125,1249,1037
2,w3,Myclobutanil,2,0.125,1215,1209
2,w3,Myclobutanil,1,0.625,1116,1185
2,w3,Myclobutanil,1,3.125,646,680
2,w3,Myclobutanil,2,3.125,781,858
2,w3,Myclobutanil,1,15.625,400,400
2,w3,Propiconazole,1,0,1975,2020
2,w3,Propiconazole,2,0,1382,1426
2,w3,Propiconazole,1,0.001,2571,2195
2,w3,Propiconazole,1,0.005,1447,1652
2,w3,Propiconazole,2,0.005,1773,1311
2,w3,Propiconazole,1,0.025,1105,1234
2,w3,Propiconazole,1,0.125,1131,945
2,w3,Propiconazole,2,0.125,918,834
2,w3,Propiconazole,1,0.625,660,718
2,w3,Propiconazole,1,3.125,400,400
2,w3,Propiconazole,2,3.125,400,400
2,w3,Propiconazole,1,15.625,400,400
2,w3,Prothioconazole,1,0,1975,2020
2,w3,Prothioconazole,2,0,1382,1426
2,w3,Prothioconazole,1,0.001,1414,1306
2,w3,Prothioconazole,1,0.005,1039,1080
2,w3,Prothioconazole,2,0.005,738,734
2,w3,Prothioconazole,1,0.025,400,400
2,w3,Prothioconazole,1,0.125,400,400
2,w3,Prothioconazole,2,0.125,400,400
2,w3,Prothioconazole,1,0.625,400,400
2,w3,Prothioconazole,1,3.125,400,400
2,w3,Prothioconazole,2,3.125,400,400
2,w3,Prothioconazole,1,15.625,400,400
2,w3,Tebuconazole,1,0,1975,2020
2,w3,Tebuconazole,2,0,1382,1426
2,w3,Tebuconazole,1,0.001,1876,1690
2,w3,Tebuconazole,1,0.005,1533,1425
2,w3,Tebuconazole,2,0.005,1555,1661
2,w3,Tebuconazole,1,0.025,1213,1157
2,w3,Tebuconazole,1,0.125,1155,1136
2,w3,Tebuconazole,2,0.125,1174,1378
2,w3,Tebuconazole,1,0.625,400,400
2,w3,Tebuconazole,1,3.125,400,400
2,w3,Tebuconazole,2,3.125,400,400
2,w3,Tebuconazole,1,15.625,400,400
1,w4,Myclobutanil,1,0,4380,4301
1,w4,Myclobutanil,2,0,4320,4098
1,w4,Myclobutanil,1,0.001,3986,3983
1,w4,Myclobutanil,1,0.005,2879,3848
1,w4,Myclobutanil,2,0.005,3842,3759
1,w4,Myclobutanil,1,0.025,NA,NA
1,w4,Myclobutanil,1,0.125,2385,2190
1,w4,Myclobutanil,2,0.125,2430,2460
1,w4,Myclobutanil,1,0.625,1322,1275
1,w4,Myclobutanil,1,3.125,400,400
1,w4,Myclobutanil,2,3.125,400,400
1,w4,Myclobutanil,1,15.625,400,400
1,w4,Propiconazole,1,0,4380,4301
1,w4,Propiconazole,2,0,4320,4098
1,w4,Propiconazole,1,0.001,NA,NA
1,w4,Propiconazole,1,0.005,3124,3272
1,w4,Propiconazole,2,0.005,1975,2171
1,w4,Propiconazole,1,0.025,1871,1798
1,w4,Propiconazole,1,0.125,690,690
1,w4,Propiconazole,2,0.125,582,580
1,w4,Propiconazole,1,0.625,400,400
1,w4,Propiconazole,1,3.125,400,400
1,w4,Propiconazole,2,3.125,400,400
1,w4,Propiconazole,1,15.625,400,400
1,w4,Prothioconazole,1,0,4380,4301
1,w4,Prothioconazole,2,0,4320,4098
1,w4,Prothioconazole,1,0.001,1014,1005
1,w4,Prothioconazole,1,0.005,400,400
1,w4,Prothioconazole,2,0.005,400,400
1,w4,Prothioconazole,1,0.025,400,400
1,w4,Prothioconazole,1,0.125,400,400
1,w4,Prothioconazole,2,0.125,400,400
1,w4,Prothioconazole,1,0.625,400,400
1,w4,Prothioconazole,1,3.125,400,400
1,w4,Prothioconazole,2,3.125,400,400
1,w4,Prothioconazole,1,15.625,400,400
1,w4,Tebuconazole,1,0,4380,4301
1,w4,Tebuconazole,2,0,4320,4098
1,w4,Tebuconazole,1,0.001,1938,1998
1,w4,Tebuconazole,1,0.005,1377,1412
1,w4,Tebuconazole,2,0.005,1350,1290
1,w4,Tebuconazole,1,0.025,1289,1322
1,w4,Tebuconazole,1,0.125,400,400
1,w4,Tebuconazole,2,0.125,400,400
1,w4,Tebuconazole,1,0.625,400,400
1,w4,Tebuconazole,1,3.125,400,400
1,w4,Tebuconazole,2,3.125,400,400
1,w4,Tebuconazole,1,15.625,400,400
2,w4,Myclobutanil,1,0,2773,2827
2,w4,Myclobutanil,2,0,2357,2425
2,w4,Myclobutanil,1,0.001,3683,3008
2,w4,Myclobutanil,1,0.005,3452,3477
2,w4,Myclobutanil,2,0.005,3567,3401
2,w4,Myclobutanil,1,0.025,3022,2575
2,w4,Myclobutanil,1,0.125,731,721
2,w4,Myclobutanil,2,0.125,731,751
2,w4,Myclobutanil,1,0.625,1129,1119
2,w4,Myclobutanil,1,3.125,757,757
2,w4,Myclobutanil,2,3.125,730,716
2,w4,Myclobutanil,1,15.625,400,400
2,w4,Propiconazole,1,0,2773,2827
2,w4,Propiconazole,2,0,2357,2425
2,w4,Propiconazole,1,0.001,2792,2897
2,w4,Propiconazole,1,0.005,2323,2334
2,w4,Propiconazole,2,0.005,2150,2254
2,w4,Propiconazole,1,0.025,1755,1592
2,w4,Propiconazole,1,0.125,711,751
2,w4,Propiconazole,2,0.125,649,638
2,w4,Propiconazole,1,0.625,400,400
2,w4,Propiconazole,1,3.125,400,400
2,w4,Propiconazole,2,3.125,400,400
2,w4,Propiconazole,1,15.625,400,400
2,w4,Prothioconazole,1,0,2773,2827
2,w4,Prothioconazole,2,0,2357,2425
2,w4,Prothioconazole,1,0.001,3013,2102
2,w4,Prothioconazole,1,0.005,727,787
2,w4,Prothioconazole,2,0.005,823,824
2,w4,Prothioconazole,1,0.025,480,480
2,w4,Prothioconazole,1,0.125,400,400
2,w4,Prothioconazole,2,0.125,400,400
2,w4,Prothioconazole,1,0.625,400,400
2,w4,Prothioconazole,1,3.125,400,400
2,w4,Prothioconazole,2,3.125,400,400
2,w4,Prothioconazole,1,15.625,400,400
2,w4,Tebuconazole,1,0,2773,2827
2,w4,Tebuconazole,2,0,2357,2425
2,w4,Tebuconazole,1,0.001,1661,1671
2,w4,Tebuconazole,1,0.005,1967,2070
2,w4,Tebuconazole,2,0.005,2140,2054
2,w4,Tebuconazole,1,0.025,1163,1163
2,w4,Tebuconazole,1,0.125,540,539
2,w4,Tebuconazole,2,0.125,689,658
2,w4,Tebuconazole,1,0.625,400,400
2,w4,Tebuconazole,1,3.125,400,400
2,w4,Tebuconazole,2,3.125,400,400
2,w4,Tebuconazole,1,15.625,400,400
1,w5,Myclobutanil,1,0,2756,2603
1,w5,Myclobutanil,2,0,2148,2134
1,w5,Myclobutanil,1,0.001,2056,2002
1,w5,Myclobutanil,1,0.005,2308,2074
1,w5,Myclobutanil,2,0.005,2006,2088
1,w5,Myclobutanil,1,0.025,1964,1947
1,w5,Myclobutanil,1,0.125,1935,1917
1,w5,Myclobutanil,2,0.125,1902,1919
1,w5,Myclobutanil,1,0.625,1112,1169
1,w5,Myclobutanil,1,3.125,514,575
1,w5,Myclobutanil,2,3.125,573,570
1,w5,Myclobutanil,1,15.625,400,400
1,w5,Propiconazole,1,0,2756,2603
1,w5,Propiconazole,2,0,2148,2134
1,w5,Propiconazole,1,0.001,1615,1693
1,w5,Propiconazole,1,0.005,1857,1830
1,w5,Propiconazole,2,0.005,1859,1892
1,w5,Propiconazole,1,0.025,1552,1551
1,w5,Propiconazole,1,0.125,646,636
1,w5,Propiconazole,2,0.125,670,611
1,w5,Propiconazole,1,0.625,400,400
1,w5,Propiconazole,1,3.125,400,400
1,w5,Propiconazole,2,3.125,400,400
1,w5,Propiconazole,1,15.625,400,400
1,w5,Prothioconazole,1,0,2756,2603
1,w5,Prothioconazole,2,0,2148,2134
1,w5,Prothioconazole,1,0.001,755,750
1,w5,Prothioconazole,1,0.005,617,621
1,w5,Prothioconazole,2,0.005,567,536
1,w5,Prothioconazole,1,0.025,400,400
1,w5,Prothioconazole,1,0.125,400,400
1,w5,Prothioconazole,2,0.125,400,400
1,w5,Prothioconazole,1,0.625,400,400
1,w5,Prothioconazole,1,3.125,400,400
1,w5,Prothioconazole,2,3.125,400,400
1,w5,Prothioconazole,1,15.625,400,400
1,w5,Tebuconazole,1,0,2756,2603
1,w5,Tebuconazole,2,0,2148,2134
1,w5,Tebuconazole,1,0.001,1986,1944
1,w5,Tebuconazole,1,0.005,1773,1621
1,w5,Tebuconazole,2,0.005,1582,1650
1,w5,Tebuconazole,1,0.025,1451,1378
1,w5,Tebuconazole,1,0.125,622,605
1,w5,Tebuconazole,2,0.125,575,594
1,w5,Tebuconazole,1,0.625,400,400
1,w5,Tebuconazole,1,3.125,400,400
1,w5,Tebuconazole,2,3.125,400,400
1,w5,Tebuconazole,1,15.625,400,400
2,w5,Myclobutanil,1,0,2342,2130
2,w5,Myclobutanil,2,0,2766,2441
2,w5,Myclobutanil,1,0.001,1969,2026
2,w5,Myclobutanil,1,0.005,1583,1775
2,w5,Myclobutanil,2,0.005,1772,1758
2,w5,Myclobutanil,1,0.025,1732,1592
2,w5,Myclobutanil,1,0.125,1693,1832
2,w5,Myclobutanil,2,0.125,1790,1755
2,w5,Myclobutanil,1,0.625,1339,1357
2,w5,Myclobutanil,1,3.125,683,669
2,w5,Myclobutanil,2,3.125,498,498
2,w5,Myclobutanil,1,15.625,400,400
2,w5,Propiconazole,1,0,2342,2130
2,w5,Propiconazole,2,0,2766,2441
2,w5,Propiconazole,1,0.001,2467,2456
2,w5,Propiconazole,1,0.005,2523,2271
2,w5,Propiconazole,2,0.005,2124,2277
2,w5,Propiconazole,1,0.025,1325,1271
2,w5,Propiconazole,1,0.125,641,640
2,w5,Propiconazole,2,0.125,719,730
2,w5,Propiconazole,1,0.625,590,590
2,w5,Propiconazole,1,3.125,538,544
2,w5,Propiconazole,2,3.125,400,400
2,w5,Propiconazole,1,15.625,400,400
2,w5,Prothioconazole,1,0,2342,2130
2,w5,Prothioconazole,2,0,2766,2441
2,w5,Prothioconazole,1,0.001,1860,1941
2,w5,Prothioconazole,1,0.005,1984,1979
2,w5,Prothioconazole,2,0.005,400,400
2,w5,Prothioconazole,1,0.025,554,590
2,w5,Prothioconazole,1,0.125,482,481
2,w5,Prothioconazole,2,0.125,400,400
2,w5,Prothioconazole,1,0.625,400,400
2,w5,Prothioconazole,1,3.125,400,400
2,w5,Prothioconazole,2,3.125,400,400
2,w5,Prothioconazole,1,15.625,400,400
2,w5,Tebuconazole,1,0,2342,2130
2,w5,Tebuconazole,2,0,2766,2441
2,w5,Tebuconazole,1,0.001,2328,2454
2,w5,Tebuconazole,1,0.005,1873,1872
2,w5,Tebuconazole,2,0.005,1949,1971
2,w5,Tebuconazole,1,0.025,1373,1430
2,w5,Tebuconazole,1,0.125,808,808
2,w5,Tebuconazole,2,0.125,719,711
2,w5,Tebuconazole,1,0.625,485,585
2,w5,Tebuconazole,1,3.125,400,400
2,w5,Tebuconazole,2,3.125,400,400
2,w5,Tebuconazole,1,15.625,400,400
1,w6,Myclobutanil,1,0,1656,1719
1,w6,Myclobutanil,2,0,2263,2130
1,w6,Myclobutanil,1,0.001,1723,1829
1,w6,Myclobutanil,1,0.005,2008,1971
1,w6,Myclobutanil,2,0.005,1865,1815
1,w6,Myclobutanil,1,0.025,2012,1866
1,w6,Myclobutanil,1,0.125,1860,1894
1,w6,Myclobutanil,2,0.125,1682,1763
1,w6,Myclobutanil,1,0.625,1047,1075
1,w6,Myclobutanil,1,3.125,570,570
1,w6,Myclobutanil,2,3.125,496,504
1,w6,Myclobutanil,1,15.625,400,400
1,w6,Propiconazole,1,0,1656,1719
1,w6,Propiconazole,2,0,2263,2130
1,w6,Propiconazole,1,0.001,1402,1485
1,w6,Propiconazole,1,0.005,1664,1636
1,w6,Propiconazole,2,0.005,1628,1583
1,w6,Propiconazole,1,0.025,1235,1144
1,w6,Propiconazole,1,0.125,596,595
1,w6,Propiconazole,2,0.125,535,534
1,w6,Propiconazole,1,0.625,400,400
1,w6,Propiconazole,1,3.125,400,400
1,w6,Propiconazole,2,3.125,400,400
1,w6,Propiconazole,1,15.625,400,400
1,w6,Prothioconazole,1,0,1656,1719
1,w6,Prothioconazole,2,0,2263,2130
1,w6,Prothioconazole,1,0.001,585,629
1,w6,Prothioconazole,1,0.005,556,523
1,w6,Prothioconazole,2,0.005,538,526
1,w6,Prothioconazole,1,0.025,400,400
1,w6,Prothioconazole,1,0.125,400,400
1,w6,Prothioconazole,2,0.125,400,400
1,w6,Prothioconazole,1,0.625,400,400
1,w6,Prothioconazole,1,3.125,400,400
1,w6,Prothioconazole,2,3.125,400,400
1,w6,Prothioconazole,1,15.625,400,400
1,w6,Tebuconazole,1,0,1656,1719
1,w6,Tebuconazole,2,0,2263,2130
1,w6,Tebuconazole,1,0.001,2725,2592
1,w6,Tebuconazole,1,0.005,1774,1687
1,w6,Tebuconazole,2,0.005,1725,1726
1,w6,Tebuconazole,1,0.025,1290,1316
1,w6,Tebuconazole,1,0.125,1512,1512
1,w6,Tebuconazole,2,0.125,524,521
1,w6,Tebuconazole,1,0.625,400,400
1,w6,Tebuconazole,1,3.125,400,400
1,w6,Tebuconazole,2,3.125,400,400
1,w6,Tebuconazole,1,15.625,400,400
2,w6,Myclobutanil,1,0,2728,2687
2,w6,Myclobutanil,2,0,2926,2978
2,w6,Myclobutanil,1,0.001,2817,2977
2,w6,Myclobutanil,1,0.005,2456,2693
2,w6,Myclobutanil,2,0.005,2925,2839
2,w6,Myclobutanil,1,0.025,2666,2729
2,w6,Myclobutanil,1,0.125,1815,1818
2,w6,Myclobutanil,2,0.125,1919,1986
2,w6,Myclobutanil,1,0.625,1230,1280
2,w6,Myclobutanil,1,3.125,400,400
2,w6,Myclobutanil,2,3.125,400,400
2,w6,Myclobutanil,1,15.625,400,400
2,w6,Propiconazole,1,0,2728,2687
2,w6,Propiconazole,2,0,2926,2978
2,w6,Propiconazole,1,0.001,1894,1864
2,w6,Propiconazole,1,0.005,1339,1339
2,w6,Propiconazole,2,0.005,1416,1558
2,w6,Propiconazole,1,0.025,969,930
2,w6,Propiconazole,1,0.125,607,696
2,w6,Propiconazole,2,0.125,563,572
2,w6,Propiconazole,1,0.625,400,400
2,w6,Propiconazole,1,3.125,400,400
2,w6,Propiconazole,2,3.125,400,400
2,w6,Propiconazole,1,15.625,400,400
2,w6,Prothioconazole,1,0,2728,2687
2,w6,Prothioconazole,2,0,2926,2978
2,w6,Prothioconazole,1,0.001,1446,1445
2,w6,Prothioconazole,1,0.005,400,400
2,w6,Prothioconazole,2,0.005,400,400
2,w6,Prothioconazole,1,0.025,400,400
2,w6,Prothioconazole,1,0.125,400,400
2,w6,Prothioconazole,2,0.125,400,400
2,w6,Prothioconazole,1,0.625,400,400
2,w6,Prothioconazole,1,3.125,400,400
2,w6,Prothioconazole,2,3.125,400,400
2,w6,Prothioconazole,1,15.625,400,400
2,w6,Tebuconazole,1,0,2728,2687
2,w6,Tebuconazole,2,0,2926,2978
2,w6,Tebuconazole,1,0.001,1641,1641
2,w6,Tebuconazole,1,0.005,2020,2178
2,w6,Tebuconazole,2,0.005,2020,2065
2,w6,Tebuconazole,1,0.025,1205,1205
2,w6,Tebuconazole,1,0.125,400,400
2,w6,Tebuconazole,2,0.125,400,400
2,w6,Tebuconazole,1,0.625,400,400
2,w6,Tebuconazole,1,3.125,400,400
2,w6,Tebuconazole,2,3.125,400,400
2,w6,Tebuconazole,1,15.625,400,400
