exp,spp,iso,rep,tem,day,mm1,mm2
3,Cf,11J23,2,30,3,13.76,12.01
3,Cf,11J23,3,30,3,13.26,12.23
3,Cf,12D46,1,30,3,13.67,12.39
3,Cf,12D46,2,30,3,14.5,13.64
3,Cf,12D46,3,30,3,13.88,11.8
3,Cf,12J05,1,30,3,11.09,10.57
3,Cf,12J05,2,30,3,10.06,11.83
3,Cf,12J05,3,30,3,10.94,10.37
3,Cf,12J41,1,30,3,13.14,12.01
3,Cf,12J41,2,30,3,9.74,9.56
3,Cf,12J41,3,30,3,6.8,5.75
3,Cf,11K11,1,35,3,4,4
3,Cf,11K11,2,35,3,4,4
3,Cf,11K11,3,35,3,4,4
3,Cf,11K17,1,35,3,4,4
3,Cf,11K17,2,35,3,4,4
3,Cf,11K17,3,35,3,4,4
3,Cf,11J23,1,35,3,4,4
3,Cf,11J23,2,35,3,4,4
3,Cf,11J23,3,35,3,4,4
3,Cf,12D46,1,35,3,4,4
3,Cf,12D46,2,35,3,4,4
3,Cf,12D46,3,35,3,4,4
3,Cf,12J05,1,35,3,4,4
3,Cf,12J05,2,35,3,4,4
3,Cf,12J05,3,35,3,4,4
3,Cf,12J41,1,35,3,4,4
3,Cf,12J41,2,35,3,4,4
3,Cf,12J41,3,35,3,4,4
3,Cf,11K11,1,10,4,4.65,4.72
3,Cf,11K11,2,10,4,4.8,5.09
3,Cf,11K11,3,10,4,5.66,5.16
3,Cf,11K17,1,10,4,5,4.87
3,Cf,11K17,2,10,4,5.17,5.29
3,Cf,11K17,3,10,4,5.44,5.33
3,Cf,11J23,1,10,4,5.77,5.22
3,Cf,11J23,2,10,4,5.13,5.2
3,Cf,11J23,3,10,4,5.63,5.04
3,Cf,12D46,1,10,4,5.97,5.07
3,Cf,12D46,2,10,4,5.5,5.14
3,Cf,12D46,3,10,4,5.37,4.77
3,Cf,12J05,1,10,4,5.22,5.31
3,Cf,12J05,2,10,4,5.36,4.81
3,Cf,12J05,3,10,4,5.05,5.18
3,Cf,12J41,1,10,4,5.13,5
3,Cf,12J41,2,10,4,5.04,5.19
3,Cf,12J41,3,10,4,5.17,5.25
3,Cf,11K11,1,15,4,6.14,6.62
3,Cf,11K11,2,15,4,8.68,8.37
3,Cf,11K11,3,15,4,10.53,10.12
3,Cf,11K17,1,15,4,9.24,9.52
3,Cf,11K17,2,15,4,9.39,9.18
3,Cf,11K17,3,15,4,9.24,9.02
3,Cf,11J23,1,15,4,8.7,7.68
3,Cf,11J23,2,15,4,8.31,7.72
3,Cf,11J23,3,15,4,9.62,9.08
3,Cf,12D46,1,15,4,12.75,12
3,Cf,12D46,2,15,4,9.59,9.02
3,Cf,12D46,3,15,4,10.39,9.18
3,Cf,12J05,1,15,4,7.21,6.19
3,Cf,12J05,2,15,4,9.09,8.3
3,Cf,12J05,3,15,4,9.66,8.64
3,Cf,12J41,1,15,4,8.57,9.2
3,Cf,12J41,2,15,4,6.65,7.91
3,Cf,12J41,3,15,4,9.24,9.59
3,Cf,11K11,1,20,4,19.15,19.1
3,Cf,11K11,2,20,4,16.23,13.31
3,Cf,11K11,3,20,4,18.03,16.62
3,Cf,11K17,1,20,4,22.08,20.8
3,Cf,11K17,2,20,4,20.55,20.16
3,Cf,11K17,3,20,4,20.75,21.16
3,Cf,11J23,1,20,4,20.15,19.62
3,Cf,11J23,2,20,4,18.4,16.89
3,Cf,11J23,3,20,4,21.12,21.01
3,Cf,12D46,1,20,4,19.66,17.12
3,Cf,12D46,2,20,4,21.29,20.68
3,Cf,12D46,3,20,4,21.77,19.7
3,Cf,12J05,1,20,4,16.21,16.87
3,Cf,12J05,2,20,4,14.14,12.69
3,Cf,12J05,3,20,4,19.49,17.97
3,Cf,12J41,1,20,4,17.35,16.81
3,Cf,12J41,2,20,4,14.49,13.45
3,Cf,12J41,3,20,4,18.54,17.69
3,Cf,11K11,1,25,4,26.39,25.44
3,Cf,11K11,2,25,4,26.04,26.15
3,Cf,11K11,3,25,4,25.31,25.46
3,Cf,11K17,1,25,4,26.96,26.5
3,Cf,11K17,2,25,4,23.58,26.39
3,Cf,11K17,3,25,4,25.94,24.95
3,Cf,11J23,1,25,4,26.8,27.84
3,Cf,11J23,2,25,4,28.24,27.82
3,Cf,11J23,3,25,4,25.95,25.49
3,Cf,12D46,1,25,4,26.88,NA
3,Cf,12D46,2,25,4,29.92,28.54
3,Cf,12D46,3,25,4,29.17,29.45
3,Cf,12J05,1,25,4,26.72,26.03
3,Cf,12J05,2,25,4,26.57,27.38
3,Cf,12J05,3,25,4,25,25.87
3,Cf,12J41,1,25,4,27.23,27.05
3,Cf,12J41,2,25,4,24.42,23.56
3,Cf,12J41,3,25,4,27.13,25.66
3,Cf,11K11,1,30,4,18.86,17.64
3,Cf,11K11,2,30,4,19.7,18.11
3,Cf,11K11,3,30,4,16.33,16.6
3,Cf,11K17,1,30,4,16.56,16.59
3,Cf,11K17,2,30,4,15,14.68
3,Cf,11K17,3,30,4,15.51,14.64
3,Cf,11J23,1,30,4,18.97,15.97
3,Cf,11J23,2,30,4,20.7,18.94
3,Cf,11J23,3,30,4,20.22,18.99
3,Cf,12D46,1,30,4,20.13,18.29
3,Cf,12D46,2,30,4,21.15,20.38
3,Cf,12D46,3,30,4,20.21,18.67
3,Cf,12J05,1,30,4,17.18,16.74
3,Cf,12J05,2,30,4,17.94,15.97
3,Cf,12J05,3,30,4,16.44,17.02
3,Cf,12J41,1,30,4,19.77,18.05
3,Cf,12J41,2,30,4,16.09,16.08
3,Cf,12J41,3,30,4,15.27,11.76
3,Cf,11K11,1,35,4,4,4
3,Cf,11K11,2,35,4,4,4
3,Cf,11K11,3,35,4,4,4
3,Cf,11K17,1,35,4,4,4
3,Cf,11K17,2,35,4,4,4
3,Cf,11K17,3,35,4,4,4
3,Cf,11J23,1,35,4,4,4
3,Cf,11J23,2,35,4,4,4
3,Cf,11J23,3,35,4,4,4
3,Cf,12D46,1,35,4,4,4
3,Cf,12D46,2,35,4,4,4
3,Cf,12D46,3,35,4,4,4
3,Cf,12J05,1,35,4,4,4
3,Cf,12J05,2,35,4,4,4
3,Cf,12J05,3,35,4,4,4
3,Cf,12J41,1,35,4,4,4
3,Cf,12J41,2,35,4,4,4
3,Cf,12J41,3,35,4,4,4
3,Cf,11K11,1,10,5,4.97,4.88
3,Cf,11K11,2,10,5,4.89,5.17
3,Cf,11K11,3,10,5,6.26,5.41
3,Cf,11K17,1,10,5,5.08,5.51
3,Cf,11K17,2,10,5,5.59,5.49
3,Cf,11K17,3,10,5,5.17,5.4
3,Cf,11J23,1,10,5,6.14,6.03
3,Cf,11J23,2,10,5,5.63,5.56
3,Cf,11J23,3,10,5,5.04,5.51
3,Cf,12D46,1,10,5,5.83,4.75
3,Cf,12D46,2,10,5,5.53,5.77
3,Cf,12D46,3,10,5,5.03,5.52
3,Cf,12J05,1,10,5,5.98,5.56
3,Cf,12J05,2,10,5,6.03,5.26
3,Cf,12J05,3,10,5,4.98,5.29
3,Cf,12J41,1,10,5,5,5.35
3,Cf,12J41,2,10,5,5.04,4.87
3,Cf,12J41,3,10,5,5.44,5.06
3,Cf,11K11,1,15,5,7.64,7.75
3,Cf,11K11,2,15,5,10.34,10.01
3,Cf,11K11,3,15,5,11.65,11.96
3,Cf,11K17,1,15,5,10.69,10.71
3,Cf,11K17,2,15,5,10.67,10.58
3,Cf,11K17,3,15,5,10.88,9.94
3,Cf,11J23,1,15,5,10.22,8.98
3,Cf,11J23,2,15,5,9.76,9.36
3,Cf,11J23,3,15,5,10.81,10.16
3,Cf,12D46,1,15,5,14.93,13.86
3,Cf,12D46,2,15,5,10.48,10.17
3,Cf,12D46,3,15,5,11.84,10.66
3,Cf,12J05,1,15,5,8.52,7.73
3,Cf,12J05,2,15,5,10.21,10.19
3,Cf,12J05,3,15,5,11.71,10.23
3,Cf,12J41,1,15,5,10.6,10.78
3,Cf,12J41,2,15,5,9.23,8.13
3,Cf,12J41,3,15,5,11.08,11.12
3,Cf,11K11,1,20,5,23.1,22.72
3,Cf,11K11,2,20,5,17.21,20.32
3,Cf,11K11,3,20,5,21.57,21.79
3,Cf,11K17,1,20,5,26.56,24.98
3,Cf,11K17,2,20,5,24.76,24.66
3,Cf,11K17,3,20,5,23.24,25.35
3,Cf,11J23,1,20,5,24.9,23.76
3,Cf,11J23,2,20,5,20.66,18.41
3,Cf,11J23,3,20,5,25.23,25.56
3,Cf,12D46,1,20,5,23.51,21.73
3,Cf,12D46,2,20,5,25.2,26.09
3,Cf,12D46,3,20,5,23.53,25.9
3,Cf,12J05,1,20,5,20.21,20.2
3,Cf,12J05,2,20,5,16.71,16.03
3,Cf,12J05,3,20,5,22.28,23.49
3,Cf,12J41,1,20,5,21.23,20.85
3,Cf,12J41,2,20,5,16.87,18.14
3,Cf,12J41,3,20,5,22.17,21.25
3,Cf,11K11,1,25,5,31.12,31.19
3,Cf,11K11,2,25,5,31.57,31.42
3,Cf,11K11,3,25,5,30.49,30.55
3,Cf,11K17,1,25,5,31.7,31.96
3,Cf,11K17,2,25,5,31.82,30.02
3,Cf,11K17,3,25,5,30.41,30.4
3,Cf,11J23,1,25,5,33.19,32.12
3,Cf,11J23,2,25,5,33.58,32.81
3,Cf,11J23,3,25,5,30.74,30.67
3,Cf,12D46,1,25,5,31.97,NA
3,Cf,12D46,2,25,5,34.86,33.29
3,Cf,12D46,3,25,5,34.93,34.37
3,Cf,12J05,1,25,5,31.08,31.63
3,Cf,12J05,2,25,5,32.88,32.28
3,Cf,12J05,3,25,5,31.06,30.42
3,Cf,12J41,1,25,5,32.27,32.38
3,Cf,12J41,2,25,5,28.26,29.95
3,Cf,12J41,3,25,5,31.62,32.45
3,Cf,11K11,1,30,5,22.29,20.91
3,Cf,11K11,2,30,5,22.31,22.38
3,Cf,11K11,3,30,5,19.15,19.55
3,Cf,11K17,1,30,5,19.71,19.19
3,Cf,11K17,2,30,5,17.29,17.93
3,Cf,11K17,3,30,5,18.66,19.22
3,Cf,11J23,1,30,5,21.95,18.77
3,Cf,11J23,2,30,5,23.89,22.12
3,Cf,11J23,3,30,5,21.8,23.53
3,Cf,12D46,1,30,5,22.12,22.85
3,Cf,12D46,2,30,5,23.5,24.43
3,Cf,12D46,3,30,5,22.2,23.2
3,Cf,12J05,1,30,5,20.16,20.13
3,Cf,12J05,2,30,5,19.79,20.19
3,Cf,12J05,3,30,5,20.31,19.85
3,Cf,12J41,1,30,5,20.63,22.31
3,Cf,12J41,2,30,5,19.16,19.61
3,Cf,12J41,3,30,5,17.99,14.86
3,Cf,11K11,1,35,5,4,4
3,Cf,11K11,2,35,5,4,4
3,Cf,11K11,3,35,5,4,4
3,Cf,11K17,1,35,5,4,4
3,Cf,11K17,2,35,5,4,4
3,Cf,11K17,3,35,5,4,4
3,Cf,11J23,1,35,5,4,4
3,Cf,11J23,2,35,5,4,4
3,Cf,11J23,3,35,5,4,4
3,Cf,12D46,1,35,5,4,4
3,Cf,12D46,2,35,5,4,4
3,Cf,12D46,3,35,5,4,4
3,Cf,12J05,1,35,5,NA,NA
3,Cf,12J05,2,35,5,4,4
3,Cf,12J05,3,35,5,4,4
3,Cf,12J41,1,35,5,4,4
3,Cf,12J41,2,35,5,4,4
3,Cf,12J41,3,35,5,4,4
3,Cf,11K11,1,10,6,6.16,5.68
3,Cf,11K11,2,10,6,6.72,5.58
3,Cf,11K11,3,10,6,7.31,6.1
3,Cf,11K17,1,10,6,6.41,5.77
3,Cf,11K17,2,10,6,6.94,6.45
3,Cf,11K17,3,10,6,6.42,6.27
3,Cf,11J23,1,10,6,7.58,7.3
3,Cf,11J23,2,10,6,6.41,6.58
3,Cf,11J23,3,10,6,5.96,6.87
3,Cf,12D46,1,10,6,7.24,5.68
3,Cf,12D46,2,10,6,6.73,6.87
3,Cf,12D46,3,10,6,6.43,7.05
3,Cf,12J05,1,10,6,6.4,6.42
3,Cf,12J05,2,10,6,7.48,6.02
3,Cf,12J05,3,10,6,6.27,6.2
3,Cf,12J41,1,10,6,5.7,5.99
3,Cf,12J41,2,10,6,5.29,5.21
3,Cf,12J41,3,10,6,5.29,5.94
3,Cf,11K11,1,15,6,9.55,9.38
3,Cf,11K11,2,15,6,12.08,11.99
3,Cf,11K11,3,15,6,14.78,14.33
3,Cf,11K17,1,15,6,13.45,13.31
3,Cf,11K17,2,15,6,12.93,13.24
3,Cf,11K17,3,15,6,12.3,12.84
3,Cf,11J23,1,15,6,11.7,10.47
3,Cf,11J23,2,15,6,12.58,11.54
3,Cf,11J23,3,15,6,12.2,11.43
3,Cf,12D46,1,15,6,16.66,17.32
3,Cf,12D46,2,15,6,11.08,12.76
3,Cf,12D46,3,15,6,12.58,12.26
3,Cf,12J05,1,15,6,10.49,8.88
3,Cf,12J05,2,15,6,12.45,11.81
3,Cf,12J05,3,15,6,11.83,13.69
3,Cf,12J41,1,15,6,12.48,12.4
3,Cf,12J41,2,15,6,9.93,10.49
3,Cf,12J41,3,15,6,13.17,13.98
3,Cf,11K11,1,20,6,29.07,29.04
3,Cf,11K11,2,20,6,25.79,24.04
3,Cf,11K11,3,20,6,26.25,28.4
3,Cf,11K17,1,20,6,32.19,31.06
3,Cf,11K17,2,20,6,30.79,30.5
3,Cf,11K17,3,20,6,30.54,30.64
3,Cf,11J23,1,20,6,30.46,29.46
3,Cf,11J23,2,20,6,27.34,24.67
3,Cf,11J23,3,20,6,30.86,31.74
3,Cf,12D46,1,20,6,26.63,29.73
3,Cf,12D46,2,20,6,31.26,30.91
3,Cf,12D46,3,20,6,29.55,31.88
3,Cf,12J05,1,20,6,26.05,26.04
3,Cf,12J05,2,20,6,21.85,22.07
3,Cf,12J05,3,20,6,28.69,29.58
3,Cf,12J41,1,20,6,26.05,26.28
3,Cf,12J41,2,20,6,24.24,22
3,Cf,12J41,3,20,6,26.92,27.86
3,Cf,11K11,1,25,6,38.73,39.25
3,Cf,11K11,2,25,6,39.59,39.07
3,Cf,11K11,3,25,6,37.82,37.17
3,Cf,11K17,1,25,6,39.59,38.53
3,Cf,11K17,2,25,6,38.75,36.62
3,Cf,11K17,3,25,6,38.62,37.28
3,Cf,11J23,1,25,6,39.25,39.95
3,Cf,11J23,2,25,6,41.07,40.54
3,Cf,11J23,3,25,6,38.24,38.08
3,Cf,12D46,1,25,6,39.12,NA
3,Cf,12D46,2,25,6,41.56,42.57
3,Cf,12D46,3,25,6,42.22,41.94
3,Cf,12J05,1,25,6,38.46,39.04
3,Cf,12J05,2,25,6,40.6,39.51
3,Cf,12J05,3,25,6,38.56,38.4
3,Cf,12J41,1,25,6,40.2,40.04
3,Cf,12J41,2,25,6,35.69,36.97
3,Cf,12J41,3,25,6,38.36,39.37
3,Cf,11K11,1,30,6,26.2,24.88
3,Cf,11K11,2,30,6,26.9,25.82
3,Cf,11K11,3,30,6,24.13,24.77
3,Cf,11K17,1,30,6,24.08,23.24
3,Cf,11K17,2,30,6,21.71,22.16
3,Cf,11K17,3,30,6,23.09,23.17
3,Cf,11J23,1,30,6,26.39,23.96
3,Cf,11J23,2,30,6,28.08,26.55
3,Cf,11J23,3,30,6,27.55,26.24
3,Cf,12D46,1,30,6,27.46,26.66
3,Cf,12D46,2,30,6,28.26,27.24
3,Cf,12D46,3,30,6,27.41,25.25
3,Cf,12J05,1,30,6,23.66,23.13
3,Cf,12J05,2,30,6,25.01,23.51
3,Cf,12J05,3,30,6,23.85,24.21
3,Cf,12J41,1,30,6,26.98,24.93
3,Cf,12J41,2,30,6,23.54,22.75
3,Cf,12J41,3,30,6,21.97,18.77
3,Cf,11K11,1,35,6,4,4
3,Cf,11K11,2,35,6,4,4
3,Cf,11K11,3,35,6,4,4
3,Cf,11K17,1,35,6,4,4
3,Cf,11K17,2,35,6,4,4
3,Cf,11K17,3,35,6,4,4
3,Cf,11J23,1,35,6,4,4
3,Cf,11J23,2,35,6,4,4
3,Cf,11J23,3,35,6,4,4
3,Cf,12D46,1,35,6,4,4
3,Cf,12D46,2,35,6,4,4
3,Cf,12D46,3,35,6,4,4
3,Cf,12J05,1,35,6,4,4
3,Cf,12J05,2,35,6,4,4
3,Cf,12J05,3,35,6,4,4
3,Cf,12J41,1,35,6,4,4
3,Cf,12J41,2,35,6,4,4
3,Cf,12J41,3,35,6,4,4
3,Cf,11K11,1,10,7,6.7,6.28
3,Cf,11K11,2,10,7,7.83,6.12
3,Cf,11K11,3,10,7,8.45,8.29
3,Cf,11K17,1,10,7,7.31,6.13
3,Cf,11K17,2,10,7,6.95,6.91
3,Cf,11K17,3,10,7,6.58,6.88
3,Cf,11J23,1,10,7,8.29,8
3,Cf,11J23,2,10,7,7.34,7.3
3,Cf,11J23,3,10,7,6.29,7.1
3,Cf,12D46,1,10,7,7.51,7.19
3,Cf,12D46,2,10,7,7.3,7.78
3,Cf,12D46,3,10,7,8.02,7.21
3,Cf,12J05,1,10,7,7.21,6.97
3,Cf,12J05,2,10,7,8.53,6.93
3,Cf,12J05,3,10,7,7.19,7.05
3,Cf,12J41,1,10,7,6.5,6.61
3,Cf,12J41,2,10,7,5.99,5.41
3,Cf,12J41,3,10,7,5.92,5.9
3,Cf,11K11,1,15,7,10.01,10.64
3,Cf,11K11,2,15,7,13.79,13.97
3,Cf,11K11,3,15,7,16.67,16.21
3,Cf,11K17,1,15,7,15.19,15.34
3,Cf,11K17,2,15,7,15.47,15.24
3,Cf,11K17,3,15,7,15.06,14.55
3,Cf,11J23,1,15,7,13.32,12.04
3,Cf,11J23,2,15,7,15.65,14.29
3,Cf,11J23,3,15,7,13.44,12.04
3,Cf,12D46,1,15,7,19.99,18.23
3,Cf,12D46,2,15,7,14.98,13.06
3,Cf,12D46,3,15,7,14.79,15.66
3,Cf,12J05,1,15,7,11.91,10.25
3,Cf,12J05,2,15,7,14.17,13.7
3,Cf,12J05,3,15,7,16.08,13.21
3,Cf,12J41,1,15,7,13.67,13.72
3,Cf,12J41,2,15,7,11.9,11.04
3,Cf,12J41,3,15,7,14.8,15.19
3,Cf,11K11,1,20,7,33.34,33.25
3,Cf,11K11,2,20,7,28.68,30.08
3,Cf,11K11,3,20,7,32.71,30.64
3,Cf,11K17,1,20,7,35.32,36.44
3,Cf,11K17,2,20,7,34.88,34.01
3,Cf,11K17,3,20,7,34.66,35.53
3,Cf,11J23,1,20,7,33.73,33.89
3,Cf,11J23,2,20,7,31.27,30.27
3,Cf,11J23,3,20,7,35.66,35.78
3,Cf,12D46,1,20,7,34.24,32.77
3,Cf,12D46,2,20,7,36.02,36.06
3,Cf,12D46,3,20,7,36.65,34.77
3,Cf,12J05,1,20,7,30.25,29.91
3,Cf,12J05,2,20,7,26.73,25.6
3,Cf,12J05,3,20,7,33.94,32.29
3,Cf,12J41,1,20,7,30.83,30.95
3,Cf,12J41,2,20,7,28.02,26.26
3,Cf,12J41,3,20,7,32.06,31.31
3,Cf,11K11,1,25,7,44.74,44.06
3,Cf,11K11,2,25,7,44.14,44.91
3,Cf,11K11,3,25,7,43.13,43.72
3,Cf,11K17,1,25,7,44.12,45.35
3,Cf,11K17,2,25,7,44.52,42.07
3,Cf,11K17,3,25,7,43.31,44.34
3,Cf,11J23,1,25,7,46.33,45
3,Cf,11J23,2,25,7,45.88,46.01
3,Cf,11J23,3,25,7,43.66,44.08
3,Cf,12D46,1,25,7,44.73,NA
3,Cf,12D46,2,25,7,47.59,47.12
3,Cf,12D46,3,25,7,47.51,46.89
3,Cf,12J05,1,25,7,44.23,44.58
3,Cf,12J05,2,25,7,45.19,45.03
3,Cf,12J05,3,25,7,43.66,43.34
3,Cf,12J41,1,25,7,45.4,45.95
3,Cf,12J41,2,25,7,40.36,41.63
3,Cf,12J41,3,25,7,45.4,43.56
3,Cf,11K11,1,30,7,28.66,29.17
3,Cf,11K11,2,30,7,29.43,30.44
3,Cf,11K11,3,30,7,27.56,27
3,Cf,11K17,1,30,7,26.06,26.58
3,Cf,11K17,2,30,7,25.66,25.07
3,Cf,11K17,3,30,7,26.23,26.02
3,Cf,11J23,1,30,7,29.22,26.22
3,Cf,11J23,2,30,7,29.29,30.81
3,Cf,11J23,3,30,7,30.52,29.48
3,Cf,12D46,1,30,7,30.39,29.1
3,Cf,12D46,2,30,7,30.82,31.71
3,Cf,12D46,3,30,7,30.46,28.59
3,Cf,12J05,1,30,7,26.57,26.74
3,Cf,12J05,2,30,7,27.68,26.54
3,Cf,12J05,3,30,7,26.54,27.03
3,Cf,12J41,1,30,7,30.18,27.9
3,Cf,12J41,2,30,7,26.23,26.26
3,Cf,12J41,3,30,7,24.46,21.12
3,Cf,11K11,1,35,7,4,4
3,Cf,11K11,2,35,7,4,4
3,Cf,11K11,3,35,7,4,4
3,Cf,11K17,1,35,7,4,4
3,Cf,11K17,2,35,7,4,4
3,Cf,11K17,3,35,7,4,4
3,Cf,11J23,1,35,7,4,4
3,Cf,11J23,2,35,7,4,4
3,Cf,11J23,3,35,7,4,4
3,Cf,12D46,1,35,7,4,4
3,Cf,12D46,2,35,7,4,4
3,Cf,12D46,3,35,7,4,4
3,Cf,12J05,1,35,7,4,4
3,Cf,12J05,2,35,7,4,4
3,Cf,12J05,3,35,7,4,4
3,Cf,12J41,1,35,7,4,4
3,Cf,12J41,2,35,7,4,4
3,Cf,12J41,3,35,7,4,4
1,Ck,3G23,1,10,1,4,4
1,Ck,3G23,2,10,1,4,4
1,Ck,3G23,3,10,1,4,4
1,Ck,3G23,1,15,1,4.47,4.05
1,Ck,3G23,2,15,1,4.67,4.13
1,Ck,3G23,3,15,1,4.21,4.23
1,Ck,3G23,1,20,1,6.06,5.78
1,Ck,3G23,2,20,1,4,4.05
1,Ck,3G23,3,20,1,6.81,5.93
1,Ck,3G23,1,25,1,5.19,4.87
1,Ck,3G23,2,25,1,6.32,6.22
1,Ck,3G23,3,25,1,7.14,7.33
1,Ck,3G23,1,30,1,6.04,5.54
1,Ck,3G23,2,30,1,6.1,5.9
1,Ck,3G23,3,30,1,5.16,6.06
1,Ck,3G23,1,35,1,4,4
1,Ck,3G23,2,35,1,4,4
1,Ck,3G23,3,35,1,4,4
1,Ck,3G23,1,10,2,4.37,4
1,Ck,3G23,2,10,2,4.23,4.34
1,Ck,3G23,3,10,2,4,4
1,Ck,3G23,1,15,2,6.86,6.49
1,Ck,3G23,2,15,2,6.92,6.74
1,Ck,3G23,3,15,2,6.24,5.57
1,Ck,3G23,1,20,2,11.49,11.4
1,Ck,3G23,2,20,2,8.86,10.44
1,Ck,3G23,3,20,2,12.21,11.55
1,Ck,3G23,1,25,2,10.44,9.09
1,Ck,3G23,2,25,2,12.72,11.89
1,Ck,3G23,3,25,2,14.19,13.48
1,Ck,3G23,1,30,2,11.11,11.02
1,Ck,3G23,2,30,2,11.14,11.26
1,Ck,3G23,3,30,2,11.19,10.3
1,Ck,3G23,1,35,2,4,4
1,Ck,3G23,2,35,2,4,4
1,Ck,3G23,3,35,2,4,4
1,Ck,3G23,1,10,3,5,4.28
1,Ck,3G23,2,10,3,4.97,4.73
1,Ck,3G23,3,10,3,4.27,4.17
1,Ck,3G23,1,15,3,10.65,11.39
1,Ck,3G23,2,15,3,11.27,11.06
1,Ck,3G23,3,15,3,9.18,9.02
1,Ck,3G23,1,20,3,16.55,16.89
1,Ck,3G23,2,20,3,16.26,15.17
1,Ck,3G23,3,20,3,17.57,18.58
1,Ck,3G23,1,25,3,16.93,15.65
1,Ck,3G23,2,25,3,18.28,18.85
1,Ck,3G23,3,25,3,20.39,19.35
1,Ck,3G23,1,30,3,15.92,16.55
1,Ck,3G23,2,30,3,16.68,16.55
1,Ck,3G23,3,30,3,16.47,16.23
1,Ck,3G23,1,35,3,4,4
1,Ck,3G23,2,35,3,4,4
1,Ck,3G23,3,35,3,4,4
1,Ck,3G23,1,10,4,6.07,5.64
1,Ck,3G23,2,10,4,5.66,5.73
1,Ck,3G23,3,10,4,4.74,4.69
1,Ck,3G23,1,15,4,14.91,14.94
1,Ck,3G23,2,15,4,15.02,14.33
1,Ck,3G23,3,15,4,11.89,11.84
1,Ck,3G23,1,20,4,21.9,21.59
1,Ck,3G23,2,20,4,22.47,20.71
1,Ck,3G23,3,20,4,25.47,24.18
1,Ck,3G23,1,25,4,22.24,22.41
1,Ck,3G23,2,25,4,25.03,24.76
1,Ck,3G23,3,25,4,26.34,25.73
1,Ck,3G23,1,30,4,21.08,20.08
1,Ck,3G23,2,30,4,21.33,21.49
1,Ck,3G23,3,30,4,21.72,21.32
1,Ck,3G23,1,35,4,4,4
1,Ck,3G23,2,35,4,4,4
1,Ck,3G23,3,35,4,4,4
1,Ck,3G23,1,10,5,6.93,6.35
1,Ck,3G23,2,10,5,6.73,6.79
1,Ck,3G23,3,10,5,4.68,4.78
1,Ck,3G23,1,15,5,19.57,19.35
1,Ck,3G23,2,15,5,17.38,17.31
1,Ck,3G23,3,15,5,15,15.07
1,Ck,3G23,1,20,5,25.3,25.95
1,Ck,3G23,2,20,5,25.12,27.63
1,Ck,3G23,3,20,5,32.14,30.22
1,Ck,3G23,1,25,5,27.86,28.59
1,Ck,3G23,2,25,5,30.93,30.89
1,Ck,3G23,3,25,5,31.3,31.11
1,Ck,3G23,1,30,5,25.66,24.97
1,Ck,3G23,2,30,5,26.5,26.29
1,Ck,3G23,3,30,5,25.84,26
1,Ck,3G23,1,35,5,4,4
1,Ck,3G23,2,35,5,4,4
1,Ck,3G23,3,35,5,4,4
1,Ck,3G23,1,10,6,8.34,8.33
1,Ck,3G23,2,10,6,8.22,8.41
1,Ck,3G23,3,10,6,5.88,5.81
1,Ck,3G23,1,15,6,23.74,23.16
1,Ck,3G23,2,15,6,21.55,21.12
1,Ck,3G23,3,15,6,17.05,18.14
1,Ck,3G23,1,20,6,30.92,31.99
1,Ck,3G23,2,20,6,35.11,33.42
1,Ck,3G23,3,20,6,39.7,37.84
1,Ck,3G23,1,25,6,35.11,36.5
1,Ck,3G23,2,25,6,39.97,40.56
1,Ck,3G23,3,25,6,38.98,39.8
1,Ck,3G23,1,30,6,31.42,30.62
1,Ck,3G23,2,30,6,32.23,31.91
1,Ck,3G23,3,30,6,32.26,32.05
1,Ck,3G23,1,35,6,4,4
1,Ck,3G23,2,35,6,4,4
1,Ck,3G23,3,35,6,4,4
1,Ck,3G23,1,10,7,10.17,10.12
1,Ck,3G23,2,10,7,10.32,10.33
1,Ck,3G23,3,10,7,7.8,7.91
1,Ck,3G23,1,15,7,27.66,27.73
1,Ck,3G23,2,15,7,23.76,24.84
1,Ck,3G23,3,15,7,19.51,21.32
1,Ck,3G23,1,20,7,36.93,36.72
1,Ck,3G23,2,20,7,36.91,41.61
1,Ck,3G23,3,20,7,45.17,46.13
1,Ck,3G23,1,25,7,46.16,44.69
1,Ck,3G23,2,25,7,48.63,48.78
1,Ck,3G23,3,25,7,49.15,47.47
1,Ck,3G23,1,30,7,36.59,36.53
1,Ck,3G23,2,30,7,37.62,37.77
1,Ck,3G23,3,30,7,37.51,37.61
1,Ck,3G23,1,35,7,4,4
1,Ck,3G23,2,35,7,4,4
1,Ck,3G23,3,35,7,4,4
2,Ck,3G23,1,10,1,4,4
2,Ck,3G23,2,10,1,4,4
2,Ck,3G23,3,10,1,4,4
2,Ck,3G23,1,15,1,4,4
2,Ck,3G23,2,15,1,4,4
2,Ck,3G23,3,15,1,4,4
2,Ck,3G23,1,20,1,4.22,4.2
2,Ck,3G23,2,20,1,4.14,4
2,Ck,3G23,3,20,1,4.19,4.17
2,Ck,3G23,1,25,1,4.52,4.78
2,Ck,3G23,2,25,1,4.09,4.38
2,Ck,3G23,3,25,1,4.7,4.69
2,Ck,3G23,1,30,1,5.19,4.85
2,Ck,3G23,2,30,1,4,4.2
2,Ck,3G23,3,30,1,4.62,4.71
2,Ck,3G23,1,35,1,4,4
2,Ck,3G23,2,35,1,4,4
