cober;gesso;prof;varie;bloc;tens;umid
No millet;0;0-0.05;IAC Fantástico;3;10;0.1866
No millet;0;0-0.05;IAC Fantástico;4;10;0.1756
No millet;0;0-0.05;IAC Fantástico;1;33;0.0955
No millet;0;0-0.05;IAC Fantástico;2;33;0.1253
No millet;0;0-0.05;IAC Fantástico;3;33;0.1223
No millet;0;0-0.05;IAC Fantástico;4;33;0.1094
No millet;0;0-0.05;IAC Fantástico;1;66;0.0828
No millet;0;0-0.05;IAC Fantástico;2;66;0.1181
No millet;0;0-0.05;IAC Fantástico;3;66;0.1051
No millet;0;0-0.05;IAC Fantástico;4;66;0.0974
No millet;0;0-0.05;IAC Fantástico;1;100;0.078
No millet;0;0-0.05;IAC Fantástico;2;100;0.098
No millet;0;0-0.05;IAC Fantástico;3;100;0.1021
No millet;0;0-0.05;IAC Fantástico;4;100;0.098
No millet;0;0-0.05;IAC Fantástico;1;300;0.0706
No millet;0;0-0.05;IAC Fantástico;2;300;0.0832
No millet;0;0-0.05;IAC Fantástico;3;300;0.0943
No millet;0;0-0.05;IAC Fantástico;4;300;0.0958
No millet;0;0-0.05;IAC Fantástico;1;1500;0.0446
No millet;0;0-0.05;IAC Fantástico;2;1500;0.0645
No millet;0;0-0.05;IAC Fantástico;3;1500;0.0988
No millet;0;0-0.05;IAC Fantástico;4;1500;0.0905
No millet;0;0-0.05;Imperial;1;0;0.3636
No millet;0;0-0.05;Imperial;2;0;0.3996
No millet;0;0-0.05;Imperial;3;0;0.485
No millet;0;0-0.05;Imperial;4;0;0.3964
No millet;0;0-0.05;Imperial;1;1;0.35
No millet;0;0-0.05;Imperial;2;1;0.3904
No millet;0;0-0.05;Imperial;3;1;0.4474
No millet;0;0-0.05;Imperial;4;1;0.3945
No millet;0;0-0.05;Imperial;1;2;0.3328
No millet;0;0-0.05;Imperial;2;2;0.3502
No millet;0;0-0.05;Imperial;3;2;0.3778
No millet;0;0-0.05;Imperial;4;2;0.3639
No millet;0;0-0.05;Imperial;1;4;0.2887
No millet;0;0-0.05;Imperial;2;4;0.2609
No millet;0;0-0.05;Imperial;3;4;0.2911
No millet;0;0-0.05;Imperial;4;4;0.2944
No millet;0;0-0.05;Imperial;1;6;0.2524
No millet;0;0-0.05;Imperial;2;6;0.2131
No millet;0;0-0.05;Imperial;3;6;0.2341
No millet;0;0-0.05;Imperial;4;6;0.2357
No millet;0;0-0.05;Imperial;1;8;0.2172
No millet;0;0-0.05;Imperial;2;8;0.1855
No millet;0;0-0.05;Imperial;3;8;0.2043
No millet;0;0-0.05;Imperial;4;8;0.2041
No millet;0;0-0.05;Imperial;1;9;0.2017
No millet;0;0-0.05;Imperial;2;9;0.1749
No millet;0;0-0.05;Imperial;3;9;0.1916
No millet;0;0-0.05;Imperial;4;9;0.1906
No millet;0;0-0.05;Imperial;1;10;0.1941
No millet;0;0-0.05;Imperial;2;10;0.2278
No millet;0;0-0.05;Imperial;3;10;0.1871
No millet;0;0-0.05;Imperial;4;10;0.1822
No millet;0;0-0.05;Imperial;1;33;0.13
No millet;0;0-0.05;Imperial;2;33;0.1198
No millet;0;0-0.05;Imperial;3;33;0.1135
No millet;0;0-0.05;Imperial;4;33;0.114
No millet;0;0-0.05;Imperial;1;66;0.1213
No millet;0;0-0.05;Imperial;2;66;0.1058
No millet;0;0-0.05;Imperial;3;66;0.1008
No millet;0;0-0.05;Imperial;4;66;0.1038
No millet;0;0-0.05;Imperial;1;100;0.1025
No millet;0;0-0.05;Imperial;2;100;0.0985
No millet;0;0-0.05;Imperial;3;100;0.0961
No millet;0;0-0.05;Imperial;4;100;0.1054
No millet;0;0-0.05;Imperial;1;300;0.0886
No millet;0;0-0.05;Imperial;2;300;0.0795
No millet;0;0-0.05;Imperial;3;300;0.0966
No millet;0;0-0.05;Imperial;4;300;0.1063
No millet;0;0-0.05;Imperial;1;1500;0.0713
No millet;0;0-0.05;Imperial;2;1500;0.0636
No millet;0;0-0.05;Imperial;3;1500;0.0898
No millet;0;0-0.05;Imperial;4;1500;0.1052
No millet;0;0.05-0.20;Pérola;1;0;0.3473
No millet;0;0.05-0.20;Pérola;2;0;0.3781
No millet;0;0.05-0.20;Pérola;3;0;0.4149
No millet;0;0.05-0.20;Pérola;4;0;0.2501
No millet;0;0.05-0.20;Pérola;1;1;0.3514
No millet;0;0.05-0.20;Pérola;2;1;0.3674
No millet;0;0.05-0.20;Pérola;3;1;0.4005
No millet;0;0.05-0.20;Pérola;4;1;0.2878
No millet;0;0.05-0.20;Pérola;1;2;0.344
No millet;0;0.05-0.20;Pérola;2;2;0.322
No millet;0;0.05-0.20;Pérola;3;2;0.3778
No millet;0;0.05-0.20;Pérola;4;2;0.2983
No millet;0;0.05-0.20;Pérola;1;4;0.2446
No millet;0;0.05-0.20;Pérola;2;4;0.254
No millet;0;0.05-0.20;Pérola;3;4;0.2801
No millet;0;0.05-0.20;Pérola;4;4;0.289
No millet;0;0.05-0.20;Pérola;1;6;0.185
No millet;0;0.05-0.20;Pérola;2;6;0.2089
No millet;0;0.05-0.20;Pérola;3;6;0.2272
No millet;0;0.05-0.20;Pérola;4;6;0.2438
No millet;0;0.05-0.20;Pérola;1;8;0.156
No millet;0;0.05-0.20;Pérola;2;8;0.1804
No millet;0;0.05-0.20;Pérola;3;8;0.2254
No millet;0;0.05-0.20;Pérola;4;8;0.2084
No millet;0;0.05-0.20;Pérola;1;9;0.1444
No millet;0;0.05-0.20;Pérola;2;9;0.1723
No millet;0;0.05-0.20;Pérola;3;9;0.1998
No millet;0;0.05-0.20;Pérola;4;9;0.1907
No millet;0;0.05-0.20;Pérola;1;10;0.1409
No millet;0;0.05-0.20;Pérola;2;10;0.1659
No millet;0;0.05-0.20;Pérola;3;10;0.193
No millet;0;0.05-0.20;Pérola;4;10;0.1767
No millet;0;0.05-0.20;Pérola;1;33;0.0987
No millet;0;0.05-0.20;Pérola;2;33;0.1138
No millet;0;0.05-0.20;Pérola;3;33;0.1187
No millet;0;0.05-0.20;Pérola;4;33;0.1218
No millet;0;0.05-0.20;Pérola;1;66;0.0945
No millet;0;0.05-0.20;Pérola;2;66;0.1099
No millet;0;0.05-0.20;Pérola;3;66;0.1176
No millet;0;0.05-0.20;Pérola;4;66;0.1007
No millet;0;0.05-0.20;Pérola;1;100;0.0837
No millet;0;0.05-0.20;Pérola;2;100;0.1019
No millet;0;0.05-0.20;Pérola;3;100;0.0945
No millet;0;0.05-0.20;Pérola;4;100;0.092
No millet;0;0.05-0.20;Pérola;1;300;0.0721
No millet;0;0.05-0.20;Pérola;2;300;0.0861
No millet;0;0.05-0.20;Pérola;3;300;0.0829
No millet;0;0.05-0.20;Pérola;4;300;0.0862
No millet;0;0.05-0.20;Pérola;1;1500;0.049
No millet;0;0.05-0.20;Pérola;2;1500;0.0513
No millet;0;0.05-0.20;Pérola;3;1500;0.0607
No millet;0;0.05-0.20;Pérola;4;1500;0.0585
No millet;0;0.05-0.20;Smooth cayenne;1;0;0.3931
No millet;0;0.05-0.20;Smooth cayenne;2;0;0.4166
No millet;0;0.05-0.20;Smooth cayenne;3;0;0.3173
No millet;0;0.05-0.20;Smooth cayenne;4;0;0.3311
No millet;0;0.05-0.20;Smooth cayenne;1;1;0.3884
No millet;0;0.05-0.20;Smooth cayenne;2;1;0.4177
No millet;0;0.05-0.20;Smooth cayenne;3;1;0.3155
No millet;0;0.05-0.20;Smooth cayenne;4;1;0.3359
No millet;0;0.05-0.20;Smooth cayenne;1;2;0.3706
No millet;0;0.05-0.20;Smooth cayenne;2;2;0.4015
No millet;0;0.05-0.20;Smooth cayenne;3;2;0.3305
No millet;0;0.05-0.20;Smooth cayenne;4;2;0.3324
No millet;0;0.05-0.20;Smooth cayenne;1;4;0.2881
No millet;0;0.05-0.20;Smooth cayenne;2;4;0.3258
No millet;0;0.05-0.20;Smooth cayenne;3;4;0.3035
No millet;0;0.05-0.20;Smooth cayenne;4;4;0.2766
No millet;0;0.05-0.20;Smooth cayenne;1;6;0.2356
No millet;0;0.05-0.20;Smooth cayenne;2;6;0.2612
No millet;0;0.05-0.20;Smooth cayenne;3;6;0.2428
No millet;0;0.05-0.20;Smooth cayenne;4;6;0.214
No millet;0;0.05-0.20;Smooth cayenne;1;8;0.2059
No millet;0;0.05-0.20;Smooth cayenne;2;8;0.218
No millet;0;0.05-0.20;Smooth cayenne;3;8;0.206
No millet;0;0.05-0.20;Smooth cayenne;4;8;0.1837
No millet;0;0.05-0.20;Smooth cayenne;1;9;0.1962
No millet;0;0.05-0.20;Smooth cayenne;2;9;0.1993
No millet;0;0.05-0.20;Smooth cayenne;3;9;0.1853
No millet;0;0.05-0.20;Smooth cayenne;4;9;0.1659
No millet;0;0.05-0.20;Smooth cayenne;1;10;0.1958
No millet;0;0.05-0.20;Smooth cayenne;2;10;0.1908
No millet;0;0.05-0.20;Smooth cayenne;3;10;0.1778
No millet;0;0.05-0.20;Smooth cayenne;4;10;0.1613
No millet;0;0.05-0.20;Smooth cayenne;1;33;0.1318
No millet;0;0.05-0.20;Smooth cayenne;2;33;0.1315
No millet;0;0.05-0.20;Smooth cayenne;3;33;0.1229
No millet;0;0.05-0.20;Smooth cayenne;4;33;0.1094
No millet;0;0.05-0.20;Smooth cayenne;1;66;0.129
No millet;0;0.05-0.20;Smooth cayenne;2;66;0.1281
No millet;0;0.05-0.20;Smooth cayenne;3;66;0.0975
No millet;0;0.05-0.20;Smooth cayenne;4;66;0.0995
No millet;0;0.05-0.20;Smooth cayenne;1;100;0.1033
No millet;0;0.05-0.20;Smooth cayenne;2;100;0.1266
No millet;0;0.05-0.20;Smooth cayenne;3;100;0.0898
No millet;0;0.05-0.20;Smooth cayenne;4;100;0.0909
No millet;0;0.05-0.20;Smooth cayenne;1;300;0.0892
No millet;0;0.05-0.20;Smooth cayenne;2;300;0.0972
No millet;0;0.05-0.20;Smooth cayenne;3;300;0.0826
No millet;0;0.05-0.20;Smooth cayenne;4;300;0.0764
No millet;0;0.05-0.20;Smooth cayenne;1;1500;0.0692
No millet;0;0.05-0.20;Smooth cayenne;2;1500;0.0821
No millet;0;0.05-0.20;Smooth cayenne;3;1500;0.0531
No millet;0;0.05-0.20;Smooth cayenne;4;1500;0.0513
No millet;0;0.05-0.20;IAC Fantástico;1;0;0.3912
No millet;0;0.05-0.20;IAC Fantástico;2;0;0.4729
No millet;0;0.05-0.20;IAC Fantástico;3;0;0.3302
No millet;0;0.05-0.20;IAC Fantástico;4;0;0.2888
No millet;0;0.05-0.20;IAC Fantástico;1;1;0.3793
No millet;0;0.05-0.20;IAC Fantástico;2;1;0.4481
No millet;0;0.05-0.20;IAC Fantástico;3;1;0.3273
No millet;0;0.05-0.20;IAC Fantástico;4;1;0.2881
No millet;0;0.05-0.20;IAC Fantástico;1;2;0.3382
No millet;0;0.05-0.20;IAC Fantástico;2;2;0.3869
No millet;0;0.05-0.20;IAC Fantástico;3;2;0.3247
No millet;0;0.05-0.20;IAC Fantástico;4;2;0.2869
No millet;0;0.05-0.20;IAC Fantástico;1;4;0.2588
No millet;0;0.05-0.20;IAC Fantástico;2;4;0.276
No millet;0;0.05-0.20;IAC Fantástico;3;4;0.2684
No millet;0;0.05-0.20;IAC Fantástico;4;4;0.2589
No millet;0;0.05-0.20;IAC Fantástico;1;6;0.2064
No millet;0;0.05-0.20;IAC Fantástico;2;6;0.2214
No millet;0;0.05-0.20;IAC Fantástico;3;6;0.2075
No millet;0;0.05-0.20;IAC Fantástico;4;6;0.2189
No millet;0;0.05-0.20;IAC Fantástico;1;8;0.1699
No millet;0;0.05-0.20;IAC Fantástico;2;8;0.1961
No millet;0;0.05-0.20;IAC Fantástico;3;8;0.174
No millet;0;0.05-0.20;IAC Fantástico;4;8;0.1987
No millet;0;0.05-0.20;IAC Fantástico;1;9;0.1601
No millet;0;0.05-0.20;IAC Fantástico;2;9;0.1862
No millet;0;0.05-0.20;IAC Fantástico;3;9;0.1588
No millet;0;0.05-0.20;IAC Fantástico;4;9;0.1801
No millet;0;0.05-0.20;IAC Fantástico;1;10;0.1532
No millet;0;0.05-0.20;IAC Fantástico;2;10;0.1786
No millet;0;0.05-0.20;IAC Fantástico;3;10;0.1547
No millet;0;0.05-0.20;IAC Fantástico;4;10;0.1658
No millet;0;0.05-0.20;IAC Fantástico;1;33;0.099
No millet;0;0.05-0.20;IAC Fantástico;2;33;0.1133
No millet;0;0.05-0.20;IAC Fantástico;3;33;0.1059
No millet;0;0.05-0.20;IAC Fantástico;4;33;0.1156
No millet;0;0.05-0.20;IAC Fantástico;1;66;0.0945
No millet;0;0.05-0.20;IAC Fantástico;2;66;0.1116
No millet;0;0.05-0.20;IAC Fantástico;3;66;0.0959
No millet;0;0.05-0.20;IAC Fantástico;4;66;0.105
No millet;0;0.05-0.20;IAC Fantástico;1;100;0.0868
No millet;0;0.05-0.20;IAC Fantástico;2;100;0.0877
No millet;0;0.05-0.20;IAC Fantástico;3;100;0.0882
No millet;0;0.05-0.20;IAC Fantástico;4;100;0.0707
No millet;0;0.05-0.20;IAC Fantástico;1;300;0.0707
No millet;0;0.05-0.20;IAC Fantástico;2;300;0.0773
No millet;0;0.05-0.20;IAC Fantástico;3;300;0.0712
No millet;0;0.05-0.20;IAC Fantástico;4;300;0.0688
No millet;0;0.05-0.20;IAC Fantástico;1;1500;0.045
No millet;0;0.05-0.20;IAC Fantástico;2;1500;0.0553
No millet;0;0.05-0.20;IAC Fantástico;3;1500;0.0499
No millet;0;0.05-0.20;IAC Fantástico;4;1500;0.0651
No millet;0;0.05-0.20;Imperial;1;0;0.3431
No millet;0;0.05-0.20;Imperial;2;0;0.1671
No millet;0;0.05-0.20;Imperial;3;0;0.4736
No millet;0;0.05-0.20;Imperial;4;0;0.3793
No millet;0;0.05-0.20;Imperial;1;1;0.3364
No millet;0;0.05-0.20;Imperial;2;1;0.169
No millet;0;0.05-0.20;Imperial;3;1;0.4604
No millet;0;0.05-0.20;Imperial;4;1;0.3709
No millet;0;0.05-0.20;Imperial;1;2;0.3312
No millet;0;0.05-0.20;Imperial;2;2;0.1684
No millet;0;0.05-0.20;Imperial;3;2;0.4074
No millet;0;0.05-0.20;Imperial;4;2;0.3575
No millet;0;0.05-0.20;Imperial;1;4;0.3218
No millet;0;0.05-0.20;Imperial;2;4;0.1521
No millet;0;0.05-0.20;Imperial;3;4;0.2773
No millet;0;0.05-0.20;Imperial;4;4;0.2777
No millet;0;0.05-0.20;Imperial;1;6;0.2967
No millet;0;0.05-0.20;Imperial;2;6;0.1236
No millet;0;0.05-0.20;Imperial;3;6;0.2198
No millet;0;0.05-0.20;Imperial;4;6;0.2274
No millet;0;0.05-0.20;Imperial;1;8;0.2659
No millet;0;0.05-0.20;Imperial;2;8;0.0967
No millet;0;0.05-0.20;Imperial;3;8;0.1892
No millet;0;0.05-0.20;Imperial;4;8;0.2066
No millet;0;0.05-0.20;Imperial;1;9;0.2513
No millet;0;0.05-0.20;Imperial;2;9;0.0827
No millet;0;0.05-0.20;Imperial;3;9;0.1786
No millet;0;0.05-0.20;Imperial;4;9;0.194
No millet;0;0.05-0.20;Imperial;1;10;0.2463
No millet;0;0.05-0.20;Imperial;2;10;0.0806
No millet;0;0.05-0.20;Imperial;3;10;0.1687
No millet;0;0.05-0.20;Imperial;4;10;0.1892
No millet;0;0.05-0.20;Imperial;1;33;0.1737
No millet;0;0.05-0.20;Imperial;2;33;0.0625
No millet;0;0.05-0.20;Imperial;3;33;0.1128
No millet;0;0.05-0.20;Imperial;4;33;0.123
No millet;0;0.05-0.20;Imperial;1;66;0.1576
No millet;0;0.05-0.20;Imperial;2;66;0.0621
No millet;0;0.05-0.20;Imperial;3;66;0.1056
No millet;0;0.05-0.20;Imperial;4;66;0.1223
No millet;0;0.05-0.20;Imperial;1;100;0.1459
No millet;0;0.05-0.20;Imperial;2;100;0.0552
No millet;0;0.05-0.20;Imperial;3;100;0.088
No millet;0;0.05-0.20;Imperial;4;100;0.0978
No millet;0;0.05-0.20;Imperial;1;300;0.1113
No millet;0;0.05-0.20;Imperial;2;300;0.0543
No millet;0;0.05-0.20;Imperial;3;300;0.0774
No millet;0;0.05-0.20;Imperial;4;300;0.0893
No millet;0;0.05-0.20;Imperial;1;1500;0.0824
No millet;0;0.05-0.20;Imperial;2;1500;0.0389
No millet;0;0.05-0.20;Imperial;3;1500;0.0568
No millet;0;0.05-0.20;Imperial;4;1500;0.0658
No millet;4;0-0.05;Pérola;1;0;0.3979
No millet;4;0-0.05;Pérola;2;0;0.3887
No millet;4;0-0.05;Pérola;3;0;0.3812
No millet;4;0-0.05;Pérola;4;0;0.4199
No millet;4;0-0.05;Pérola;1;1;0.372
No millet;4;0-0.05;Pérola;2;1;0.386
No millet;4;0-0.05;Pérola;3;1;0.3762
No millet;4;0-0.05;Pérola;4;1;0.3996
No millet;4;0-0.05;Pérola;1;2;0.3415
No millet;4;0-0.05;Pérola;2;2;0.3702
No millet;4;0-0.05;Pérola;3;2;0.3711
No millet;4;0-0.05;Pérola;4;2;0.354
No millet;4;0-0.05;Pérola;1;4;0.2639
No millet;4;0-0.05;Pérola;2;4;0.2926
No millet;4;0-0.05;Pérola;3;4;0.3119
No millet;4;0-0.05;Pérola;4;4;0.2769
No millet;4;0-0.05;Pérola;1;6;0.2183
No millet;4;0-0.05;Pérola;2;6;0.2436
No millet;4;0-0.05;Pérola;3;6;0.2517
No millet;4;0-0.05;Pérola;4;6;0.2227
No millet;4;0-0.05;Pérola;1;8;0.1891
No millet;4;0-0.05;Pérola;2;8;0.2171
No millet;4;0-0.05;Pérola;3;8;0.2129
No millet;4;0-0.05;Pérola;4;8;0.1921
No millet;4;0-0.05;Pérola;1;9;0.1771
No millet;4;0-0.05;Pérola;2;9;0.2031
No millet;4;0-0.05;Pérola;3;9;0.1992
No millet;4;0-0.05;Pérola;4;9;0.1819
No millet;4;0-0.05;Pérola;1;10;0.173
No millet;4;0-0.05;Pérola;2;10;0.1919
No millet;4;0-0.05;Pérola;3;10;0.1901
No millet;4;0-0.05;Pérola;4;10;0.1736
No millet;4;0-0.05;Pérola;1;33;0.1174
No millet;4;0-0.05;Pérola;2;33;0.1193
No millet;4;0-0.05;Pérola;3;33;0.1279
No millet;4;0-0.05;Pérola;4;33;0.1187
No millet;4;0-0.05;Pérola;1;66;0.1028
No millet;4;0-0.05;Pérola;2;66;0.11
No millet;4;0-0.05;Pérola;3;66;0.1124
No millet;4;0-0.05;Pérola;4;66;0.1043
No millet;4;0-0.05;Pérola;1;100;0.0993
No millet;4;0-0.05;Pérola;2;100;0.1048
No millet;4;0-0.05;Pérola;3;100;0.1116
No millet;4;0-0.05;Pérola;4;100;0.1022
No millet;4;0-0.05;Pérola;1;300;0.1015
No millet;4;0-0.05;Pérola;2;300;0.1159
No millet;4;0-0.05;Pérola;3;300;0.1236
No millet;4;0-0.05;Pérola;4;300;0.1035
No millet;4;0-0.05;Pérola;1;1500;0.102
No millet;4;0-0.05;Pérola;2;1500;0.1163
No millet;4;0-0.05;Pérola;3;1500;0.1024
No millet;4;0-0.05;Pérola;4;1500;0.1058
No millet;4;0-0.05;Smooth cayenne;1;0;0.4066
No millet;4;0-0.05;Smooth cayenne;2;0;0.3832
No millet;4;0-0.05;Smooth cayenne;3;0;0.4013
No millet;4;0-0.05;Smooth cayenne;4;0;0.4124
No millet;4;0-0.05;Smooth cayenne;1;1;0.3825
No millet;4;0-0.05;Smooth cayenne;2;1;0.365
No millet;4;0-0.05;Smooth cayenne;3;1;0.3803
No millet;4;0-0.05;Smooth cayenne;4;1;0.4041
No millet;4;0-0.05;Smooth cayenne;1;2;0.3607
No millet;4;0-0.05;Smooth cayenne;2;2;0.3405
No millet;4;0-0.05;Smooth cayenne;3;2;0.3499
No millet;4;0-0.05;Smooth cayenne;4;2;0.37
No millet;4;0-0.05;Smooth cayenne;1;4;0.2897
No millet;4;0-0.05;Smooth cayenne;2;4;0.2872
No millet;4;0-0.05;Smooth cayenne;3;4;0.2836
No millet;4;0-0.05;Smooth cayenne;4;4;0.2806
No millet;4;0-0.05;Smooth cayenne;1;6;0.2361
No millet;4;0-0.05;Smooth cayenne;2;6;0.2379
No millet;4;0-0.05;Smooth cayenne;3;6;0.2431
No millet;4;0-0.05;Smooth cayenne;4;6;0.2275
No millet;4;0-0.05;Smooth cayenne;1;8;0.2074
No millet;4;0-0.05;Smooth cayenne;2;8;0.2128
No millet;4;0-0.05;Smooth cayenne;3;8;0.2174
No millet;4;0-0.05;Smooth cayenne;4;8;0.1993
No millet;4;0-0.05;Smooth cayenne;1;9;0.1923
No millet;4;0-0.05;Smooth cayenne;2;9;0.1936
No millet;4;0-0.05;Smooth cayenne;3;9;0.2025
No millet;4;0-0.05;Smooth cayenne;4;9;0.1861
No millet;4;0-0.05;Smooth cayenne;1;10;0.1832
No millet;4;0-0.05;Smooth cayenne;2;10;0.1878
No millet;4;0-0.05;Smooth cayenne;3;10;0.1953
No millet;4;0-0.05;Smooth cayenne;4;10;0.1779
No millet;4;0-0.05;Smooth cayenne;1;33;0.1256
No millet;4;0-0.05;Smooth cayenne;2;33;0.1256
No millet;4;0-0.05;Smooth cayenne;3;33;0.1319
No millet;4;0-0.05;Smooth cayenne;4;33;0.1239
No millet;4;0-0.05;Smooth cayenne;1;66;0.1225
No millet;4;0-0.05;Smooth cayenne;2;66;0.1098
No millet;4;0-0.05;Smooth cayenne;3;66;0.115
No millet;4;0-0.05;Smooth cayenne;4;66;0.1229
No millet;4;0-0.05;Smooth cayenne;1;100;0.1201
No millet;4;0-0.05;Smooth cayenne;2;100;0.11
No millet;4;0-0.05;Smooth cayenne;3;100;0.1112
No millet;4;0-0.05;Smooth cayenne;4;100;0.1187
No millet;4;0-0.05;Smooth cayenne;1;300;0.1291
No millet;4;0-0.05;Smooth cayenne;2;300;0.1123
No millet;4;0-0.05;Smooth cayenne;3;300;0.1043
No millet;4;0-0.05;Smooth cayenne;4;300;0.0882
No millet;4;0-0.05;Smooth cayenne;1;1500;0.1276
No millet;4;0-0.05;Smooth cayenne;2;1500;0.116
No millet;4;0-0.05;Smooth cayenne;3;1500;0.1107
No millet;4;0-0.05;Smooth cayenne;4;1500;0.0721
No millet;4;0-0.05;IAC Fantástico;1;0;0.3768
No millet;4;0-0.05;IAC Fantástico;2;0;0.4434
No millet;4;0-0.05;IAC Fantástico;3;0;0.3964
No millet;4;0-0.05;IAC Fantástico;4;0;0.258
No millet;4;0-0.05;IAC Fantástico;1;1;0.3738
No millet;4;0-0.05;IAC Fantástico;2;1;0.4433
No millet;4;0-0.05;IAC Fantástico;3;1;0.3769
No millet;4;0-0.05;IAC Fantástico;4;1;0.263
No millet;4;0-0.05;IAC Fantástico;1;2;0.345
No millet;4;0-0.05;IAC Fantástico;2;2;0.4239
No millet;4;0-0.05;IAC Fantástico;3;2;0.3726
No millet;4;0-0.05;IAC Fantástico;4;2;0.2608
No millet;4;0-0.05;IAC Fantástico;1;4;0.2724
No millet;4;0-0.05;IAC Fantástico;2;4;0.3259
No millet;4;0-0.05;IAC Fantástico;3;4;0.32
No millet;4;0-0.05;IAC Fantástico;4;4;0.256
No millet;4;0-0.05;IAC Fantástico;1;6;0.2295
No millet;4;0-0.05;IAC Fantástico;2;6;0.2457
No millet;4;0-0.05;IAC Fantástico;3;6;0.2675
No millet;4;0-0.05;IAC Fantástico;4;6;0.2433
No millet;4;0-0.05;IAC Fantástico;1;8;0.2022
No millet;4;0-0.05;IAC Fantástico;2;8;0.2035
No millet;4;0-0.05;IAC Fantástico;3;8;0.2403
No millet;4;0-0.05;IAC Fantástico;4;8;0.2281
No millet;4;0-0.05;IAC Fantástico;1;9;0.1879
No millet;4;0-0.05;IAC Fantástico;2;9;0.1875
No millet;4;0-0.05;IAC Fantástico;3;9;0.2306
No millet;4;0-0.05;IAC Fantástico;4;9;0.2095
No millet;4;0-0.05;IAC Fantástico;1;10;0.1826
No millet;4;0-0.05;IAC Fantástico;2;10;0.1752
No millet;4;0-0.05;IAC Fantástico;3;10;0.2204
No millet;4;0-0.05;IAC Fantástico;4;10;0.1996
No millet;4;0-0.05;IAC Fantástico;1;33;0.1151
No millet;4;0-0.05;IAC Fantástico;2;33;0.1183
No millet;4;0-0.05;IAC Fantástico;3;33;0.1421
No millet;4;0-0.05;IAC Fantástico;4;33;0.1467
No millet;4;0-0.05;IAC Fantástico;1;66;0.1057
No millet;4;0-0.05;IAC Fantástico;2;66;0.1141
No millet;4;0-0.05;IAC Fantástico;3;66;0.1322
No millet;4;0-0.05;IAC Fantástico;4;66;0.125
No millet;4;0-0.05;IAC Fantástico;1;100;0.1063
No millet;4;0-0.05;IAC Fantástico;2;100;0.1133
No millet;4;0-0.05;IAC Fantástico;3;100;0.1455
No millet;4;0-0.05;IAC Fantástico;4;100;0.1078
No millet;4;0-0.05;IAC Fantástico;1;300;0.1092
No millet;4;0-0.05;IAC Fantástico;2;300;0.0927
No millet;4;0-0.05;IAC Fantástico;3;300;0.1829
No millet;4;0-0.05;IAC Fantástico;4;300;0.0924
No millet;4;0-0.05;IAC Fantástico;1;1500;0.1012
No millet;4;0-0.05;IAC Fantástico;2;1500;0.0775
No millet;4;0-0.05;IAC Fantástico;3;1500;0.1282
No millet;4;0-0.05;IAC Fantástico;4;1500;0.0659
No millet;4;0-0.05;Imperial;1;0;0.3946
No millet;4;0-0.05;Imperial;2;0;0.4966
No millet;4;0-0.05;Imperial;3;0;0.3845
No millet;4;0-0.05;Imperial;4;0;0.3417
No millet;4;0-0.05;Imperial;1;1;0.3694
No millet;4;0-0.05;Imperial;2;1;0.4667
No millet;4;0-0.05;Imperial;3;1;0.356
No millet;4;0-0.05;Imperial;4;1;0.3605
No millet;4;0-0.05;Imperial;1;2;0.3414
No millet;4;0-0.05;Imperial;2;2;0.4013
No millet;4;0-0.05;Imperial;3;2;0.3242
No millet;4;0-0.05;Imperial;4;2;0.3568
No millet;4;0-0.05;Imperial;1;4;0.2746
No millet;4;0-0.05;Imperial;2;4;0.311
No millet;4;0-0.05;Imperial;3;4;0.2633
No millet;4;0-0.05;Imperial;4;4;0.2586
No millet;4;0-0.05;Imperial;1;6;0.2337
No millet;4;0-0.05;Imperial;2;6;0.25
No millet;4;0-0.05;Imperial;3;6;0.2238
No millet;4;0-0.05;Imperial;4;6;0.2276
No millet;4;0-0.05;Imperial;1;8;0.2119
No millet;4;0-0.05;Imperial;2;8;0.2173
No millet;4;0-0.05;Imperial;3;8;0.2025
No millet;4;0-0.05;Imperial;4;8;0.1627
No millet;4;0-0.05;Imperial;1;9;0.1997
No millet;4;0-0.05;Imperial;2;9;0.2038
No millet;4;0-0.05;Imperial;3;9;0.192
No millet;4;0-0.05;Imperial;4;9;0.1503
No millet;4;0-0.05;Imperial;1;10;0.1958
No millet;4;0-0.05;Imperial;2;10;0.1936
No millet;4;0-0.05;Imperial;3;10;0.1876
No millet;4;0-0.05;Imperial;4;10;0.1445
No millet;4;0-0.05;Imperial;1;33;0.1254
No millet;4;0-0.05;Imperial;2;33;0.1159
No millet;4;0-0.05;Imperial;3;33;0.1239
No millet;4;0-0.05;Imperial;4;33;0.1084
No millet;4;0-0.05;Imperial;1;66;0.111
No millet;4;0-0.05;Imperial;2;66;0.1056
No millet;4;0-0.05;Imperial;3;66;0.1096
No millet;4;0-0.05;Imperial;4;66;0.0926
No millet;4;0-0.05;Imperial;1;100;0.1115
No millet;4;0-0.05;Imperial;2;100;0.1074
No millet;4;0-0.05;Imperial;3;100;0.1057
No millet;4;0-0.05;Imperial;4;100;0.0888
No millet;4;0-0.05;Imperial;1;300;0.1113
No millet;4;0-0.05;Imperial;2;300;0.0987
No millet;4;0-0.05;Imperial;3;300;0.102
No millet;4;0-0.05;Imperial;4;300;0.0694
