cober;gesso;prof;varie;bloc;tens;umid
Millet;4;0-0.05;Smooth cayenne;1;6;0.2683
Millet;4;0-0.05;Smooth cayenne;2;6;0.2226
Millet;4;0-0.05;Smooth cayenne;3;6;0.2216
Millet;4;0-0.05;Smooth cayenne;4;6;0.2114
Millet;4;0-0.05;Smooth cayenne;1;8;0.2257
Millet;4;0-0.05;Smooth cayenne;2;8;0.2023
Millet;4;0-0.05;Smooth cayenne;3;8;0.1962
Millet;4;0-0.05;Smooth cayenne;4;8;0.1823
Millet;4;0-0.05;Smooth cayenne;1;9;0.2042
Millet;4;0-0.05;Smooth cayenne;2;9;0.1916
Millet;4;0-0.05;Smooth cayenne;3;9;0.1813
Millet;4;0-0.05;Smooth cayenne;4;9;0.1696
Millet;4;0-0.05;Smooth cayenne;1;10;0.1941
Millet;4;0-0.05;Smooth cayenne;2;10;0.1865
Millet;4;0-0.05;Smooth cayenne;3;10;0.1768
Millet;4;0-0.05;Smooth cayenne;4;10;0.159
Millet;4;0-0.05;Smooth cayenne;1;33;0.1355
Millet;4;0-0.05;Smooth cayenne;2;33;0.1311
Millet;4;0-0.05;Smooth cayenne;3;33;0.1145
Millet;4;0-0.05;Smooth cayenne;4;33;0.1071
Millet;4;0-0.05;Smooth cayenne;1;66;0.1325
Millet;4;0-0.05;Smooth cayenne;2;66;0.1216
Millet;4;0-0.05;Smooth cayenne;3;66;0.1121
Millet;4;0-0.05;Smooth cayenne;4;66;0.1049
Millet;4;0-0.05;Smooth cayenne;1;100;0.1372
Millet;4;0-0.05;Smooth cayenne;2;100;0.1001
Millet;4;0-0.05;Smooth cayenne;3;100;0.0987
Millet;4;0-0.05;Smooth cayenne;4;100;0.0902
Millet;4;0-0.05;Smooth cayenne;1;300;0.1701
Millet;4;0-0.05;Smooth cayenne;2;300;0.0906
Millet;4;0-0.05;Smooth cayenne;3;300;0.08
Millet;4;0-0.05;Smooth cayenne;4;300;0.083
Millet;4;0-0.05;Smooth cayenne;1;1500;0.1405
Millet;4;0-0.05;Smooth cayenne;2;1500;0.0666
Millet;4;0-0.05;Smooth cayenne;3;1500;0.0652
Millet;4;0-0.05;Smooth cayenne;4;1500;0.0632
Millet;4;0-0.05;IAC Fantástico;1;0;0.2601
Millet;4;0-0.05;IAC Fantástico;2;0;0.3758
Millet;4;0-0.05;IAC Fantástico;3;0;0.3835
Millet;4;0-0.05;IAC Fantástico;4;0;0.4028
Millet;4;0-0.05;IAC Fantástico;1;1;0.2503
Millet;4;0-0.05;IAC Fantástico;2;1;0.3845
Millet;4;0-0.05;IAC Fantástico;3;1;0.3763
Millet;4;0-0.05;IAC Fantástico;4;1;0.3926
Millet;4;0-0.05;IAC Fantástico;1;2;0.2499
Millet;4;0-0.05;IAC Fantástico;2;2;0.358
Millet;4;0-0.05;IAC Fantástico;3;2;0.3674
Millet;4;0-0.05;IAC Fantástico;4;2;0.3715
Millet;4;0-0.05;IAC Fantástico;1;4;0.2451
Millet;4;0-0.05;IAC Fantástico;2;4;0.2783
Millet;4;0-0.05;IAC Fantástico;3;4;0.2966
Millet;4;0-0.05;IAC Fantástico;4;4;0.2878
Millet;4;0-0.05;IAC Fantástico;1;6;0.2218
Millet;4;0-0.05;IAC Fantástico;2;6;0.2229
Millet;4;0-0.05;IAC Fantástico;3;6;0.2354
Millet;4;0-0.05;IAC Fantástico;4;6;0.234
Millet;4;0-0.05;IAC Fantástico;1;8;0.1798
Millet;4;0-0.05;IAC Fantástico;2;8;0.1937
Millet;4;0-0.05;IAC Fantástico;3;8;0.2066
Millet;4;0-0.05;IAC Fantástico;4;8;0.2026
Millet;4;0-0.05;IAC Fantástico;1;9;0.1646
Millet;4;0-0.05;IAC Fantástico;2;9;0.1803
Millet;4;0-0.05;IAC Fantástico;3;9;0.1921
Millet;4;0-0.05;IAC Fantástico;4;9;0.1919
Millet;4;0-0.05;IAC Fantástico;1;10;0.1578
Millet;4;0-0.05;IAC Fantástico;2;10;0.1755
Millet;4;0-0.05;IAC Fantástico;3;10;0.1906
Millet;4;0-0.05;IAC Fantástico;4;10;0.1844
Millet;4;0-0.05;IAC Fantástico;1;33;0.1125
Millet;4;0-0.05;IAC Fantástico;2;33;0.1228
Millet;4;0-0.05;IAC Fantástico;3;33;0.1148
Millet;4;0-0.05;IAC Fantástico;4;33;0.1142
Millet;4;0-0.05;IAC Fantástico;1;66;0.1111
Millet;4;0-0.05;IAC Fantástico;2;66;0.1319
Millet;4;0-0.05;IAC Fantástico;3;66;0.1091
Millet;4;0-0.05;IAC Fantástico;4;66;0.1077
Millet;4;0-0.05;IAC Fantástico;1;100;0.0981
Millet;4;0-0.05;IAC Fantástico;2;100;0.1267
Millet;4;0-0.05;IAC Fantástico;3;100;0.0988
Millet;4;0-0.05;IAC Fantástico;4;100;0.1053
Millet;4;0-0.05;IAC Fantástico;1;300;0.0916
Millet;4;0-0.05;IAC Fantástico;2;300;0.1005
Millet;4;0-0.05;IAC Fantástico;3;300;0.0808
Millet;4;0-0.05;IAC Fantástico;4;300;0.1175
Millet;4;0-0.05;IAC Fantástico;1;1500;0.0626
Millet;4;0-0.05;IAC Fantástico;2;1500;0.0664
Millet;4;0-0.05;IAC Fantástico;3;1500;0.0633
Millet;4;0-0.05;IAC Fantástico;4;1500;0.1072
Millet;4;0-0.05;Imperial;1;0;0.428
Millet;4;0-0.05;Imperial;2;0;0.3582
Millet;4;0-0.05;Imperial;3;0;0.4295
Millet;4;0-0.05;Imperial;4;0;0.4061
Millet;4;0-0.05;Imperial;1;1;0.4162
Millet;4;0-0.05;Imperial;2;1;0.3374
Millet;4;0-0.05;Imperial;3;1;0.398
Millet;4;0-0.05;Imperial;4;1;0.3732
Millet;4;0-0.05;Imperial;1;2;0.3705
Millet;4;0-0.05;Imperial;2;2;0.3244
Millet;4;0-0.05;Imperial;3;2;0.3722
Millet;4;0-0.05;Imperial;4;2;0.3459
Millet;4;0-0.05;Imperial;1;4;0.2764
Millet;4;0-0.05;Imperial;2;4;0.2635
Millet;4;0-0.05;Imperial;3;4;0.285
Millet;4;0-0.05;Imperial;4;4;0.2659
Millet;4;0-0.05;Imperial;1;6;0.2257
Millet;4;0-0.05;Imperial;2;6;0.2126
Millet;4;0-0.05;Imperial;3;6;0.2247
Millet;4;0-0.05;Imperial;4;6;0.2177
Millet;4;0-0.05;Imperial;1;8;0.1981
Millet;4;0-0.05;Imperial;2;8;0.182
Millet;4;0-0.05;Imperial;3;8;0.1986
Millet;4;0-0.05;Imperial;4;8;0.1927
Millet;4;0-0.05;Imperial;1;9;0.1868
Millet;4;0-0.05;Imperial;2;9;0.1715
Millet;4;0-0.05;Imperial;3;9;0.1838
Millet;4;0-0.05;Imperial;4;9;0.1822
Millet;4;0-0.05;Imperial;1;10;0.1778
Millet;4;0-0.05;Imperial;2;10;0.161
Millet;4;0-0.05;Imperial;3;10;0.175
Millet;4;0-0.05;Imperial;4;10;0.175
Millet;4;0-0.05;Imperial;1;33;0.124
Millet;4;0-0.05;Imperial;2;33;0.1045
Millet;4;0-0.05;Imperial;3;33;0.1078
Millet;4;0-0.05;Imperial;4;33;0.107
Millet;4;0-0.05;Imperial;1;66;0.1267
Millet;4;0-0.05;Imperial;2;66;0.1023
Millet;4;0-0.05;Imperial;3;66;0.0993
Millet;4;0-0.05;Imperial;4;66;0.0977
Millet;4;0-0.05;Imperial;1;100;0.1222
Millet;4;0-0.05;Imperial;2;100;0.0983
Millet;4;0-0.05;Imperial;3;100;0.0837
Millet;4;0-0.05;Imperial;4;100;0.0941
Millet;4;0-0.05;Imperial;1;300;0.0998
Millet;4;0-0.05;Imperial;2;300;0.082
Millet;4;0-0.05;Imperial;3;300;0.0724
Millet;4;0-0.05;Imperial;4;300;0.0929
Millet;4;0-0.05;Imperial;1;1500;0.065
Millet;4;0-0.05;Imperial;2;1500;0.0554
Millet;4;0-0.05;Imperial;3;1500;0.0563
Millet;4;0-0.05;Imperial;4;1500;0.0937
Millet;4;0.05-0.20;Pérola;1;0;0.3164
Millet;4;0.05-0.20;Pérola;2;0;0.3163
Millet;4;0.05-0.20;Pérola;3;0;0.3411
Millet;4;0.05-0.20;Pérola;4;0;0.2866
Millet;4;0.05-0.20;Pérola;1;1;0.2615
Millet;4;0.05-0.20;Pérola;2;1;0.3192
Millet;4;0.05-0.20;Pérola;3;1;0.3404
Millet;4;0.05-0.20;Pérola;4;1;0.2783
Millet;4;0.05-0.20;Pérola;1;2;0.2593
Millet;4;0.05-0.20;Pérola;2;2;0.3181
Millet;4;0.05-0.20;Pérola;3;2;0.3257
Millet;4;0.05-0.20;Pérola;4;2;0.273
Millet;4;0.05-0.20;Pérola;1;4;0.2527
Millet;4;0.05-0.20;Pérola;2;4;0.2567
Millet;4;0.05-0.20;Pérola;3;4;0.2671
Millet;4;0.05-0.20;Pérola;4;4;0.2519
Millet;4;0.05-0.20;Pérola;1;6;0.2152
Millet;4;0.05-0.20;Pérola;2;6;0.2011
Millet;4;0.05-0.20;Pérola;3;6;0.2245
Millet;4;0.05-0.20;Pérola;4;6;0.191
Millet;4;0.05-0.20;Pérola;1;8;0.1808
Millet;4;0.05-0.20;Pérola;2;8;0.1715
Millet;4;0.05-0.20;Pérola;3;8;0.192
Millet;4;0.05-0.20;Pérola;4;8;0.1662
Millet;4;0.05-0.20;Pérola;1;9;0.1697
Millet;4;0.05-0.20;Pérola;2;9;0.1567
Millet;4;0.05-0.20;Pérola;3;9;0.1849
Millet;4;0.05-0.20;Pérola;4;9;0.157
Millet;4;0.05-0.20;Pérola;1;10;0.1633
Millet;4;0.05-0.20;Pérola;2;10;0.1495
Millet;4;0.05-0.20;Pérola;3;10;0.1821
Millet;4;0.05-0.20;Pérola;4;10;0.1507
Millet;4;0.05-0.20;Pérola;1;33;0.1138
Millet;4;0.05-0.20;Pérola;2;33;0.0994
Millet;4;0.05-0.20;Pérola;3;33;0.1249
Millet;4;0.05-0.20;Pérola;4;33;0.1069
Millet;4;0.05-0.20;Pérola;1;66;0.1005
Millet;4;0.05-0.20;Pérola;2;66;0.0948
Millet;4;0.05-0.20;Pérola;3;66;0.1159
Millet;4;0.05-0.20;Pérola;4;66;0.0967
Millet;4;0.05-0.20;Pérola;1;100;0.1005
Millet;4;0.05-0.20;Pérola;2;100;0.0832
Millet;4;0.05-0.20;Pérola;3;100;0.102
Millet;4;0.05-0.20;Pérola;4;100;0.0908
Millet;4;0.05-0.20;Pérola;1;300;0.0868
Millet;4;0.05-0.20;Pérola;2;300;0.0688
Millet;4;0.05-0.20;Pérola;3;300;0.0835
Millet;4;0.05-0.20;Pérola;4;300;0.0767
Millet;4;0.05-0.20;Pérola;1;1500;0.0574
Millet;4;0.05-0.20;Pérola;2;1500;0.0525
Millet;4;0.05-0.20;Pérola;3;1500;0.0653
Millet;4;0.05-0.20;Pérola;4;1500;0.053
Millet;4;0.05-0.20;Smooth cayenne;1;0;0.38
Millet;4;0.05-0.20;Smooth cayenne;2;0;0.2429
Millet;4;0.05-0.20;Smooth cayenne;3;0;0.2706
Millet;4;0.05-0.20;Smooth cayenne;4;0;0.3451
Millet;4;0.05-0.20;Smooth cayenne;1;1;0.366
Millet;4;0.05-0.20;Smooth cayenne;2;1;0.2483
Millet;4;0.05-0.20;Smooth cayenne;3;1;0.2703
Millet;4;0.05-0.20;Smooth cayenne;4;1;0.3498
Millet;4;0.05-0.20;Smooth cayenne;1;2;0.3376
Millet;4;0.05-0.20;Smooth cayenne;2;2;0.2547
Millet;4;0.05-0.20;Smooth cayenne;3;2;0.267
Millet;4;0.05-0.20;Smooth cayenne;4;2;0.334
Millet;4;0.05-0.20;Smooth cayenne;1;4;0.2442
Millet;4;0.05-0.20;Smooth cayenne;2;4;0.2433
Millet;4;0.05-0.20;Smooth cayenne;3;4;0.2332
Millet;4;0.05-0.20;Smooth cayenne;4;4;0.2827
Millet;4;0.05-0.20;Smooth cayenne;1;6;0.1807
Millet;4;0.05-0.20;Smooth cayenne;3;6;0.2073
Millet;4;0.05-0.20;Smooth cayenne;4;6;0.2354
Millet;4;0.05-0.20;Smooth cayenne;1;8;0.1543
Millet;4;0.05-0.20;Smooth cayenne;2;8;0.1763
Millet;4;0.05-0.20;Smooth cayenne;3;8;0.1907
Millet;4;0.05-0.20;Smooth cayenne;4;8;0.2038
Millet;4;0.05-0.20;Smooth cayenne;1;9;0.1425
Millet;4;0.05-0.20;Smooth cayenne;2;9;0.1505
Millet;4;0.05-0.20;Smooth cayenne;3;9;0.1634
Millet;4;0.05-0.20;Smooth cayenne;4;9;0.1949
Millet;4;0.05-0.20;Smooth cayenne;1;10;0.1344
Millet;4;0.05-0.20;Smooth cayenne;2;10;0.1449
Millet;4;0.05-0.20;Smooth cayenne;3;10;0.16
Millet;4;0.05-0.20;Smooth cayenne;4;10;0.1859
Millet;4;0.05-0.20;Smooth cayenne;1;33;0.091
Millet;4;0.05-0.20;Smooth cayenne;2;33;0.109
Millet;4;0.05-0.20;Smooth cayenne;3;33;0.122
Millet;4;0.05-0.20;Smooth cayenne;4;33;0.1276
Millet;4;0.05-0.20;Smooth cayenne;1;66;0.0802
Millet;4;0.05-0.20;Smooth cayenne;2;66;0.1011
Millet;4;0.05-0.20;Smooth cayenne;3;66;0.1075
Millet;4;0.05-0.20;Smooth cayenne;4;66;0.1237
Millet;4;0.05-0.20;Smooth cayenne;1;100;0.0785
Millet;4;0.05-0.20;Smooth cayenne;2;100;0.1389
Millet;4;0.05-0.20;Smooth cayenne;3;100;0.0963
Millet;4;0.05-0.20;Smooth cayenne;4;100;0.1031
Millet;4;0.05-0.20;Smooth cayenne;1;300;0.0676
Millet;4;0.05-0.20;Smooth cayenne;2;300;0.0975
Millet;4;0.05-0.20;Smooth cayenne;3;300;0.0804
Millet;4;0.05-0.20;Smooth cayenne;4;300;0.0887
Millet;4;0.05-0.20;Smooth cayenne;1;1500;0.051
Millet;4;0.05-0.20;Smooth cayenne;2;1500;0.1344
Millet;4;0.05-0.20;Smooth cayenne;3;1500;0.0591
Millet;4;0.05-0.20;Smooth cayenne;4;1500;0.0644
Millet;4;0.05-0.20;IAC Fantástico;1;0;0.4129
Millet;4;0.05-0.20;IAC Fantástico;2;0;0.3995
Millet;4;0.05-0.20;IAC Fantástico;3;0;0.3787
Millet;4;0.05-0.20;IAC Fantástico;4;0;0.2968
Millet;4;0.05-0.20;IAC Fantástico;1;1;0.3955
Millet;4;0.05-0.20;IAC Fantástico;2;1;0.376
Millet;4;0.05-0.20;IAC Fantástico;3;1;0.3797
Millet;4;0.05-0.20;IAC Fantástico;4;1;0.2973
Millet;4;0.05-0.20;IAC Fantástico;1;2;0.3686
Millet;4;0.05-0.20;IAC Fantástico;2;2;0.3557
Millet;4;0.05-0.20;IAC Fantástico;3;2;0.3723
Millet;4;0.05-0.20;IAC Fantástico;4;2;0.2892
Millet;4;0.05-0.20;IAC Fantástico;1;4;0.2779
Millet;4;0.05-0.20;IAC Fantástico;2;4;0.269
Millet;4;0.05-0.20;IAC Fantástico;3;4;0.2969
Millet;4;0.05-0.20;IAC Fantástico;4;4;0.2563
Millet;4;0.05-0.20;IAC Fantástico;1;6;0.2331
Millet;4;0.05-0.20;IAC Fantástico;2;6;0.2266
Millet;4;0.05-0.20;IAC Fantástico;3;6;0.2254
Millet;4;0.05-0.20;IAC Fantástico;4;6;0.2216
Millet;4;0.05-0.20;IAC Fantástico;1;8;0.2096
Millet;4;0.05-0.20;IAC Fantástico;2;8;0.196
Millet;4;0.05-0.20;IAC Fantástico;3;8;0.18
Millet;4;0.05-0.20;IAC Fantástico;4;8;0.1985
Millet;4;0.05-0.20;IAC Fantástico;1;9;0.1992
Millet;4;0.05-0.20;IAC Fantástico;2;9;0.1933
Millet;4;0.05-0.20;IAC Fantástico;3;9;0.1658
Millet;4;0.05-0.20;IAC Fantástico;4;9;0.1722
Millet;4;0.05-0.20;IAC Fantástico;1;10;0.1921
Millet;4;0.05-0.20;IAC Fantástico;2;10;0.1884
Millet;4;0.05-0.20;IAC Fantástico;3;10;0.1592
Millet;4;0.05-0.20;IAC Fantástico;4;10;0.1608
Millet;4;0.05-0.20;IAC Fantástico;1;33;0.1245
Millet;4;0.05-0.20;IAC Fantástico;2;33;0.1299
Millet;4;0.05-0.20;IAC Fantástico;3;33;0.0982
Millet;4;0.05-0.20;IAC Fantástico;4;33;0.1143
Millet;4;0.05-0.20;IAC Fantástico;1;66;0.123
Millet;4;0.05-0.20;IAC Fantástico;2;66;0.127
Millet;4;0.05-0.20;IAC Fantástico;3;66;0.0972
Millet;4;0.05-0.20;IAC Fantástico;4;66;0.1034
Millet;4;0.05-0.20;IAC Fantástico;1;100;0.0985
Millet;4;0.05-0.20;IAC Fantástico;2;100;0.1025
Millet;4;0.05-0.20;IAC Fantástico;3;100;0.0878
Millet;4;0.05-0.20;IAC Fantástico;4;100;0.0936
Millet;4;0.05-0.20;IAC Fantástico;1;300;0.0868
Millet;4;0.05-0.20;IAC Fantástico;2;300;0.0873
Millet;4;0.05-0.20;IAC Fantástico;3;300;0.0779
Millet;4;0.05-0.20;IAC Fantástico;4;300;0.0798
Millet;4;0.05-0.20;IAC Fantástico;1;1500;0.0639
Millet;4;0.05-0.20;IAC Fantástico;2;1500;0.0651
Millet;4;0.05-0.20;IAC Fantástico;3;1500;0.0444
Millet;4;0.05-0.20;IAC Fantástico;4;1500;0.0707
Millet;4;0.05-0.20;Imperial;1;0;0.2525
Millet;4;0.05-0.20;Imperial;2;0;0.3047
Millet;4;0.05-0.20;Imperial;3;0;0.3317
Millet;4;0.05-0.20;Imperial;4;0;0.4278
Millet;4;0.05-0.20;Imperial;1;1;0.2466
Millet;4;0.05-0.20;Imperial;2;1;0.3131
Millet;4;0.05-0.20;Imperial;3;1;0.3314
Millet;4;0.05-0.20;Imperial;4;1;0.4167
Millet;4;0.05-0.20;Imperial;1;2;0.2456
Millet;4;0.05-0.20;Imperial;2;2;0.3179
Millet;4;0.05-0.20;Imperial;3;2;0.3303
Millet;4;0.05-0.20;Imperial;4;2;0.3997
Millet;4;0.05-0.20;Imperial;1;4;0.2278
Millet;4;0.05-0.20;Imperial;2;4;0.2694
Millet;4;0.05-0.20;Imperial;3;4;0.281
Millet;4;0.05-0.20;Imperial;4;4;0.2835
Millet;4;0.05-0.20;Imperial;1;6;0.1952
Millet;4;0.05-0.20;Imperial;2;6;0.2263
Millet;4;0.05-0.20;Imperial;3;6;0.2255
Millet;4;0.05-0.20;Imperial;4;6;0.2184
Millet;4;0.05-0.20;Imperial;1;8;0.1769
Millet;4;0.05-0.20;Imperial;2;8;0.1992
Millet;4;0.05-0.20;Imperial;3;8;0.1845
Millet;4;0.05-0.20;Imperial;4;8;0.1897
Millet;4;0.05-0.20;Imperial;1;9;0.1693
Millet;4;0.05-0.20;Imperial;2;9;0.179
Millet;4;0.05-0.20;Imperial;3;9;0.1708
Millet;4;0.05-0.20;Imperial;4;9;0.1812
Millet;4;0.05-0.20;Imperial;1;10;0.1629
Millet;4;0.05-0.20;Imperial;2;10;0.1664
Millet;4;0.05-0.20;Imperial;3;10;0.1621
Millet;4;0.05-0.20;Imperial;4;10;0.1715
Millet;4;0.05-0.20;Imperial;1;33;0.1178
Millet;4;0.05-0.20;Imperial;2;33;0.111
Millet;4;0.05-0.20;Imperial;3;33;0.1053
Millet;4;0.05-0.20;Imperial;4;33;0.1188
Millet;4;0.05-0.20;Imperial;1;66;0.0996
Millet;4;0.05-0.20;Imperial;2;66;0.0964
Millet;4;0.05-0.20;Imperial;3;66;0.1071
Millet;4;0.05-0.20;Imperial;4;66;0.1127
Millet;4;0.05-0.20;Imperial;1;100;0.0955
Millet;4;0.05-0.20;Imperial;2;100;0.0846
Millet;4;0.05-0.20;Imperial;3;100;0.0999
Millet;4;0.05-0.20;Imperial;4;100;0.0936
Millet;4;0.05-0.20;Imperial;1;300;0.0817
Millet;4;0.05-0.20;Imperial;2;300;0.0774
Millet;4;0.05-0.20;Imperial;3;300;0.0861
Millet;4;0.05-0.20;Imperial;4;300;0.0851
Millet;4;0.05-0.20;Imperial;1;1500;0.0585
Millet;4;0.05-0.20;Imperial;2;1500;0.0513
Millet;4;0.05-0.20;Imperial;3;1500;0.0536
Millet;4;0.05-0.20;Imperial;4;1500;0.0737
No millet;0;0-0.05;Pérola;1;0;0.3525
No millet;0;0-0.05;Pérola;2;0;0.4174
No millet;0;0-0.05;Pérola;3;0;0.369
No millet;0;0-0.05;Pérola;4;0;0.4539
No millet;0;0-0.05;Pérola;1;1;0.3607
No millet;0;0-0.05;Pérola;2;1;0.4072
No millet;0;0-0.05;Pérola;3;1;0.3681
No millet;0;0-0.05;Pérola;4;1;0.4345
No millet;0;0-0.05;Pérola;1;2;0.3487
No millet;0;0-0.05;Pérola;2;2;0.3775
No millet;0;0-0.05;Pérola;3;2;0.3342
No millet;0;0-0.05;Pérola;4;2;0.3842
No millet;0;0-0.05;Pérola;1;4;0.2772
No millet;0;0-0.05;Pérola;2;4;0.2902
No millet;0;0-0.05;Pérola;3;4;0.2577
No millet;0;0-0.05;Pérola;4;4;0.2951
No millet;0;0-0.05;Pérola;1;6;0.235
No millet;0;0-0.05;Pérola;2;6;0.2393
No millet;0;0-0.05;Pérola;3;6;0.2137
No millet;0;0-0.05;Pérola;4;6;0.2371
No millet;0;0-0.05;Pérola;1;8;0.2028
No millet;0;0-0.05;Pérola;2;8;0.2048
No millet;0;0-0.05;Pérola;3;8;0.1872
No millet;0;0-0.05;Pérola;4;8;0.2174
No millet;0;0-0.05;Pérola;1;9;0.1957
No millet;0;0-0.05;Pérola;2;9;0.1956
No millet;0;0-0.05;Pérola;3;9;0.1794
No millet;0;0-0.05;Pérola;4;9;0.1952
No millet;0;0-0.05;Pérola;1;10;0.1949
No millet;0;0-0.05;Pérola;2;10;0.1894
No millet;0;0-0.05;Pérola;3;10;0.175
No millet;0;0-0.05;Pérola;4;10;0.1855
No millet;0;0-0.05;Pérola;1;33;0.1357
No millet;0;0-0.05;Pérola;2;33;0.1311
No millet;0;0-0.05;Pérola;3;33;0.1205
No millet;0;0-0.05;Pérola;4;33;0.1253
No millet;0;0-0.05;Pérola;1;66;0.1314
No millet;0;0-0.05;Pérola;2;66;0.1223
No millet;0;0-0.05;Pérola;3;66;0.1161
No millet;0;0-0.05;Pérola;4;66;0.1066
No millet;0;0-0.05;Pérola;1;100;0.1078
No millet;0;0-0.05;Pérola;2;100;0.1027
No millet;0;0-0.05;Pérola;3;100;0.0968
No millet;0;0-0.05;Pérola;4;100;0.0967
No millet;0;0-0.05;Pérola;1;300;0.0936
No millet;0;0-0.05;Pérola;2;300;0.0901
No millet;0;0-0.05;Pérola;3;300;0.0832
No millet;0;0-0.05;Pérola;4;300;0.0931
No millet;0;0-0.05;Pérola;1;1500;0.0684
No millet;0;0-0.05;Pérola;2;1500;0.0676
No millet;0;0-0.05;Pérola;3;1500;0.0638
No millet;0;0-0.05;Pérola;4;1500;0.0905
No millet;0;0-0.05;Smooth cayenne;1;0;0.3757
No millet;0;0-0.05;Smooth cayenne;2;0;0.369
No millet;0;0-0.05;Smooth cayenne;3;0;0.3614
No millet;0;0-0.05;Smooth cayenne;4;0;0.3789
No millet;0;0-0.05;Smooth cayenne;1;1;0.3653
No millet;0;0-0.05;Smooth cayenne;2;1;0.3611
No millet;0;0-0.05;Smooth cayenne;3;1;0.3501
No millet;0;0-0.05;Smooth cayenne;4;1;0.3701
No millet;0;0-0.05;Smooth cayenne;1;2;0.354
No millet;0;0-0.05;Smooth cayenne;2;2;0.3393
No millet;0;0-0.05;Smooth cayenne;3;2;0.3354
No millet;0;0-0.05;Smooth cayenne;4;2;0.351
No millet;0;0-0.05;Smooth cayenne;1;4;0.2992
No millet;0;0-0.05;Smooth cayenne;2;4;0.258
No millet;0;0-0.05;Smooth cayenne;3;4;0.2922
No millet;0;0-0.05;Smooth cayenne;4;4;0.2977
No millet;0;0-0.05;Smooth cayenne;1;6;0.2491
No millet;0;0-0.05;Smooth cayenne;2;6;0.2122
No millet;0;0-0.05;Smooth cayenne;3;6;0.2473
No millet;0;0-0.05;Smooth cayenne;4;6;0.249
No millet;0;0-0.05;Smooth cayenne;1;8;0.205
No millet;0;0-0.05;Smooth cayenne;2;8;0.1882
No millet;0;0-0.05;Smooth cayenne;3;8;0.2044
No millet;0;0-0.05;Smooth cayenne;4;8;0.2181
No millet;0;0-0.05;Smooth cayenne;1;9;0.1884
No millet;0;0-0.05;Smooth cayenne;2;9;0.1781
No millet;0;0-0.05;Smooth cayenne;3;9;0.1906
No millet;0;0-0.05;Smooth cayenne;4;9;0.2031
No millet;0;0-0.05;Smooth cayenne;1;10;0.1824
No millet;0;0-0.05;Smooth cayenne;2;10;0.1719
No millet;0;0-0.05;Smooth cayenne;3;10;0.1776
No millet;0;0-0.05;Smooth cayenne;4;10;0.1893
No millet;0;0-0.05;Smooth cayenne;1;33;0.107
No millet;0;0-0.05;Smooth cayenne;2;33;0.1258
No millet;0;0-0.05;Smooth cayenne;3;33;0.1151
No millet;0;0-0.05;Smooth cayenne;4;33;0.1011
No millet;0;0-0.05;Smooth cayenne;1;66;0.1008
No millet;0;0-0.05;Smooth cayenne;2;66;0.1228
No millet;0;0-0.05;Smooth cayenne;3;66;0.114
No millet;0;0-0.05;Smooth cayenne;4;66;0.0916
No millet;0;0-0.05;Smooth cayenne;1;100;0.1005
No millet;0;0-0.05;Smooth cayenne;2;100;0.1023
No millet;0;0-0.05;Smooth cayenne;3;100;0.0985
No millet;0;0-0.05;Smooth cayenne;4;100;0.0869
No millet;0;0-0.05;Smooth cayenne;1;300;0.1191
No millet;0;0-0.05;Smooth cayenne;2;300;0.0906
No millet;0;0-0.05;Smooth cayenne;3;300;0.0811
No millet;0;0-0.05;Smooth cayenne;4;300;0.0848
No millet;0;0-0.05;Smooth cayenne;1;1500;0.1069
No millet;0;0-0.05;Smooth cayenne;2;1500;0.0689
No millet;0;0-0.05;Smooth cayenne;3;1500;0.0524
No millet;0;0-0.05;IAC Fantástico;1;0;0.3434
No millet;0;0-0.05;IAC Fantástico;2;0;0.3701
No millet;0;0-0.05;IAC Fantástico;3;0;0.3872
No millet;0;0-0.05;IAC Fantástico;4;0;0.4234
No millet;0;0-0.05;IAC Fantástico;1;1;0.3238
No millet;0;0-0.05;IAC Fantástico;2;1;0.3592
No millet;0;0-0.05;IAC Fantástico;3;1;0.3897
No millet;0;0-0.05;IAC Fantástico;4;1;0.4037
No millet;0;0-0.05;IAC Fantástico;1;2;0.3076
No millet;0;0-0.05;IAC Fantástico;2;2;0.3426
No millet;0;0-0.05;IAC Fantástico;3;2;0.3715
No millet;0;0-0.05;IAC Fantástico;4;2;0.3623
No millet;0;0-0.05;IAC Fantástico;1;4;0.254
No millet;0;0-0.05;IAC Fantástico;2;4;0.2915
No millet;0;0-0.05;IAC Fantástico;3;4;0.2928
No millet;0;0-0.05;IAC Fantástico;4;4;0.2706
No millet;0;0-0.05;IAC Fantástico;1;6;0.1907
No millet;0;0-0.05;IAC Fantástico;2;6;0.2361
No millet;0;0-0.05;IAC Fantástico;3;6;0.235
No millet;0;0-0.05;IAC Fantástico;4;6;0.2228
No millet;0;0-0.05;IAC Fantástico;1;8;0.1621
No millet;0;0-0.05;IAC Fantástico;2;8;0.2001
No millet;0;0-0.05;IAC Fantástico;3;8;0.2091
No millet;0;0-0.05;IAC Fantástico;4;8;0.1953
No millet;0;0-0.05;IAC Fantástico;1;9;0.1492
No millet;0;0-0.05;IAC Fantástico;2;9;0.1916
No millet;0;0-0.05;IAC Fantástico;3;9;0.1987
No millet;0;0-0.05;IAC Fantástico;4;9;0.1861
No millet;0;0-0.05;IAC Fantástico;1;10;0.1412
No millet;0;0-0.05;IAC Fantástico;2;10;0.1859
