exp,tem,cv,cri,lea,spp,iso,day,mm1,mm2
1,30,Kerman,1,2,Cf,11K11,10,1442,1755
1,30,Kerman,1,3,Cf,11K11,10,1399,1230
1,30,Kerman,1,4,Cf,11K11,10,1270,1170
1,30,Kerman,1,5,Cf,11K11,10,1467,1187
1,30,Kerman,1,6,Cf,11K11,10,1542,1782
1,30,Kerman,1,7,Cf,11K11,10,1425,1046
1,30,Kerman,1,8,Cf,11K11,10,1549,1357
1,30,Kerman,1,9,Cf,11K11,10,1324,1416
1,30,Kerman,1,10,Cf,11K11,10,1689,2100
1,30,Kerman,2,11,Cf,11K11,10,884,920
1,30,Kerman,2,12,Cf,11K11,10,917,879
1,30,Kerman,2,13,Cf,11K11,10,893,858
1,30,Kerman,2,14,Cf,11K11,10,946,923
1,30,Kerman,2,15,Cf,11K11,10,846,920
1,30,Kerman,2,16,Cf,11K11,10,1247,1664
1,30,Kerman,2,17,Cf,11K11,10,853,953
1,30,Kerman,2,18,Cf,11K11,10,815,1088
1,30,Kerman,2,19,Cf,11K11,10,639,860
1,30,Kerman,2,20,Cf,11K11,10,964,1136
1,30,Kerman,3,21,Cf,11K11,10,903,903
1,30,Kerman,3,22,Cf,11K11,10,1038,1402
1,30,Kerman,3,23,Cf,11K11,10,1129,2266
1,30,Kerman,3,24,Cf,11K11,10,804,1148
1,30,Kerman,3,25,Cf,11K11,10,738,822
1,30,Kerman,3,26,Cf,11K11,10,1123,1292
1,30,Kerman,3,27,Cf,11K11,10,1646,1449
1,30,Kerman,3,28,Cf,11K11,10,1445,1341
1,30,Kerman,3,29,Cf,11K11,10,1209,1006
1,30,Kerman,3,30,Cf,11K11,10,1462,1188
1,30,Red Aleppo,1,1,Ck,3G23,10,826,942
1,30,Red Aleppo,1,2,Ck,3G23,10,1256,991
1,30,Red Aleppo,1,3,Ck,3G23,10,1226,1340
1,30,Red Aleppo,1,4,Ck,3G23,10,1867,1619
1,30,Red Aleppo,1,5,Ck,3G23,10,1492,2113
1,30,Red Aleppo,1,6,Ck,3G23,10,1247,1494
1,30,Red Aleppo,1,7,Ck,3G23,10,1453,1303
1,30,Red Aleppo,1,8,Ck,3G23,10,1188,924
1,30,Red Aleppo,1,9,Ck,3G23,10,1353,1033
1,30,Red Aleppo,1,10,Ck,3G23,10,1237,1157
1,30,Red Aleppo,2,11,Ck,3G23,10,838,665
1,30,Red Aleppo,2,12,Ck,3G23,10,782,892
1,30,Red Aleppo,2,13,Ck,3G23,10,1157,982
1,30,Red Aleppo,2,14,Ck,3G23,10,730,716
1,30,Red Aleppo,2,15,Ck,3G23,10,647,703
1,30,Red Aleppo,2,16,Ck,3G23,10,770,724
1,30,Red Aleppo,2,17,Ck,3G23,10,684,688
1,30,Red Aleppo,2,18,Ck,3G23,10,632,556
1,30,Red Aleppo,2,19,Ck,3G23,10,783,878
1,30,Red Aleppo,2,20,Ck,3G23,10,520,520
1,30,Red Aleppo,3,21,Ck,3G23,10,681,614
1,30,Red Aleppo,3,22,Ck,3G23,10,890,855
1,30,Red Aleppo,3,23,Ck,3G23,10,1182,850
1,30,Red Aleppo,3,24,Ck,3G23,10,819,676
1,30,Red Aleppo,3,25,Ck,3G23,10,774,977
1,30,Red Aleppo,3,26,Ck,3G23,10,919,756
1,30,Red Aleppo,3,27,Ck,3G23,10,826,750
1,30,Red Aleppo,3,28,Ck,3G23,10,965,1021
1,30,Red Aleppo,3,29,Ck,3G23,10,785,648
1,30,Red Aleppo,3,30,Ck,3G23,10,729,794
1,30,Kerman,1,1,Ck,3G23,10,807,1072
1,30,Kerman,1,2,Ck,3G23,10,1252,775
1,30,Kerman,1,3,Ck,3G23,10,NA,NA
1,30,Kerman,1,4,Ck,3G23,10,NA,NA
1,30,Kerman,1,5,Ck,3G23,10,1009,936
1,30,Kerman,1,6,Ck,3G23,10,1230,1469
1,30,Kerman,1,7,Ck,3G23,10,1294,1514
1,30,Kerman,1,8,Ck,3G23,10,1121,1105
1,30,Kerman,1,9,Ck,3G23,10,981,1557
1,30,Kerman,1,10,Ck,3G23,10,1007,995
1,30,Kerman,2,11,Ck,3G23,10,1063,1104
1,30,Kerman,2,12,Ck,3G23,10,1229,1543
1,30,Kerman,2,13,Ck,3G23,10,NA,NA
1,30,Kerman,2,14,Ck,3G23,10,NA,NA
1,30,Kerman,2,15,Ck,3G23,10,NA,NA
1,30,Kerman,2,16,Ck,3G23,10,755,775
1,30,Kerman,2,17,Ck,3G23,10,NA,NA
1,30,Kerman,2,18,Ck,3G23,10,NA,NA
1,30,Kerman,2,19,Ck,3G23,10,NA,NA
1,30,Kerman,2,20,Ck,3G23,10,1246,1583
1,30,Kerman,3,21,Ck,3G23,10,1253,822
1,30,Kerman,3,22,Ck,3G23,10,857,1350
1,30,Kerman,3,23,Ck,3G23,10,1110,978
1,30,Kerman,3,24,Ck,3G23,10,664,994
1,30,Kerman,3,25,Ck,3G23,10,1144,925
1,30,Kerman,3,26,Ck,3G23,10,1079,969
1,30,Kerman,3,27,Ck,3G23,10,912,999
1,30,Kerman,3,28,Ck,3G23,10,913,898
1,30,Kerman,3,29,Ck,3G23,10,1202,1032
1,30,Kerman,3,30,Ck,3G23,10,963,963
2,20,Kerman,1,1,Ck,3G23,3,400,400
2,20,Kerman,1,2,Cf,11K11,3,400,400
2,20,Kerman,1,3,Ck,3G23,3,400,400
2,20,Kerman,1,4,Cf,11K11,3,400,400
2,20,Kerman,1,5,Ck,3G23,3,400,400
2,20,Kerman,1,6,Cf,11K11,3,400,400
2,20,Kerman,1,7,Cf,11K11,3,400,400
2,20,Kerman,1,8,Ck,3G23,3,400,400
2,20,Kerman,1,9,Ck,3G23,3,400,400
2,20,Kerman,1,10,Ck,3G23,3,400,400
2,20,Kerman,2,11,Cf,11K11,3,400,400
2,20,Kerman,2,12,Ck,3G23,3,400,400
2,20,Kerman,2,13,Cf,11K11,3,535,459
2,20,Kerman,2,14,Ck,3G23,3,400,400
2,20,Kerman,2,15,Ck,3G23,3,400,400
2,20,Kerman,2,16,Ck,3G23,3,400,400
2,20,Kerman,2,17,Ck,3G23,3,400,400
2,20,Kerman,2,18,Cf,11K11,3,400,400
2,20,Kerman,2,19,Ck,3G23,3,400,400
2,20,Kerman,2,20,Cf,11K11,3,542,499
2,20,Kerman,3,21,Cf,11K11,3,400,400
2,20,Kerman,3,22,Ck,3G23,3,400,400
2,20,Kerman,3,23,Ck,3G23,3,570,487
2,20,Kerman,3,24,Ck,3G23,3,400,400
2,20,Kerman,3,25,Cf,11K11,3,400,400
2,20,Kerman,3,26,Ck,3G23,3,461,527
2,20,Kerman,3,27,Cf,11K11,3,400,400
2,20,Kerman,3,28,Cf,11K11,3,400,400
2,20,Kerman,3,29,Ck,3G23,3,400,400
2,20,Kerman,3,30,Cf,11K11,3,400,400
2,20,Kerman,4,31,Cf,11K11,3,400,400
2,20,Kerman,4,32,Ck,3G23,3,400,400
2,20,Kerman,4,33,Ck,3G23,3,400,400
2,20,Kerman,4,34,Cf,11K11,3,580,547
2,20,Kerman,4,35,Ck,3G23,3,400,400
2,20,Kerman,4,36,Ck,3G23,3,400,400
2,20,Kerman,4,37,Cf,11K11,3,400,400
2,20,Kerman,4,38,Cf,11K11,3,400,400
2,20,Kerman,4,39,Cf,11K11,3,400,400
2,20,Kerman,4,40,Ck,3G23,3,400,400
2,20,Kerman,5,41,Ck,3G23,3,530,530
2,20,Kerman,5,42,Ck,3G23,3,400,400
2,20,Kerman,5,43,Cf,11K11,3,400,400
2,20,Kerman,5,44,Cf,11K11,3,425,429
2,20,Kerman,5,45,Cf,11K11,3,400,400
2,20,Kerman,5,46,Ck,3G23,3,400,400
2,20,Kerman,5,47,Cf,11K11,3,400,400
2,20,Kerman,5,48,Ck,3G23,3,400,400
2,20,Kerman,5,49,Cf,11K11,3,400,400
2,20,Kerman,5,50,Cf,11K11,3,518,463
2,20,Kerman,6,51,Cf,11K11,3,400,400
2,20,Kerman,6,52,Cf,11K11,3,400,400
2,20,Kerman,6,53,Ck,3G23,3,400,400
2,20,Kerman,6,54,Ck,3G23,3,400,400
2,20,Kerman,6,55,Cf,11K11,3,400,400
2,20,Kerman,6,56,Ck,3G23,3,400,400
2,20,Kerman,6,57,Cf,11K11,3,480,485
2,20,Kerman,6,58,Cf,11K11,3,468,466
2,20,Kerman,6,59,Cf,11K11,3,400,400
2,20,Kerman,6,60,Ck,3G23,3,400,400
2,25,Kerman,1,1,Cf,11K11,3,709,672
2,25,Kerman,1,2,Cf,11K11,3,675,645
2,25,Kerman,1,3,Cf,11K11,3,678,646
2,25,Kerman,1,4,Ck,3G23,3,664,612
2,25,Kerman,1,5,Ck,3G23,3,638,638
2,25,Kerman,1,6,Cf,11K11,3,642,623
2,25,Kerman,1,7,Cf,11K11,3,655,598
2,25,Kerman,1,8,Ck,3G23,3,591,560
2,25,Kerman,1,9,Ck,3G23,3,400,400
2,25,Kerman,1,10,Ck,3G23,3,688,537
2,25,Kerman,2,11,Ck,3G23,3,400,400
2,25,Kerman,2,12,Ck,3G23,3,400,400
2,25,Kerman,2,13,Ck,3G23,3,400,400
2,25,Kerman,2,14,Cf,11K11,3,400,400
2,25,Kerman,2,15,Ck,3G23,3,400,400
2,25,Kerman,2,16,Ck,3G23,3,610,581
2,25,Kerman,2,17,Cf,11K11,3,400,400
2,25,Kerman,2,18,Cf,11K11,3,400,400
2,25,Kerman,2,19,Cf,11K11,3,400,400
2,25,Kerman,2,20,Ck,3G23,3,400,400
2,25,Kerman,3,21,Cf,11K11,3,400,400
2,25,Kerman,3,22,Ck,3G23,3,400,400
2,25,Kerman,3,23,Cf,11K11,3,400,400
2,25,Kerman,3,24,Cf,11K11,3,400,400
2,25,Kerman,3,25,Cf,11K11,3,400,400
2,25,Kerman,3,26,Ck,3G23,3,400,400
2,25,Kerman,3,27,Cf,11K11,3,400,400
2,25,Kerman,3,28,Ck,3G23,3,400,400
2,25,Kerman,3,29,Cf,11K11,3,400,400
2,25,Kerman,3,30,Ck,3G23,3,400,400
2,25,Kerman,4,31,Cf,11K11,3,400,400
2,25,Kerman,4,32,Cf,11K11,3,400,400
2,25,Kerman,4,33,Cf,11K11,3,400,400
2,25,Kerman,4,34,Cf,11K11,3,400,400
2,25,Kerman,4,35,Cf,11K11,3,400,400
2,25,Kerman,4,36,Ck,3G23,3,400,400
2,25,Kerman,4,37,Ck,3G23,3,400,400
2,25,Kerman,4,38,Cf,11K11,3,400,400
2,25,Kerman,4,39,Cf,11K11,3,400,400
2,25,Kerman,4,40,Cf,11K11,3,687,625
2,25,Kerman,5,41,Cf,11K11,3,400,400
2,25,Kerman,5,42,Ck,3G23,3,400,400
2,25,Kerman,5,43,Ck,3G23,3,400,400
2,25,Kerman,5,44,Cf,11K11,3,400,400
2,25,Kerman,5,45,Ck,3G23,3,659,521
2,25,Kerman,5,46,Ck,3G23,3,400,400
2,25,Kerman,5,47,Ck,3G23,3,400,400
2,25,Kerman,5,48,Cf,11K11,3,400,400
2,25,Kerman,5,49,Cf,11K11,3,400,400
2,25,Kerman,5,50,Cf,11K11,3,400,400
2,25,Kerman,6,51,Ck,3G23,3,400,400
2,25,Kerman,6,52,Cf,11K11,3,400,400
2,25,Kerman,6,53,Ck,3G23,3,400,400
2,25,Kerman,6,54,Ck,3G23,3,400,400
2,25,Kerman,6,55,Ck,3G23,3,400,400
2,25,Kerman,6,56,Ck,3G23,3,400,400
2,25,Kerman,6,57,Ck,3G23,3,400,400
2,25,Kerman,6,58,Ck,3G23,3,400,400
2,25,Kerman,6,59,Ck,3G23,3,400,400
2,25,Kerman,6,60,Cf,11K11,3,400,400
2,30,Kerman,1,1,Cf,11K11,3,400,400
2,30,Kerman,1,2,Ck,3G23,3,400,400
2,30,Kerman,1,3,Ck,3G23,3,654,490
2,30,Kerman,1,4,Cf,11K11,3,400,400
2,30,Kerman,1,5,Cf,11K11,3,632,609
2,30,Kerman,1,6,Ck,3G23,3,400,400
2,30,Kerman,1,7,Cf,11K11,3,400,400
2,30,Kerman,1,8,Ck,3G23,3,400,400
2,30,Kerman,1,9,Cf,11K11,3,400,400
2,30,Kerman,1,10,Cf,11K11,3,400,400
2,30,Kerman,2,11,Cf,11K11,3,400,400
2,30,Kerman,2,12,Ck,3G23,3,554,495
2,30,Kerman,2,13,Ck,3G23,3,586,555
2,30,Kerman,2,14,Cf,11K11,3,400,400
2,30,Kerman,2,15,Ck,3G23,3,509,491
2,30,Kerman,2,16,Ck,3G23,3,567,509
2,30,Kerman,2,17,Ck,3G23,3,593,534
2,30,Kerman,2,18,Ck,3G23,3,536,508
2,30,Kerman,2,19,Ck,3G23,3,585,435
2,30,Kerman,2,20,Cf,11K11,3,400,400
2,30,Kerman,3,21,Ck,3G23,3,400,400
2,30,Kerman,3,22,Ck,3G23,3,678,605
2,30,Kerman,3,23,Cf,11K11,3,400,400
2,30,Kerman,3,24,Cf,11K11,3,400,400
2,30,Kerman,3,25,Ck,3G23,3,400,400
2,30,Kerman,3,26,Cf,11K11,3,400,400
2,30,Kerman,3,27,Ck,3G23,3,642,618
2,30,Kerman,3,28,Cf,11K11,3,400,400
2,30,Kerman,3,29,Cf,11K11,3,400,400
2,30,Kerman,3,30,Cf,11K11,3,630,630
2,30,Kerman,4,31,Ck,3G23,3,721,725
2,30,Kerman,4,32,Cf,11K11,3,400,400
2,30,Kerman,4,33,Ck,3G23,3,830,808
2,30,Kerman,4,34,Ck,3G23,3,590,638
2,30,Kerman,4,35,Cf,11K11,3,400,400
2,30,Kerman,4,36,Ck,3G23,3,713,700
2,30,Kerman,4,37,Cf,11K11,3,702,516
2,30,Kerman,4,38,Ck,3G23,3,569,651
2,30,Kerman,4,39,Ck,3G23,3,613,600
2,30,Kerman,4,40,Cf,11K11,3,400,400
2,30,Kerman,5,41,Cf,11K11,3,400,400
2,30,Kerman,5,42,Ck,3G23,3,400,400
2,30,Kerman,5,43,Cf,11K11,3,400,400
2,30,Kerman,5,44,Cf,11K11,3,400,400
2,30,Kerman,5,45,Ck,3G23,3,400,400
2,30,Kerman,5,46,Cf,11K11,3,400,400
2,30,Kerman,5,47,Cf,11K11,3,400,400
2,30,Kerman,5,48,Ck,3G23,3,400,400
2,30,Kerman,5,49,Cf,11K11,3,400,400
2,30,Kerman,5,50,Cf,11K11,3,400,400
2,30,Kerman,6,51,Cf,11K11,3,400,400
2,30,Kerman,6,52,Ck,3G23,3,400,400
2,30,Kerman,6,53,Ck,3G23,3,400,400
2,30,Kerman,6,54,Ck,3G23,3,400,400
2,30,Kerman,6,55,Ck,3G23,3,400,400
2,30,Kerman,6,56,Cf,11K11,3,400,400
2,30,Kerman,6,57,Ck,3G23,3,400,400
2,30,Kerman,6,58,Cf,11K11,3,400,400
2,30,Kerman,6,59,Cf,11K11,3,400,400
2,30,Kerman,6,60,Ck,3G23,3,400,400
2,20,Red Aleppo,1,1,Ck,3G23,3,400,400
2,20,Red Aleppo,1,2,Cf,11K11,3,400,400
2,20,Red Aleppo,1,3,Ck,3G23,3,400,400
2,20,Red Aleppo,1,4,Ck,3G23,3,400,400
2,20,Red Aleppo,1,5,Cf,11K11,3,400,400
2,20,Red Aleppo,1,6,Ck,3G23,3,400,400
2,20,Red Aleppo,1,7,Cf,11K11,3,400,400
2,20,Red Aleppo,1,8,Cf,11K11,3,400,400
2,20,Red Aleppo,1,9,Ck,3G23,3,400,400
2,20,Red Aleppo,1,10,Ck,3G23,3,400,400
2,20,Red Aleppo,2,11,Ck,3G23,3,400,400
2,20,Red Aleppo,2,12,Ck,3G23,3,400,400
2,20,Red Aleppo,2,13,Ck,3G23,3,400,400
2,20,Red Aleppo,2,14,Cf,11K11,3,400,400
2,20,Red Aleppo,2,15,Cf,11K11,3,400,400
2,20,Red Aleppo,2,16,Cf,11K11,3,400,400
2,20,Red Aleppo,2,17,Ck,3G23,3,400,400
2,20,Red Aleppo,2,18,Ck,3G23,3,400,400
2,20,Red Aleppo,2,19,Cf,11K11,3,400,400
2,20,Red Aleppo,2,20,Cf,11K11,3,400,400
2,20,Red Aleppo,3,21,Cf,11K11,3,400,400
2,20,Red Aleppo,3,22,Ck,3G23,3,400,400
2,20,Red Aleppo,3,23,Cf,11K11,3,400,400
2,20,Red Aleppo,3,24,Cf,11K11,3,400,400
2,20,Red Aleppo,3,25,Ck,3G23,3,400,400
2,20,Red Aleppo,3,26,Cf,11K11,3,400,400
2,20,Red Aleppo,3,27,Cf,11K11,3,400,400
2,20,Red Aleppo,3,28,Ck,3G23,3,400,400
2,20,Red Aleppo,3,29,Cf,11K11,3,400,400
2,20,Red Aleppo,3,30,Ck,3G23,3,400,400
2,20,Red Aleppo,4,31,Ck,3G23,3,400,400
2,20,Red Aleppo,4,32,Ck,3G23,3,400,400
2,20,Red Aleppo,4,33,Ck,3G23,3,400,400
2,20,Red Aleppo,4,34,Cf,11K11,3,400,400
2,20,Red Aleppo,4,35,Cf,11K11,3,400,400
2,20,Red Aleppo,4,36,Cf,11K11,3,400,400
2,20,Red Aleppo,4,37,Cf,11K11,3,400,400
2,20,Red Aleppo,4,38,Cf,11K11,3,400,400
2,20,Red Aleppo,4,39,Cf,11K11,3,400,400
2,20,Red Aleppo,4,40,Ck,3G23,3,400,400
2,20,Red Aleppo,5,41,Ck,3G23,3,400,400
2,20,Red Aleppo,5,42,Ck,3G23,3,400,400
2,20,Red Aleppo,5,43,Cf,11K11,3,400,400
2,20,Red Aleppo,5,44,Ck,3G23,3,400,400
2,20,Red Aleppo,5,45,Cf,11K11,3,400,400
2,20,Red Aleppo,5,46,Ck,3G23,3,400,400
2,20,Red Aleppo,5,47,Cf,11K11,3,400,400
2,20,Red Aleppo,5,48,Cf,11K11,3,400,400
2,20,Red Aleppo,5,49,Ck,3G23,3,400,400
2,20,Red Aleppo,5,50,Cf,11K11,3,400,400
2,20,Red Aleppo,6,51,Ck,3G23,3,400,400
2,20,Red Aleppo,6,52,Ck,3G23,3,400,400
2,20,Red Aleppo,6,53,Cf,11K11,3,400,400
2,20,Red Aleppo,6,54,Ck,3G23,3,400,400
2,20,Red Aleppo,6,55,Ck,3G23,3,400,400
2,20,Red Aleppo,6,56,Ck,3G23,3,400,400
2,20,Red Aleppo,6,57,Ck,3G23,3,400,400
2,20,Red Aleppo,6,58,Cf,11K11,3,400,400
2,20,Red Aleppo,6,59,Cf,11K11,3,400,400
2,20,Red Aleppo,6,60,Cf,11K11,3,400,400
2,25,Red Aleppo,1,1,Cf,11K11,3,400,400
2,25,Red Aleppo,1,2,Cf,11K11,3,400,400
2,25,Red Aleppo,1,3,Cf,11K11,3,400,400
2,25,Red Aleppo,1,4,Ck,3G23,3,692,610
2,25,Red Aleppo,1,5,Cf,11K11,3,634,568
2,25,Red Aleppo,1,6,Ck,3G23,3,557,490
2,25,Red Aleppo,1,7,Cf,11K11,3,628,560
2,25,Red Aleppo,1,8,Ck,3G23,3,526,514
2,25,Red Aleppo,1,9,Cf,11K11,3,617,651
2,25,Red Aleppo,1,10,Ck,3G23,3,623,616
2,25,Red Aleppo,2,11,Cf,11K11,3,556,481
2,25,Red Aleppo,2,12,Ck,3G23,3,483,482
2,25,Red Aleppo,2,13,Cf,11K11,3,553,584
2,25,Red Aleppo,2,14,Ck,3G23,3,703,691
2,25,Red Aleppo,2,15,Cf,11K11,3,670,697
2,25,Red Aleppo,2,16,Ck,3G23,3,700,701
2,25,Red Aleppo,2,17,Cf,11K11,3,616,704
2,25,Red Aleppo,2,18,Ck,3G23,3,695,671
2,25,Red Aleppo,2,19,Ck,3G23,3,750,775
2,25,Red Aleppo,2,20,Cf,11K11,3,668,706
2,25,Red Aleppo,3,21,Cf,11K11,3,569,568
2,25,Red Aleppo,3,22,Cf,11K11,3,400,400
2,25,Red Aleppo,3,23,Ck,3G23,3,586,720
2,25,Red Aleppo,3,24,Cf,11K11,3,530,523
2,25,Red Aleppo,3,25,Ck,3G23,3,400,400
2,25,Red Aleppo,3,26,Ck,3G23,3,618,600
2,25,Red Aleppo,3,27,Cf,11K11,3,400,400
2,25,Red Aleppo,3,28,Ck,3G23,3,553,603
2,25,Red Aleppo,3,29,Cf,11K11,3,400,400
2,25,Red Aleppo,3,30,Cf,11K11,3,400,400
2,25,Red Aleppo,4,31,Ck,3G23,3,763,714
2,25,Red Aleppo,4,32,Ck,3G23,3,504,509
2,25,Red Aleppo,4,33,Cf,11K11,3,400,400
2,25,Red Aleppo,4,34,Cf,11K11,3,564,535
2,25,Red Aleppo,4,35,Cf,11K11,3,400,400
2,25,Red Aleppo,4,36,Ck,3G23,3,699,693
2,25,Red Aleppo,4,37,Cf,11K11,3,417,416
2,25,Red Aleppo,4,38,Ck,3G23,3,550,524
2,25,Red Aleppo,4,39,Cf,11K11,3,623,608
2,25,Red Aleppo,4,40,Ck,3G23,3,649,650
2,25,Red Aleppo,5,41,Ck,3G23,3,601,617
2,25,Red Aleppo,5,42,Cf,11K11,3,545,490
2,25,Red Aleppo,5,43,Cf,11K11,3,420,420
2,25,Red Aleppo,5,44,Ck,3G23,3,400,400
2,25,Red Aleppo,5,45,Cf,11K11,3,559,558
2,25,Red Aleppo,5,46,Cf,11K11,3,654,654
2,25,Red Aleppo,5,47,Ck,3G23,3,760,630
2,25,Red Aleppo,5,48,Ck,3G23,3,947,794
2,25,Red Aleppo,5,49,Ck,3G23,3,490,521
2,25,Red Aleppo,5,50,Cf,11K11,3,407,400
2,25,Red Aleppo,6,51,Cf,11K11,3,400,400
2,25,Red Aleppo,6,52,Ck,3G23,3,605,547
2,25,Red Aleppo,6,53,Ck,3G23,3,400,400
2,25,Red Aleppo,6,54,Cf,11K11,3,400,400
2,25,Red Aleppo,6,55,Ck,3G23,3,547,630
2,25,Red Aleppo,6,56,Ck,3G23,3,545,450
2,25,Red Aleppo,6,57,Ck,3G23,3,446,448
2,25,Red Aleppo,6,58,Cf,11K11,3,400,400
2,25,Red Aleppo,6,59,Ck,3G23,3,461,429
2,25,Red Aleppo,6,60,Ck,3G23,3,529,530
2,30,Red Aleppo,1,1,Ck,3G23,3,568,548
2,30,Red Aleppo,1,2,Cf,11K11,3,400,400
2,30,Red Aleppo,1,3,Cf,11K11,3,400,400
2,30,Red Aleppo,1,4,Cf,11K11,3,400,400
2,30,Red Aleppo,1,5,Cf,11K11,3,400,400
2,30,Red Aleppo,1,6,Cf,11K11,3,400,400
2,30,Red Aleppo,1,7,Ck,3G23,3,400,400
2,30,Red Aleppo,1,8,Ck,3G23,3,400,400
2,30,Red Aleppo,1,9,Cf,11K11,3,400,400
2,30,Red Aleppo,1,10,Cf,11K11,3,400,400
2,30,Red Aleppo,2,11,Ck,3G23,3,400,400
2,30,Red Aleppo,2,12,Ck,3G23,3,474,470
2,30,Red Aleppo,2,13,Cf,11K11,3,400,400
2,30,Red Aleppo,2,14,Ck,3G23,3,400,451
2,30,Red Aleppo,2,15,Ck,3G23,3,474,428
2,30,Red Aleppo,2,16,Ck,3G23,3,445,445
2,30,Red Aleppo,2,17,Ck,3G23,3,497,485
2,30,Red Aleppo,2,18,Cf,11K11,3,400,400
2,30,Red Aleppo,2,19,Cf,11K11,3,400,400
2,30,Red Aleppo,2,20,Ck,3G23,3,752,600
2,30,Red Aleppo,3,21,Cf,11K11,3,707,575
2,30,Red Aleppo,3,22,Ck,3G23,3,578,636
2,30,Red Aleppo,3,23,Cf,11K11,3,609,619
2,30,Red Aleppo,3,24,Cf,11K11,3,400,400
2,30,Red Aleppo,3,25,Ck,3G23,3,535,595
2,30,Red Aleppo,3,26,Ck,3G23,3,445,402
2,30,Red Aleppo,3,27,Ck,3G23,3,478,475
2,30,Red Aleppo,3,28,Cf,11K11,3,400,400
2,30,Red Aleppo,3,29,Cf,11K11,3,400,400
2,30,Red Aleppo,3,30,Cf,11K11,3,400,400
2,30,Red Aleppo,4,31,Cf,11K11,3,400,400
2,30,Red Aleppo,4,32,Ck,3G23,3,400,400
2,30,Red Aleppo,4,33,Cf,11K11,3,482,412
2,30,Red Aleppo,4,34,Ck,3G23,3,520,544
2,30,Red Aleppo,4,35,Cf,11K11,3,400,400
2,30,Red Aleppo,4,36,Cf,11K11,3,400,400
2,30,Red Aleppo,4,37,Ck,3G23,3,539,544
2,30,Red Aleppo,4,38,Cf,11K11,3,400,400
2,30,Red Aleppo,4,39,Cf,11K11,3,400,400
2,30,Red Aleppo,4,40,Ck,3G23,3,400,400
2,30,Red Aleppo,5,41,Ck,3G23,3,554,529
2,30,Red Aleppo,5,42,Cf,11K11,3,400,400
2,30,Red Aleppo,5,43,Ck,3G23,3,441,430
2,30,Red Aleppo,5,44,Cf,11K11,3,400,400
2,30,Red Aleppo,5,45,Ck,3G23,3,400,400
2,30,Red Aleppo,5,46,Ck,3G23,3,400,400
2,30,Red Aleppo,5,47,Cf,11K11,3,400,400
2,30,Red Aleppo,5,48,Ck,3G23,3,477,406
2,30,Red Aleppo,5,49,Cf,11K11,3,400,400
2,30,Red Aleppo,5,50,Cf,11K11,3,400,400
2,30,Red Aleppo,6,51,Cf,11K11,3,400,400
2,30,Red Aleppo,6,52,Ck,3G23,3,440,400
2,30,Red Aleppo,6,53,Ck,3G23,3,588,606
2,30,Red Aleppo,6,54,Cf,11K11,3,520,551
2,30,Red Aleppo,6,55,Ck,3G23,3,632,630
2,30,Red Aleppo,6,56,Ck,3G23,3,400,400
2,30,Red Aleppo,6,57,Cf,11K11,3,400,400
2,30,Red Aleppo,6,58,Ck,3G23,3,810,750
2,30,Red Aleppo,6,59,Ck,3G23,3,636,629
2,30,Red Aleppo,6,60,Ck,3G23,3,400,400
2,20,Kerman,1,1,Ck,3G23,5,829,580
2,20,Kerman,1,2,Cf,11K11,5,643,738
2,20,Kerman,1,3,Ck,3G23,5,649,747
2,20,Kerman,1,4,Cf,11K11,5,766,869
2,20,Kerman,1,5,Ck,3G23,5,585,706
2,20,Kerman,1,6,Cf,11K11,5,672,778
2,20,Kerman,1,7,Cf,11K11,5,722,683
2,20,Kerman,1,8,Ck,3G23,5,707,767
2,20,Kerman,1,9,Ck,3G23,5,676,685
2,20,Kerman,1,10,Ck,3G23,5,670,774
2,20,Kerman,2,11,Cf,11K11,5,816,892
2,20,Kerman,2,12,Ck,3G23,5,400,400
2,20,Kerman,2,13,Cf,11K11,5,1001,979
2,20,Kerman,2,14,Ck,3G23,5,864,1092
2,20,Kerman,2,15,Ck,3G23,5,688,730
2,20,Kerman,2,16,Ck,3G23,5,805,719
2,20,Kerman,2,17,Ck,3G23,5,874,685
2,20,Kerman,2,18,Cf,11K11,5,764,663
2,20,Kerman,2,19,Ck,3G23,5,594,643
2,20,Kerman,2,20,Cf,11K11,5,1181,1213
2,20,Kerman,3,21,Cf,11K11,5,720,746
2,20,Kerman,3,22,Ck,3G23,5,599,593
2,20,Kerman,3,23,Ck,3G23,5,811,880
2,20,Kerman,3,24,Ck,3G23,5,610,400
2,20,Kerman,3,25,Cf,11K11,5,778,773
2,20,Kerman,3,26,Ck,3G23,5,700,865
2,20,Kerman,3,27,Cf,11K11,5,873,886
2,20,Kerman,3,28,Cf,11K11,5,699,764
2,20,Kerman,3,29,Ck,3G23,5,847,707
2,20,Kerman,3,30,Cf,11K11,5,854,901
2,20,Kerman,4,31,Cf,11K11,5,931,996
2,20,Kerman,4,32,Ck,3G23,5,770,952
2,20,Kerman,4,33,Ck,3G23,5,632,723
2,20,Kerman,4,34,Cf,11K11,5,1082,1035
2,20,Kerman,4,35,Ck,3G23,5,672,801
2,20,Kerman,4,36,Ck,3G23,5,746,834
2,20,Kerman,4,37,Cf,11K11,5,743,826
2,20,Kerman,4,38,Cf,11K11,5,724,906
2,20,Kerman,4,39,Cf,11K11,5,614,683
2,20,Kerman,4,40,Ck,3G23,5,644,670
2,20,Kerman,5,41,Ck,3G23,5,789,834
