exp,tem,cv,cri,lea,spp,iso,day,mm1,mm2
3,30,Kerman,2,13,Ck,3G23,3,734,653
3,30,Kerman,2,14,Cf,11K11,3,556,562
3,30,Kerman,2,15,Ck,3G23,3,685,698
3,30,Kerman,2,16,Ck,3G23,3,400,400
3,30,Kerman,2,17,Ck,3G23,3,548,547
3,30,Kerman,2,18,Ck,3G23,3,447,452
3,30,Kerman,2,19,Ck,3G23,3,489,400
3,30,Kerman,2,20,Cf,11K11,3,531,608
3,30,Kerman,3,21,Ck,3G23,3,650,551
3,30,Kerman,3,22,Ck,3G23,3,578,540
3,30,Kerman,3,23,Cf,11K11,3,747,797
3,30,Kerman,3,24,Cf,11K11,3,879,1070
3,30,Kerman,3,25,Ck,3G23,3,646,650
3,30,Kerman,3,26,Cf,11K11,3,608,604
3,30,Kerman,3,27,Ck,3G23,3,500,548
3,30,Kerman,3,28,Cf,11K11,3,756,769
3,30,Kerman,3,29,Cf,11K11,3,652,654
3,30,Kerman,3,30,Cf,11K11,3,749,730
3,30,Kerman,4,31,Ck,3G23,3,638,537
3,30,Kerman,4,32,Cf,11K11,3,863,654
3,30,Kerman,4,33,Ck,3G23,3,435,466
3,30,Kerman,4,34,Ck,3G23,3,559,538
3,30,Kerman,4,35,Cf,11K11,3,558,803
3,30,Kerman,4,36,Ck,3G23,3,565,547
3,30,Kerman,4,37,Cf,11K11,3,NA,NA
3,30,Kerman,4,38,Ck,3G23,3,400,400
3,30,Kerman,4,39,Ck,3G23,3,400,400
3,30,Kerman,4,40,Cf,11K11,3,834,813
3,30,Kerman,5,41,Cf,11K11,3,590,588
3,30,Kerman,5,42,Ck,3G23,3,685,668
3,30,Kerman,5,43,Cf,11K11,3,628,605
3,30,Kerman,5,44,Cf,11K11,3,718,843
3,30,Kerman,5,45,Ck,3G23,3,780,774
3,30,Kerman,5,46,Cf,11K11,3,646,641
3,30,Kerman,5,47,Cf,11K11,3,695,594
3,30,Kerman,5,48,Ck,3G23,3,400,400
3,30,Kerman,5,49,Cf,11K11,3,629,613
3,30,Kerman,5,50,Cf,11K11,3,775,722
3,30,Kerman,6,51,Cf,11K11,3,400,400
3,30,Kerman,6,52,Ck,3G23,3,501,500
3,30,Kerman,6,53,Ck,3G23,3,472,479
3,30,Kerman,6,54,Ck,3G23,3,543,602
3,30,Kerman,6,55,Ck,3G23,3,623,633
3,30,Kerman,6,56,Cf,11K11,3,640,635
3,30,Kerman,6,57,Ck,3G23,3,522,520
3,30,Kerman,6,58,Cf,11K11,3,625,771
3,30,Kerman,6,59,Cf,11K11,3,822,774
3,30,Kerman,6,60,Ck,3G23,3,583,595
3,20,Red Aleppo,1,1,Ck,3G23,3,400,400
3,20,Red Aleppo,1,2,Cf,11K11,3,400,400
3,20,Red Aleppo,1,3,Ck,3G23,3,400,400
3,20,Red Aleppo,1,4,Ck,3G23,3,400,400
3,20,Red Aleppo,1,5,Cf,11K11,3,400,400
3,20,Red Aleppo,1,6,Ck,3G23,3,400,400
3,20,Red Aleppo,1,7,Cf,11K11,3,400,400
3,20,Red Aleppo,1,8,Cf,11K11,3,400,400
3,20,Red Aleppo,1,9,Ck,3G23,3,522,614
3,20,Red Aleppo,1,10,Ck,3G23,3,400,400
3,20,Red Aleppo,2,11,Ck,3G23,3,495,428
3,20,Red Aleppo,2,12,Ck,3G23,3,547,551
3,20,Red Aleppo,2,13,Ck,3G23,3,548,523
3,20,Red Aleppo,2,14,Cf,11K11,3,400,400
3,20,Red Aleppo,2,15,Cf,11K11,3,400,400
3,20,Red Aleppo,2,16,Cf,11K11,3,580,576
3,20,Red Aleppo,2,17,Ck,3G23,3,550,602
3,20,Red Aleppo,2,18,Ck,3G23,3,484,480
3,20,Red Aleppo,2,19,Cf,11K11,3,562,457
3,20,Red Aleppo,2,20,Cf,11K11,3,400,400
3,20,Red Aleppo,3,21,Cf,11K11,3,400,400
3,20,Red Aleppo,3,22,Ck,3G23,3,400,400
3,20,Red Aleppo,3,23,Cf,11K11,3,400,400
3,20,Red Aleppo,3,24,Cf,11K11,3,400,400
3,20,Red Aleppo,3,25,Ck,3G23,3,400,400
3,20,Red Aleppo,3,26,Cf,11K11,3,400,400
3,20,Red Aleppo,3,27,Cf,11K11,3,400,400
3,20,Red Aleppo,3,28,Ck,3G23,3,400,400
3,20,Red Aleppo,3,29,Cf,11K11,3,400,400
3,20,Red Aleppo,3,30,Ck,3G23,3,400,400
3,20,Red Aleppo,4,31,Ck,3G23,3,400,400
3,20,Red Aleppo,4,32,Ck,3G23,3,400,400
3,20,Red Aleppo,4,33,Ck,3G23,3,400,400
3,20,Red Aleppo,4,34,Cf,11K11,3,400,400
3,20,Red Aleppo,4,35,Cf,11K11,3,700,670
3,20,Red Aleppo,4,36,Cf,11K11,3,400,400
3,20,Red Aleppo,4,37,Cf,11K11,3,400,400
3,20,Red Aleppo,4,38,Cf,11K11,3,746,718
3,20,Red Aleppo,4,39,Cf,11K11,3,654,596
3,20,Red Aleppo,4,40,Ck,3G23,3,400,400
3,20,Red Aleppo,5,41,Ck,3G23,3,512,433
3,20,Red Aleppo,5,42,Ck,3G23,3,528,592
3,20,Red Aleppo,5,43,Cf,11K11,3,484,489
3,20,Red Aleppo,5,44,Ck,3G23,3,575,514
3,20,Red Aleppo,5,45,Cf,11K11,3,519,584
3,20,Red Aleppo,5,46,Ck,3G23,3,618,553
3,20,Red Aleppo,5,47,Cf,11K11,3,503,500
3,20,Red Aleppo,5,48,Cf,11K11,3,644,637
3,20,Red Aleppo,5,49,Ck,3G23,3,479,584
3,20,Red Aleppo,5,50,Cf,11K11,3,588,625
3,20,Red Aleppo,6,51,Ck,3G23,3,400,400
3,20,Red Aleppo,6,52,Ck,3G23,3,400,400
3,20,Red Aleppo,6,53,Cf,11K11,3,668,689
3,20,Red Aleppo,6,54,Ck,3G23,3,468,471
3,20,Red Aleppo,6,55,Ck,3G23,3,610,711
3,20,Red Aleppo,6,56,Ck,3G23,3,625,613
3,20,Red Aleppo,6,57,Ck,3G23,3,610,621
3,20,Red Aleppo,6,58,Cf,11K11,3,478,478
3,20,Red Aleppo,6,59,Cf,11K11,3,554,470
3,20,Red Aleppo,6,60,Cf,11K11,3,706,703
3,25,Red Aleppo,1,1,Cf,11K11,3,913,979
3,25,Red Aleppo,1,2,Cf,11K11,3,862,1013
3,25,Red Aleppo,1,3,Cf,11K11,3,690,637
3,25,Red Aleppo,1,4,Ck,3G23,3,848,788
3,25,Red Aleppo,1,5,Cf,11K11,3,645,619
3,25,Red Aleppo,1,6,Ck,3G23,3,779,864
3,25,Red Aleppo,1,7,Cf,11K11,3,1000,999
3,25,Red Aleppo,1,8,Ck,3G23,3,776,860
3,25,Red Aleppo,1,9,Cf,11K11,3,750,778
3,25,Red Aleppo,1,10,Ck,3G23,3,853,698
3,25,Red Aleppo,2,11,Cf,11K11,3,657,656
3,25,Red Aleppo,2,12,Ck,3G23,3,697,820
3,25,Red Aleppo,2,13,Cf,11K11,3,684,807
3,25,Red Aleppo,2,14,Ck,3G23,3,731,648
3,25,Red Aleppo,2,15,Cf,11K11,3,876,877
3,25,Red Aleppo,2,16,Ck,3G23,3,605,600
3,25,Red Aleppo,2,17,Cf,11K11,3,825,852
3,25,Red Aleppo,2,18,Ck,3G23,3,975,928
3,25,Red Aleppo,2,19,Ck,3G23,3,999,973
3,25,Red Aleppo,2,20,Cf,11K11,3,691,675
3,25,Red Aleppo,3,21,Cf,11K11,3,930,935
3,25,Red Aleppo,3,22,Cf,11K11,3,725,683
3,25,Red Aleppo,3,23,Ck,3G23,3,680,777
3,25,Red Aleppo,3,24,Cf,11K11,3,400,400
3,25,Red Aleppo,3,25,Ck,3G23,3,639,563
3,25,Red Aleppo,3,26,Ck,3G23,3,659,874
3,25,Red Aleppo,3,27,Cf,11K11,3,697,638
3,25,Red Aleppo,3,28,Ck,3G23,3,932,792
3,25,Red Aleppo,3,29,Cf,11K11,3,793,820
3,25,Red Aleppo,3,30,Cf,11K11,3,571,562
3,25,Red Aleppo,4,31,Ck,3G23,3,826,831
3,25,Red Aleppo,4,32,Ck,3G23,3,540,542
3,25,Red Aleppo,4,33,Cf,11K11,3,700,700
3,25,Red Aleppo,4,34,Cf,11K11,3,665,623
3,25,Red Aleppo,4,35,Cf,11K11,3,575,539
3,25,Red Aleppo,4,36,Ck,3G23,3,991,980
3,25,Red Aleppo,4,37,Cf,11K11,3,911,807
3,25,Red Aleppo,4,38,Ck,3G23,3,695,691
3,25,Red Aleppo,4,39,Cf,11K11,3,808,745
3,25,Red Aleppo,4,40,Ck,3G23,3,665,656
3,25,Red Aleppo,5,41,Ck,3G23,3,666,663
3,25,Red Aleppo,5,42,Cf,11K11,3,709,713
3,25,Red Aleppo,5,43,Cf,11K11,3,741,742
3,25,Red Aleppo,5,44,Ck,3G23,3,878,743
3,25,Red Aleppo,5,45,Cf,11K11,3,747,851
3,25,Red Aleppo,5,46,Cf,11K11,3,732,612
3,25,Red Aleppo,5,47,Ck,3G23,3,1017,942
3,25,Red Aleppo,5,48,Ck,3G23,3,752,714
3,25,Red Aleppo,5,49,Ck,3G23,3,710,803
3,25,Red Aleppo,5,50,Cf,11K11,3,688,534
3,25,Red Aleppo,6,51,Cf,11K11,3,423,489
3,25,Red Aleppo,6,52,Ck,3G23,3,594,666
3,25,Red Aleppo,6,53,Ck,3G23,3,585,611
3,25,Red Aleppo,6,54,Cf,11K11,3,818,947
3,25,Red Aleppo,6,55,Ck,3G23,3,648,675
3,25,Red Aleppo,6,56,Ck,3G23,3,725,724
3,25,Red Aleppo,6,57,Ck,3G23,3,953,780
3,25,Red Aleppo,6,58,Cf,11K11,3,772,625
3,25,Red Aleppo,6,59,Ck,3G23,3,840,840
3,25,Red Aleppo,6,60,Ck,3G23,3,945,737
3,30,Red Aleppo,1,1,Ck,3G23,3,458,516
3,30,Red Aleppo,1,2,Cf,11K11,3,458,535
3,30,Red Aleppo,1,3,Cf,11K11,3,400,400
3,30,Red Aleppo,1,4,Cf,11K11,3,400,400
3,30,Red Aleppo,1,5,Cf,11K11,3,494,483
3,30,Red Aleppo,1,6,Cf,11K11,3,400,400
3,30,Red Aleppo,1,7,Ck,3G23,3,400,400
3,30,Red Aleppo,1,8,Ck,3G23,3,580,548
3,30,Red Aleppo,1,9,Cf,11K11,3,538,541
3,30,Red Aleppo,1,10,Cf,11K11,3,400,400
3,30,Red Aleppo,2,11,Ck,3G23,3,480,624
3,30,Red Aleppo,2,12,Ck,3G23,3,447,450
3,30,Red Aleppo,2,13,Cf,11K11,3,474,437
3,30,Red Aleppo,2,14,Ck,3G23,3,434,444
3,30,Red Aleppo,2,15,Ck,3G23,3,495,453
3,30,Red Aleppo,2,16,Ck,3G23,3,400,400
3,30,Red Aleppo,2,17,Ck,3G23,3,400,400
3,30,Red Aleppo,2,18,Cf,11K11,3,531,514
3,30,Red Aleppo,2,19,Cf,11K11,3,555,554
3,30,Red Aleppo,2,20,Ck,3G23,3,596,602
3,30,Red Aleppo,3,21,Cf,11K11,3,594,669
3,30,Red Aleppo,3,22,Ck,3G23,3,614,672
3,30,Red Aleppo,3,23,Cf,11K11,3,669,749
3,30,Red Aleppo,3,24,Cf,11K11,3,780,680
3,30,Red Aleppo,3,25,Ck,3G23,3,723,724
3,30,Red Aleppo,3,26,Ck,3G23,3,468,587
3,30,Red Aleppo,3,27,Ck,3G23,3,711,683
3,30,Red Aleppo,3,28,Cf,11K11,3,720,653
3,30,Red Aleppo,3,29,Cf,11K11,3,652,521
3,30,Red Aleppo,3,30,Cf,11K11,3,910,606
3,30,Red Aleppo,4,31,Cf,11K11,3,456,525
3,30,Red Aleppo,4,32,Ck,3G23,3,519,436
3,30,Red Aleppo,4,33,Cf,11K11,3,575,577
3,30,Red Aleppo,4,34,Ck,3G23,3,616,616
3,30,Red Aleppo,4,35,Cf,11K11,3,400,400
3,30,Red Aleppo,4,36,Cf,11K11,3,488,434
3,30,Red Aleppo,4,37,Ck,3G23,3,489,490
3,30,Red Aleppo,4,38,Cf,11K11,3,400,400
3,30,Red Aleppo,4,39,Cf,11K11,3,592,587
3,30,Red Aleppo,4,40,Ck,3G23,3,618,611
3,30,Red Aleppo,5,41,Ck,3G23,3,557,533
3,30,Red Aleppo,5,42,Cf,11K11,3,400,400
3,30,Red Aleppo,5,43,Ck,3G23,3,504,584
3,30,Red Aleppo,5,44,Cf,11K11,3,690,632
3,30,Red Aleppo,5,45,Ck,3G23,3,524,616
3,30,Red Aleppo,5,46,Ck,3G23,3,400,400
3,30,Red Aleppo,5,47,Cf,11K11,3,413,412
3,30,Red Aleppo,5,48,Ck,3G23,3,400,400
3,30,Red Aleppo,5,49,Cf,11K11,3,400,400
3,30,Red Aleppo,5,50,Cf,11K11,3,512,506
3,30,Red Aleppo,6,51,Cf,11K11,3,580,579
3,30,Red Aleppo,6,52,Ck,3G23,3,599,605
3,30,Red Aleppo,6,53,Ck,3G23,3,560,602
3,30,Red Aleppo,6,54,Cf,11K11,3,603,603
3,30,Red Aleppo,6,55,Ck,3G23,3,684,684
3,30,Red Aleppo,6,56,Ck,3G23,3,597,593
3,30,Red Aleppo,6,57,Cf,11K11,3,437,458
3,30,Red Aleppo,6,58,Ck,3G23,3,643,642
3,30,Red Aleppo,6,59,Ck,3G23,3,756,654
3,30,Red Aleppo,6,60,Ck,3G23,3,603,664
3,20,Kerman,1,1,Ck,3G23,5,624,772
3,20,Kerman,1,2,Cf,11K11,5,663,785
3,20,Kerman,1,3,Ck,3G23,5,529,594
3,20,Kerman,1,4,Cf,11K11,5,534,622
3,20,Kerman,1,5,Ck,3G23,5,528,643
3,20,Kerman,1,6,Cf,11K11,5,1087,1074
3,20,Kerman,1,7,Cf,11K11,5,677,717
3,20,Kerman,1,8,Ck,3G23,5,700,795
3,20,Kerman,1,9,Ck,3G23,5,610,736
3,20,Kerman,1,10,Ck,3G23,5,651,692
3,20,Kerman,2,11,Cf,11K11,5,728,654
3,20,Kerman,2,12,Ck,3G23,5,688,575
3,20,Kerman,2,13,Cf,11K11,5,818,804
3,20,Kerman,2,14,Ck,3G23,5,946,890
3,20,Kerman,2,15,Ck,3G23,5,1008,831
3,20,Kerman,2,16,Ck,3G23,5,953,924
3,20,Kerman,2,17,Ck,3G23,5,834,708
3,20,Kerman,2,18,Cf,11K11,5,844,701
3,20,Kerman,2,19,Ck,3G23,5,743,768
3,20,Kerman,2,20,Cf,11K11,5,806,792
3,20,Kerman,3,21,Cf,11K11,5,1015,1007
3,20,Kerman,3,22,Ck,3G23,5,970,821
3,20,Kerman,3,23,Ck,3G23,5,750,701
3,20,Kerman,3,24,Ck,3G23,5,806,613
3,20,Kerman,3,25,Cf,11K11,5,985,1037
3,20,Kerman,3,26,Ck,3G23,5,973,868
3,20,Kerman,3,27,Cf,11K11,5,1298,1087
3,20,Kerman,3,28,Cf,11K11,5,918,928
3,20,Kerman,3,29,Ck,3G23,5,842,1129
3,20,Kerman,3,30,Cf,11K11,5,1310,1188
3,20,Kerman,4,31,Cf,11K11,5,677,770
3,20,Kerman,4,32,Ck,3G23,5,723,646
3,20,Kerman,4,33,Ck,3G23,5,569,603
3,20,Kerman,4,34,Cf,11K11,5,752,694
3,20,Kerman,4,35,Ck,3G23,5,888,746
3,20,Kerman,4,36,Ck,3G23,5,672,737
3,20,Kerman,4,37,Cf,11K11,5,801,731
3,20,Kerman,4,38,Cf,11K11,5,856,1014
3,20,Kerman,4,39,Cf,11K11,5,1002,891
3,20,Kerman,4,40,Ck,3G23,5,620,646
3,20,Kerman,5,41,Ck,3G23,5,597,513
3,20,Kerman,5,42,Ck,3G23,5,565,619
3,20,Kerman,5,43,Cf,11K11,5,459,583
3,20,Kerman,5,44,Cf,11K11,5,756,628
3,20,Kerman,5,45,Cf,11K11,5,690,691
3,20,Kerman,5,46,Ck,3G23,5,510,573
3,20,Kerman,5,47,Cf,11K11,5,400,400
3,20,Kerman,5,48,Ck,3G23,5,691,616
3,20,Kerman,5,49,Cf,11K11,5,612,546
3,20,Kerman,5,50,Cf,11K11,5,668,559
3,20,Kerman,6,51,Cf,11K11,5,738,756
3,20,Kerman,6,52,Cf,11K11,5,674,757
3,20,Kerman,6,53,Ck,3G23,5,707,705
3,20,Kerman,6,54,Ck,3G23,5,702,644
3,20,Kerman,6,55,Cf,11K11,5,925,832
3,20,Kerman,6,56,Ck,3G23,5,842,953
3,20,Kerman,6,57,Cf,11K11,5,851,844
3,20,Kerman,6,58,Cf,11K11,5,591,563
3,20,Kerman,6,59,Cf,11K11,5,611,573
3,20,Kerman,6,60,Ck,3G23,5,709,645
3,25,Kerman,1,1,Cf,11K11,5,1003,1173
3,25,Kerman,1,2,Cf,11K11,5,1003,792
3,25,Kerman,1,3,Cf,11K11,5,1211,1023
3,25,Kerman,1,4,Ck,3G23,5,837,719
3,25,Kerman,1,5,Ck,3G23,5,828,1116
3,25,Kerman,1,6,Cf,11K11,5,803,936
3,25,Kerman,1,7,Cf,11K11,5,892,1249
3,25,Kerman,1,8,Ck,3G23,5,1436,1142
3,25,Kerman,1,9,Ck,3G23,5,1044,1390
3,25,Kerman,1,10,Ck,3G23,5,832,838
3,25,Kerman,2,11,Ck,3G23,5,1066,1357
3,25,Kerman,2,12,Ck,3G23,5,1424,1544
3,25,Kerman,2,13,Ck,3G23,5,1021,1233
3,25,Kerman,2,14,Cf,11K11,5,994,930
3,25,Kerman,2,15,Ck,3G23,5,877,1041
3,25,Kerman,2,16,Ck,3G23,5,1301,1427
3,25,Kerman,2,17,Cf,11K11,5,1303,1127
3,25,Kerman,2,18,Cf,11K11,5,1397,1184
3,25,Kerman,2,19,Cf,11K11,5,1028,1006
3,25,Kerman,2,20,Ck,3G23,5,932,930
3,25,Kerman,3,21,Cf,11K11,5,1035,1157
3,25,Kerman,3,22,Ck,3G23,5,1084,1209
3,25,Kerman,3,23,Cf,11K11,5,NA,NA
3,25,Kerman,3,24,Cf,11K11,5,552,617
3,25,Kerman,3,25,Cf,11K11,5,NA,NA
3,25,Kerman,3,26,Ck,3G23,5,1024,885
3,25,Kerman,3,27,Cf,11K11,5,990,837
3,25,Kerman,3,28,Ck,3G23,5,699,630
3,25,Kerman,3,29,Cf,11K11,5,616,620
3,25,Kerman,3,30,Ck,3G23,5,749,609
3,25,Kerman,4,31,Cf,11K11,5,899,953
3,25,Kerman,4,32,Cf,11K11,5,1120,964
3,25,Kerman,4,33,Cf,11K11,5,1380,1129
3,25,Kerman,4,34,Cf,11K11,5,1152,1155
3,25,Kerman,4,35,Cf,11K11,5,931,858
3,25,Kerman,4,36,Ck,3G23,5,929,1351
3,25,Kerman,4,37,Ck,3G23,5,1406,1106
3,25,Kerman,4,38,Cf,11K11,5,1152,1060
3,25,Kerman,4,39,Cf,11K11,5,1365,1883
3,25,Kerman,4,40,Cf,11K11,5,1315,1099
3,25,Kerman,5,41,Cf,11K11,5,1373,1537
3,25,Kerman,5,42,Ck,3G23,5,1293,1039
3,25,Kerman,5,43,Ck,3G23,5,1390,1203
3,25,Kerman,5,44,Cf,11K11,5,1636,1126
3,25,Kerman,5,45,Ck,3G23,5,1161,801
3,25,Kerman,5,46,Ck,3G23,5,1270,1262
3,25,Kerman,5,47,Ck,3G23,5,1571,1087
3,25,Kerman,5,48,Cf,11K11,5,1049,1584
3,25,Kerman,5,49,Cf,11K11,5,1044,978
3,25,Kerman,5,50,Cf,11K11,5,1502,1082
3,25,Kerman,6,51,Ck,3G23,5,816,741
3,25,Kerman,6,52,Cf,11K11,5,953,1074
3,25,Kerman,6,53,Ck,3G23,5,808,845
3,25,Kerman,6,54,Ck,3G23,5,1457,1261
3,25,Kerman,6,55,Ck,3G23,5,1279,1156
3,25,Kerman,6,56,Ck,3G23,5,1292,1122
3,25,Kerman,6,57,Ck,3G23,5,1261,1045
3,25,Kerman,6,58,Ck,3G23,5,1366,1039
3,25,Kerman,6,59,Ck,3G23,5,1129,1037
3,25,Kerman,6,60,Cf,11K11,5,1151,923
3,30,Kerman,1,1,Cf,11K11,5,775,914
3,30,Kerman,1,2,Ck,3G23,5,794,655
3,30,Kerman,1,3,Ck,3G23,5,1013,1036
3,30,Kerman,1,4,Cf,11K11,5,723,715
3,30,Kerman,1,5,Cf,11K11,5,833,770
3,30,Kerman,1,6,Ck,3G23,5,785,788
3,30,Kerman,1,7,Cf,11K11,5,845,788
3,30,Kerman,1,8,Ck,3G23,5,678,706
3,30,Kerman,1,9,Cf,11K11,5,776,773
3,30,Kerman,1,10,Cf,11K11,5,NA,NA
3,30,Kerman,2,11,Cf,11K11,5,873,738
3,30,Kerman,2,12,Ck,3G23,5,864,960
3,30,Kerman,2,13,Ck,3G23,5,1172,990
3,30,Kerman,2,14,Cf,11K11,5,1173,1371
3,30,Kerman,2,15,Ck,3G23,5,1090,1201
3,30,Kerman,2,16,Ck,3G23,5,912,808
3,30,Kerman,2,17,Ck,3G23,5,850,935
3,30,Kerman,2,18,Ck,3G23,5,765,670
3,30,Kerman,2,19,Ck,3G23,5,746,841
3,30,Kerman,2,20,Cf,11K11,5,1092,914
3,30,Kerman,3,21,Ck,3G23,5,903,989
3,30,Kerman,3,22,Ck,3G23,5,911,881
3,30,Kerman,3,23,Cf,11K11,5,1230,1372
3,30,Kerman,3,24,Cf,11K11,5,1362,1287
3,30,Kerman,3,25,Ck,3G23,5,966,1181
3,30,Kerman,3,26,Cf,11K11,5,985,1092
3,30,Kerman,3,27,Ck,3G23,5,762,706
3,30,Kerman,3,28,Cf,11K11,5,1217,1283
3,30,Kerman,3,29,Cf,11K11,5,962,992
3,30,Kerman,3,30,Cf,11K11,5,1172,998
3,30,Kerman,4,31,Ck,3G23,5,751,690
3,30,Kerman,4,32,Cf,11K11,5,992,929
3,30,Kerman,4,33,Ck,3G23,5,981,819
3,30,Kerman,4,34,Ck,3G23,5,727,842
3,30,Kerman,4,35,Cf,11K11,5,1079,873
3,30,Kerman,4,36,Ck,3G23,5,791,938
3,30,Kerman,4,37,Cf,11K11,5,NA,NA
3,30,Kerman,4,38,Ck,3G23,5,786,722
3,30,Kerman,4,39,Ck,3G23,5,738,873
3,30,Kerman,4,40,Cf,11K11,5,1174,957
3,30,Kerman,5,41,Cf,11K11,5,925,1040
3,30,Kerman,5,42,Ck,3G23,5,960,960
3,30,Kerman,5,43,Cf,11K11,5,1164,969
3,30,Kerman,5,44,Cf,11K11,5,1472,1171
3,30,Kerman,5,45,Ck,3G23,5,957,1024
3,30,Kerman,5,46,Cf,11K11,5,1097,889
3,30,Kerman,5,47,Cf,11K11,5,1030,1072
3,30,Kerman,5,48,Ck,3G23,5,877,813
3,30,Kerman,5,49,Cf,11K11,5,979,1216
3,30,Kerman,5,50,Cf,11K11,5,1247,1001
3,30,Kerman,6,51,Cf,11K11,5,664,674
3,30,Kerman,6,52,Ck,3G23,5,873,793
3,30,Kerman,6,53,Ck,3G23,5,662,746
3,30,Kerman,6,54,Ck,3G23,5,867,730
3,30,Kerman,6,55,Ck,3G23,5,872,871
3,30,Kerman,6,56,Cf,11K11,5,930,793
3,30,Kerman,6,57,Ck,3G23,5,616,669
3,30,Kerman,6,58,Cf,11K11,5,1016,1000
3,30,Kerman,6,59,Cf,11K11,5,1081,1154
3,30,Kerman,6,60,Ck,3G23,5,884,921
3,20,Red Aleppo,1,1,Ck,3G23,5,529,611
3,20,Red Aleppo,1,2,Cf,11K11,5,732,710
3,20,Red Aleppo,1,3,Ck,3G23,5,747,808
3,20,Red Aleppo,1,4,Ck,3G23,5,855,832
3,20,Red Aleppo,1,5,Cf,11K11,5,730,723
3,20,Red Aleppo,1,6,Ck,3G23,5,578,580
3,20,Red Aleppo,1,7,Cf,11K11,5,535,579
3,20,Red Aleppo,1,8,Cf,11K11,5,768,683
3,20,Red Aleppo,1,9,Ck,3G23,5,841,886
3,20,Red Aleppo,1,10,Ck,3G23,5,742,821
3,20,Red Aleppo,2,11,Ck,3G23,5,793,794
3,20,Red Aleppo,2,12,Ck,3G23,5,883,853
3,20,Red Aleppo,2,13,Ck,3G23,5,791,999
3,20,Red Aleppo,2,14,Cf,11K11,5,651,669
3,20,Red Aleppo,2,15,Cf,11K11,5,719,831
3,20,Red Aleppo,2,16,Cf,11K11,5,1115,942
3,20,Red Aleppo,2,17,Ck,3G23,5,847,871
3,20,Red Aleppo,2,18,Ck,3G23,5,749,717
3,20,Red Aleppo,2,19,Cf,11K11,5,708,755
3,20,Red Aleppo,2,20,Cf,11K11,5,608,706
3,20,Red Aleppo,3,21,Cf,11K11,5,579,565
3,20,Red Aleppo,3,22,Ck,3G23,5,562,616
3,20,Red Aleppo,3,23,Cf,11K11,5,504,504
3,20,Red Aleppo,3,24,Cf,11K11,5,602,622
3,20,Red Aleppo,3,25,Ck,3G23,5,581,622
3,20,Red Aleppo,3,26,Cf,11K11,5,399,417
3,20,Red Aleppo,3,27,Cf,11K11,5,439,545
3,20,Red Aleppo,3,28,Ck,3G23,5,487,603
3,20,Red Aleppo,3,29,Cf,11K11,5,622,689
3,20,Red Aleppo,3,30,Ck,3G23,5,681,755
3,20,Red Aleppo,4,31,Ck,3G23,5,653,631
3,20,Red Aleppo,4,32,Ck,3G23,5,526,689
3,20,Red Aleppo,4,33,Ck,3G23,5,598,651
3,20,Red Aleppo,4,34,Cf,11K11,5,744,723
3,20,Red Aleppo,4,35,Cf,11K11,5,988,1006
3,20,Red Aleppo,4,36,Cf,11K11,5,642,620
3,20,Red Aleppo,4,37,Cf,11K11,5,706,696
3,20,Red Aleppo,4,38,Cf,11K11,5,878,876
3,20,Red Aleppo,4,39,Cf,11K11,5,802,752
3,20,Red Aleppo,4,40,Ck,3G23,5,606,613
3,20,Red Aleppo,5,41,Ck,3G23,5,879,910
3,20,Red Aleppo,5,42,Ck,3G23,5,1119,793
3,20,Red Aleppo,5,43,Cf,11K11,5,1016,1000
3,20,Red Aleppo,5,44,Ck,3G23,5,885,1014
3,20,Red Aleppo,5,45,Cf,11K11,5,919,1322
3,20,Red Aleppo,5,46,Ck,3G23,5,1075,882
3,20,Red Aleppo,5,47,Cf,11K11,5,771,995
3,20,Red Aleppo,5,48,Cf,11K11,5,990,1012
3,20,Red Aleppo,5,49,Ck,3G23,5,696,644
3,20,Red Aleppo,5,50,Cf,11K11,5,842,955
3,20,Red Aleppo,6,51,Ck,3G23,5,643,643
3,20,Red Aleppo,6,52,Ck,3G23,5,570,663
3,20,Red Aleppo,6,53,Cf,11K11,5,1454,1266
3,20,Red Aleppo,6,54,Ck,3G23,5,830,728
3,20,Red Aleppo,6,55,Ck,3G23,5,1164,1206
3,20,Red Aleppo,6,56,Ck,3G23,5,643,672
3,20,Red Aleppo,6,57,Ck,3G23,5,979,905
3,20,Red Aleppo,6,58,Cf,11K11,5,NA,NA
3,20,Red Aleppo,6,59,Cf,11K11,5,681,700
3,20,Red Aleppo,6,60,Cf,11K11,5,999,987
3,25,Red Aleppo,1,1,Cf,11K11,5,1659,1733
3,25,Red Aleppo,1,2,Cf,11K11,5,1644,2054
3,25,Red Aleppo,1,3,Cf,11K11,5,885,1015
3,25,Red Aleppo,1,4,Ck,3G23,5,1654,1333
3,25,Red Aleppo,1,5,Cf,11K11,5,1007,1152
3,25,Red Aleppo,1,6,Ck,3G23,5,1660,1143
3,25,Red Aleppo,1,7,Cf,11K11,5,1816,1808
3,25,Red Aleppo,1,8,Ck,3G23,5,2061,1222
3,25,Red Aleppo,1,9,Cf,11K11,5,1392,1524
3,25,Red Aleppo,1,10,Ck,3G23,5,1324,1071
3,25,Red Aleppo,2,11,Cf,11K11,5,1309,1117
3,25,Red Aleppo,2,12,Ck,3G23,5,1276,1760
3,25,Red Aleppo,2,13,Cf,11K11,5,1703,1492
3,25,Red Aleppo,2,14,Ck,3G23,5,1296,940
